UnitID,unit_name,bus_name,x,y,capacity,technology,marginal_cost,carbon_intensity
773,CUMHW-1,way/143383456-400,-3.991,55.567,1380,onwind,1.5,
774,DALQW-1,way/143383456-400,-3.89,55.585,1380,onwind,1.5,
776,DIDCB5,way/263863442-400,-1.26757,51.62363,20.5,gas,20.1,
777,DIDCB6,way/263863442-400,-1.26757,51.62363,52,gas,20.1,
778,DINO-1,way/1214332448-275,-3.977051,53.008173,72.6,PHS,0,
779,DINO-6,way/1214332448-275,-3.977051,53.008173,46,PHS,0,
780,DNLWW-1,way/102198808-400,-2.296143,55.776573,54.4,onwind,1.5,
781,DOREW-1,way/568527671,-2.795,57.448,440,onwind,1.5,
782,DOREW-2,way/568527671,-2.795,57.448,440,onwind,1.5,
783,DOUGW-1,way/143383456-400,-3.888,55.593,440,onwind,1.5,
784,DRAXX-1,GB30-400,-0.626221,53.748711,440,biomass,14.89361702,
785,DRAXX-2,GB30-400,-0.626221,53.748711,200.5,biomass,14.89361702,
786,DRAXX-3,GB30-400,-0.626221,53.748711,200.5,biomass,14.89361702,
787,DRAXX-4,GB30-400,-0.626221,53.748711,126,biomass,14.89361702,
788,DRAXX-5,GB30-400,-0.626221,53.748711,42,biomass,14.89361702,
790,DRSLW-1,way/143105488-275,-4.484173,55.311291,1200,onwind,1.5,
791,EECL-1,way/23228569-275,-0.022763,51.662337,1200,gas,20.1,
792,ERRO-1,way/495512692-400,-3.790283,56.734649,1200,hydro,0,
793,ERRO-2,way/495512692-400,-3.790283,56.734649,1200,hydro,0,
794,ERRO-3,way/495512692-400,-3.790283,56.734649,1200,hydro,0,
795,EWHLW-1,relation/10377509-400,-3.205105,55.228662,402,onwind,1.5,
796,FALGW-1,GB13-400,-2.768555,55.936895,402,onwind,1.5,
797,FAARW-1,way/820229174-275,-4.094167,57.325,402,onwind,1.5,
798,FAARW-2,way/820229174-275,-4.094167,57.325,402,onwind,1.5,
799,FASN-1,way/239248206-400,-4.793703,57.325887,1440,hydro,0,
800,FASN2,way/239248206-400,-4.793703,57.325887,1440,hydro,0,
801,FFES-1,way/820229174-275,-4.361572,57.237449,1764,PHS,0,
802,FFES-3,way/820229174-275,-4.361572,57.237449,1764,PHS,0,
803,FFES-4,way/820229174-275,-4.361572,57.237449,1120,PHS,0,
804,FINL-1,GB10-275,-3.614502,56.279961,1120,hydro,0,
805,FOYE-1,way/307717807-275,-5.393722,56.34286,1120,PHS,0,
806,FOYE-2,way/307717807-275,-5.393722,56.34286,29.8,PHS,0,
807,FOYED-1,way/68515955-400,-4.483527778,57.26211111,177,PHS,0,
808,GLNDO-1,way/239248206-400,-5.174561,57.15412,177,hydro,0,
809,GLNKW-1,way/820229174-275,-4.241,57.25,45,onwind,1.5,
810,GLWSW-1,way/143383456-400,-3.921928,55.534273,3960,onwind,1.5,
811,GNAPW-1,way/148382435-275,-5.026858,55.021378,3960,onwind,1.5,
812,GORDW-1,relation/8087295-275,-3.834229,58.066256,3960,onwind,1.5,
813,GORDW-2,relation/8087295-275,-3.834229,58.066256,3960,onwind,1.5,
814,GRAI1G,way/91010022-400,0.708055556,51.44305556,3960,gas,20.1,
815,GRAI4G,way/91010022-400,0.708055556,51.44305556,3960,gas,20.1,
816,GRIFW-1,way/59736773-275,-3.394775,56.529199,69,onwind,1.5,
817,GRIFW-2,way/59736773-275,-3.394775,56.529199,714,onwind,1.5,
818,GRMO-1,way/96905262-400,-3.032227,55.930741,714,gas,20.1,
819,HALSW-1,way/1262971878,-3.425,58.456,408,onwind,1.5,
820,HEYM11,way/292371992-275,-3.317871,51.138001,75,nuclear,11.38,
821,HEYM12,way/292371992-275,-3.317871,51.138001,75,nuclear,11.38,
822,HEYM2D-1,way/94004582-400,-2.91504,54.0273,75,nuclear,11.38,
823,HEYM27,way/292371992-275,-3.317871,51.138001,51,nuclear,11.38,
824,HEYM28,way/292371992-275,-3.317871,51.138001,144,nuclear,11.38,
825,HRSTW-1,way/472289073-275,-3.636475,55.229023,92,onwind,1.5,
826,HRTL-1,way/94004582-400,-2.916111111,54.02888889,92,nuclear,11.38,
827,HRTL-2,way/94004582-400,-2.916111111,54.02888889,69,nuclear,11.38,
828,HUMR-1,way/92529432-275,-2.405816,53.165426,69,gas,20.1,
829,HUNBD-1,way/297840585-400,-4.89009,55.7221,360,nuclear,11.38,
830,INDQ-1,way/814351697-400,0.602702,51.418947,360,gas,20.1,
831,KEAD-1,GB30-400,-0.494385,53.585984,360,gas,20.1,
832,KEAD-2,relation/7881280-400,-0.7522,53.5952,16.5,gas,20.1,
833,KEADGT-3,GB30-400,-0.494385,53.585984,300,gas,20.1,
834,KENNW-1,way/143383456-400,-3.916,55.49,300,onwind,1.5,
835,KILBW-1,relation/8087295-275,-4.0564,58.0395,300,onwind,1.5,
836,KILLPG-1,way/701436399-400,-0.25511,53.65952,353,gas,20.1,
837,KILLPG-2,way/701436399-400,-0.25511,53.65952,353,gas,20.1,
838,KLGLW-1,way/148382435-275,-4.76528,55.05,353,onwind,1.5,
839,KPMRW-1,relation/7894974-275,-4.069,55.679,353,onwind,1.5,
840,KTHLW-1,GB13-400,-2.825456,55.817272,100,onwind,1.5,
841,KYPEW-1,relation/7894974-275,-4.063,55.629,48.5,onwind,1.5,
842,LAGA-1,way/677845115-400,-3.966064,50.492463,66,gas,20.1,
843,LARKS-1,way/45087479-275,-2.477369,51.57851,22,solar,0.01,
844,LBAR-1,way/89038614-400,-0.230713,52.22107,172,gas,20.1,
845,LBAR-1G,way/89038614-400,-0.230713,52.22107,172,gas,20.1,
846,LCLTW-1,way/68515955-400,-4.559326,57.73935,109.75,onwind,1.5,
847,MEDP-1,way/264104518-400,0.889893,51.378638,109.75,gas,20.1,
848,MIDMW-1,way/284874050-275,-3.776,55.495,1378,onwind,1.5,
849,MILWW-1,way/239248206-400,-4.866943,57.219608,1378,onwind,1.5,
850,MKHLW-1,way/148382435-275,-4.822998,55.160043,1378,onwind,1.5,
851,MRWD-1,relation/9409219-400,-1.351318,50.903033,1378,gas,20.1,
852,NANT-1,way/307717807-275,-5.251465,56.163906,1378,hydro,0,
853,PEHE-1,way/133323988-275,-1.867676,57.527622,156.4,gas,20.1,
854,PEHE-2,way/133323988-275,-1.867676,57.527622,156.4,gas,20.1,
856,PEMB-11,relation/13110367-400,-4.996378,51.684368,576,gas,20.1,
857,PEMB-21,relation/13110367-400,-4.996378,51.684368,576,gas,20.1,
858,PEMB-31,relation/13110367-400,-4.996378,51.684368,576,gas,20.1,
859,PEMB-41,relation/13110367-400,-4.996378,51.684368,576,gas,20.1,
860,PEMB-51,relation/13110367-400,-4.996378,51.684368,34,gas,20.1,
861,RATS-1,relation/13110368-400,-1.219482,52.855864,1150,gas,20.1,
862,RATS-2,relation/13110368-400,-1.219482,52.855864,1150,gas,20.1,
863,RATS-3,relation/13110368-400,-1.219482,52.855864,1250,gas,20.1,
864,RATS-4,relation/13110368-400,-1.219482,52.855864,1250,gas,20.1,
865,RATSGT-2,relation/13110368-400,-1.219482,52.855864,1250,gas,20.1,
866,RATSGT-4,relation/13110368-400,-1.219482,52.855864,1250,gas,20.1,
867,ROCK-1,way/315213320-275,-2.592773,53.330873,1250,gas,20.1,
868,RYHPS-1,way/24165071-400,-0.285645,51.815407,1250,gas,20.1,
869,SAKNW-1,way/284874050-275,-4.025,55.346,219,onwind,1.5,
870,SANQW-1,way/284874050-275,-4.023363,55.322673,219,onwind,1.5,
871,SCCL-1,way/635836276-275,-0.131836,53.833081,1218,gas,20.1,
872,SCCL-2,way/635836276-275,-0.131836,53.833081,1218,gas,20.1,
873,SCCL-3,way/635836276-275,-0.131836,53.833081,1218,gas,20.1,
874,SEAB-1,way/292471784-400,-2.614746,51.481383,1386,gas,20.1,
875,SEAB-2,way/292471784-400,-2.614746,51.481383,1386,gas,20.1,
876,SEEL-1,way/376450057-400,-0.1321,52.8078,1386,gas,20.1,
877,SIZB-1,way/102198808-400,-2.054443,55.813629,136,nuclear,11.38,
878,SIZB-2,way/102198808-400,-2.054443,55.813629,1185,nuclear,11.38,
879,SLOY-2,way/1307462736-275,-4.735107,56.200593,1185,hydro,0,
880,SLOY-3,way/1307462736-275,-4.735107,56.200593,1180,hydro,0,
881,SPLN-1,way/376450057-400,-0.252686,52.816043,965,gas,20.1,
882,STAY-1,way/472164401-400,-0.98877,53.041213,140,gas,20.1,
883,STAY-2,way/472164401-400,-0.98877,53.041213,735,gas,20.1,
884,STAY-3,way/472164401-400,-0.98877,53.041213,893,gas,20.1,
885,STAY-4,way/472164401-400,-0.98877,53.041213,735,gas,20.1,
886,STLGW-1,way/495512692-400,-4.056,57.081,62,onwind,1.5,
887,STLGW-2,way/495512692-400,-4.056,57.081,67.5,onwind,1.5,
888,STLGW-3,way/495512692-400,-4.056,57.081,600,onwind,1.5,
889,STRNW-1,relation/8087295-275,-3.89086,58.385271,600,onwind,1.5,
890,SUTB-1,way/635829123-400,0.098877,52.62306,239,gas,20.1,
891,SVRP-10,way/95895489-400,-3.065186,51.740636,88.4,gas,20.1,
892,SVRP-20,way/95895489-400,-3.065186,51.740636,4.5,gas,20.1,
893,TDBNW-1,GB13-400,-2.81,55.77,88.4,onwind,1.5,
894,TORN-1,way/89427607-400,-4.405518,53.370221,885,nuclear,11.38,
895,TORN-2,way/89427607-400,-4.405518,53.370221,49.9,nuclear,11.38,
896,TORND-1,way/97551523-400,-2.40908,55.968,630,nuclear,11.38,
897,TRLGW-1,way/148382435-275,-4.81,55.23,630,onwind,1.5,
898,TSREP-1,way/109730296-400,-1.12042,54.5768,630,gas,20.1,
899,TWSHW-1,way/284874050-275,-3.9185,55.3142,630,onwind,1.5,
902,WBURB-3,way/314338790-400,-0.53833,53.363665,51,gas,20.1,
903,WBURB-41,way/314338790-400,-0.538,53.364,270,battery storage,0,
904,WBURB-43,way/314338790-400,-0.538,53.364,270,battery storage,0,
905,WDRGW-1,way/143105488-275,-4.306,55.244,735,onwind,1.5,
906,WHIHW-1,way/284874050-275,-4.02,55.32,51,onwind,1.5,
907,WHLWB-1,way/308802191-275,-4.17331,55.6954,65,battery storage,0,
908,WILCT-1,way/109730296-400,-1.1185,54.5894,56,gas,20.1,
909,WISHB-1,way/212779654-275,-3.93867,55.76927,950,battery storage,0,
910,WISTW-2,way/118821349-275,-2.374558,56.844014,950,onwind,1.5,
911,WYLF-1,way/1275300370-275,0.241667,51.465278,950,nuclear,11.38,
912,WYLF-2,way/1275300370-275,0.241667,51.465278,840,nuclear,11.38,
913,WYLF-3,way/1275300370-275,0.241667,51.465278,15,nuclear,11.38,
914,WYLF-4,way/1275300370-275,0.241667,51.465278,1180,nuclear,11.38,
915,AG-CBS06B,way/123866712-275,-1.37484,53.22386,1180,battery storage,0,
916,AG-HEL00G,relation/7894975-400,-2.643,53.787,1180,battery storage,0,
917,AG-HEL0DN,way/59736773-275,-3.204,56.166,2181,battery storage,0,
918,AG-HEL0CP,way/59736773-275,-2.995,56.324,2181,battery storage,0,
919,COVNB-1,way/55284068-275,-1.508,52.409,2181,battery storage,0,
920,PINFB-2,way/23164132-275,-2.943583333,53.26569444,2181,battery storage,0,
921,PINFB-1,way/23164132-275,-2.943583333,53.26569444,2181,battery storage,0,
922,ARNKB-1,way/167621580-400,-2,52.61,2116,battery storage,0,
923,PINFB-4,way/23164132-275,-2.943583333,53.26569444,2116,battery storage,0,
924,FARNB-1,way/88389243-400,-0.791,51.21,2116,battery storage,0,
925,NURSB-1,way/23988786-400,-1.484869,50.942355,2116,battery storage,0,
926,FFSE01,way/184584639-275,-1.473,55.016,2116,battery storage,0,
927,POTES-1,way/184584639-275,-1.455827,54.977384,2116,battery storage,0,
928,KEMB-1,way/91010022-400,0.737,51.364,573,battery storage,0,
929,AG-ZEN03J,way/814351697-400,0.477,51.302,573,battery storage,0,
930,PNYCB-1,way/123037622-275,-3.564,51.709,400,battery storage,0,
931,NFSE02,way/76468460-275,-3.588,55.907,400,battery storage,0,
933,AG-GEDF01,way/92419253-275,-2.254,53.197,174,battery storage,0,
934,ZEN02A,relation/7872518-400,0.591,52.07,174,battery storage,0,
935,DINO-5,way/1214332448-275,-3.977051,53.008173,715,PHS,0,
936,AG-LLIM02,way/119616836-400,-3.157186,51.018497,86.4,battery storage,0,
937,DINO-4,way/1214332448-275,-3.977051,53.008173,31.05,PHS,0,
938,PINFB-3,way/23164132-275,-2.943583333,53.26569444,1200,battery storage,0,
939,FFES-2,way/820229174-275,-4.361572,57.237449,1200,PHS,0,
940,ARBRB-1,way/111528318-220,-2.619634,56.56497,1200,battery storage,0,
941,DINO-3,way/1214332448-275,-3.977051,53.008173,1140,PHS,0,
942,AG-ASTK05,way/25935453-400,0.126,52.197,1140,battery storage,0,
943,AG-LLIM01,way/292471784-400,-2.652,51.516,950,battery storage,0,
946,AG-MSTK01,way/33917128-275,-0.405,53.791,1075,battery storage,0,
947,AG-JSTK02,relation/7880111-400,-0.334,51.231,1075,battery storage,0,
948,AG-HSTK02,way/95279334-400,-1.962,51.615,1075,battery storage,0,
949,AG-HSTK01,way/95279334-400,-1.962,51.615,1075,battery storage,0,
950,HAWKB-1,way/90099036-400,-2.208174,51.013772,1075,battery storage,0,
951,DINO-2,way/1214332448-275,-3.977051,53.008173,1365,PHS,0,
952,CLDNW-1,way/676646876-400,-3.35083,55.310391,1365,onwind,1.5,
953,CLDSW-1,way/676646876-400,-3.35083,55.310391,317,onwind,1.5,
954,DUNGW-1,way/820229174-275,-4.255802,57.25148,317,onwind,1.5,
955,HADHW-1,way/125860302-275,-4.702148,55.247815,1198,onwind,1.5,
956,CLDCW-1,way/676646876-400,-3.35083,55.310391,1198,onwind,1.5,
957,CLDRW-1,way/1185489725-220,-2.922363,57.308724,152.5,onwind,1.5,
958,EDINW-1,way/307717807-275,-6.229248,57.279043,152.5,onwind,1.5,
959,FSDLW-1,way/297840585-400,-5.479859,55.780803,950,onwind,1.5,
960,MYGPW-1,way/472289073-275,-3.514802,55.248768,1850,onwind,1.5,
961,PNYCW-1,way/95895489-400,-3.561358,51.710658,1850,onwind,1.5,
962,SOKYW-1,way/143105488-275,-4.2,55.317,1850,onwind,1.5,
963,BABAW-1,GB22-400,-3.283333,53.983333,1850,onwind,1.5,
965,BURBW-1,way/153884024-275,-3.273,53.484,228,offwind,0.02,
966,HYWDW-1,way/133323988-275,-1.35,57.483,228,offwind,0.02,
967,KINCW-1,GB7-275,-1.8596,57.0046,228,offwind,0.02,
968,BEATO-1,way/1262971878,-3.07,58.13,67.7,offwind,0.02,
970,BEATO-4,way/1262971878,-3.07,58.13,832,offwind,0.02,
971,BLLA-1,way/96630594-275,-1.401,55.131,832,offwind,0.02,
972,BLLA-2,way/96630594-275,-1.401,55.131,27.6,offwind,0.02,
973,BRBEO-1,way/153884024-275,-3.273,53.484,857,offwind,0.02,
974,COSO-1,way/91010022-400,0.834961,51.542919,857,gas,20.1,
975,DBAWO-1,way/32227788-400,1.9301,54.7489,1190,offwind,0.02,
976,DBAWO-2,way/32227788-400,1.9301,54.7489,1190,offwind,0.02,
977,DBAWO-3,way/32227788-400,1.9301,54.7489,1190,offwind,0.02,
978,DBAWO-4,way/32227788-400,1.9301,54.7489,18.8,offwind,0.02,
980,DDGNO-1,way/32227788-400,1.39,53.249,37.8,offwind,0.02,
981,DDGNO-2,way/32227788-400,1.39,53.249,1332,offwind,0.02,
982,DDGNO-3,way/32227788-400,1.39,53.249,1332,offwind,0.02,
983,DDGNO-4,way/32227788-400,1.39,53.249,1332,offwind,0.02,
984,DNGBD-1,way/264102298-275,0.95976,50.9134,49,nuclear,11.38,
985,DNGB21,way/97561542-275,-1.098633,54.686534,49,nuclear,11.38,
986,DNGB22,way/97561542-275,-1.098633,54.686534,389,nuclear,11.38,
987,EAAO-1,way/576238223-400,2.3,52.66,389,offwind,0.02,
988,EAAO-2,way/576238223-400,2.3,52.66,43,offwind,0.02,
989,GAOFO-1,way/576238223-400,2.035,51.893,27,offwind,0.02,
990,GAOFO-3,way/576238223-400,2.035,51.893,539,offwind,0.02,
991,GAOFO-2,way/576238223-400,2.035,51.893,539,offwind,0.02,
992,GAOFO-4,way/576238223-400,2.035,51.893,50,offwind,0.02,
994,GNFSW-2,way/25422135-220,1.174444,51.739444,50,offwind,0.02,
995,GRAI-6,way/91010022-400,0.703125,51.47454,90,gas,20.1,
996,GRAI-7,way/91010022-400,0.703125,51.47454,1026.2,gas,20.1,
997,GRAI-8,way/91010022-400,0.703125,51.47454,1026.2,gas,20.1,
998,GYMRO-15,way/280317944-220,-3.584,53.459,1026.2,offwind,0.02,
999,GYMRO-17,way/280317944-220,-3.584,53.459,1026.2,offwind,0.02,
1000,GYMRO-26,way/280317944-220,-3.584,53.459,210,offwind,0.02,
1001,GYMRO-28,way/280317944-220,-3.584,53.459,1190,offwind,0.02,
1002,HINB-7,way/297840585-400,-4.822998,55.646599,1190,nuclear,11.38,
1003,HINB-8,way/297840585-400,-4.822998,55.646599,1190,nuclear,11.38,
1004,HINBD-1,way/292371992-275,-3.1280887,51.2088898,1190,nuclear,11.38,
1005,HMGTO-1,way/313180501-400,0.293,53.644,20,offwind,0.02,
1006,HMGTO-2,way/313180501-400,0.293,53.644,49,offwind,0.02,
1007,HOWAO-1,way/32227788-400,1.791,53.885,50,offwind,0.02,
1008,HOWAO-2,way/32227788-400,1.791,53.885,50,offwind,0.02,
1009,HOWAO-3,way/32227788-400,1.791,53.885,50,offwind,0.02,
1010,HOWBO-1,way/32227788-400,1.5518,53.91,100,offwind,0.02,
1011,HOWBO-2,way/32227788-400,1.5518,53.91,100,offwind,0.02,
1012,HOWBO-3,way/32227788-400,1.5518,53.91,41,offwind,0.02,
1013,LARYO-1,way/87953830-400,1.362305,51.645294,100,offwind,0.02,
1014,LARYO-2,way/87953830-400,1.362305,51.645294,20,offwind,0.02,
1015,LARYO-3,way/87953830-400,1.362305,51.645294,50,offwind,0.02,
1016,LARYO-4,way/87953830-400,1.362305,51.645294,25,offwind,0.02,
1017,LNCSO-1,way/635829123-400,0.527344,53.265213,35,offwind,0.02,
1018,LNCSO-2,way/635829123-400,0.527344,53.265213,50,offwind,0.02,
1019,MOWEO-1,way/568527671,-2.69852,58.16708,29,offwind,0.02,
1020,MOWEO-2,way/568527671,-2.69852,58.16708,22,offwind,0.02,
1021,MOWEO-3,way/568527671,-2.69852,58.16708,30,offwind,0.02,
1022,RCBKO-1,way/635829123-400,0.841,53.276,20,offwind,0.02,
1023,RCBKO-2,way/635829123-400,0.841,53.276,20,offwind,0.02,
1024,RMPNO-1,way/91082448-400,-0.27,50.67,20,offwind,0.02,
1025,RMPNO-2,way/91082448-400,-0.27,50.67,1764,offwind,0.02,
1026,RREW-1,way/676646876-400,-3.716667,54.75,30,offwind,0.02,
1027,RRWW-1,way/676646876-400,-3.716667,54.75,1764,offwind,0.02,
1028,SGRWO-2,GB7-275,-1.741,56.588,100,offwind,0.02,
