NationalGridBmUnit,carrier,bus,lon,lat
PINFB-2,battery,5940,-2.9435833333333,53.265694444444
PINFB-1,battery,5940,-2.9435833333333,53.265694444444
ARNKB-1,battery,6011,-2.0,52.61
PINFB-4,battery,5940,-2.9435833333333,53.265694444444
FARNB-1,battery,5251,-0.791,51.21
NURSB-1,battery,5230,-1.484869,50.942355
FFSE01,battery,5953,-1.473,55.016
POTES-1,battery,5953,-1.455827,54.977384
KEMB-1,battery,4970,0.737,51.364
AG-ZEN03J,battery,4969,0.477,51.302
PNYCB-1,battery,5192,-3.564,51.709
NFSE02,battery,8489,-3.588,55.907
AG-GEDF02,battery,8838,-2.254,53.197
AG-GEDF01,battery,8838,-2.254,53.197
ZEN02A,battery,4955,0.591,52.07
DINO-5,PHS,5931,-3.977051,53.008173
AG-LLIM02,battery,5204,-3.157186,51.018497
DINO-4,PHS,5931,-3.977051,53.008173
PINFB-3,battery,5940,-2.9435833333333,53.265694444444
FFES-2,PHS,6440,-4.361572,57.237449
ARBRB-1,battery,6462,-2.619634,56.56497
DINO-3,PHS,5931,-3.977051,53.008173
AG-ASTK05,battery,4950,0.126,52.197
AG-LLIM01,battery,5224,-2.652,51.516
DOLLB-1,battery,4968,0.56,51.6
CUPAB-1,battery,6473,-3.013,56.316
AG-MSTK01,battery,6035,-0.405,53.791
AG-JSTK02,battery,5262,-0.334,51.231
AG-HSTK02,battery,5226,-1.962,51.615
AG-HSTK01,battery,5226,-1.962,51.615
HAWKB-1,battery,5229,-2.208174,51.013772
DINO-2,PHS,5931,-3.977051,53.008173
CLDNW-1,onwind,5919,-3.35083,55.310391
CLDSW-1,onwind,5919,-3.35083,55.310391
DUNGW-1,onwind,6440,-4.255802,57.25148
HADHW-1,onwind,5899,-4.702148,55.247815
CLDCW-1,onwind,5919,-3.35083,55.310391
CLDRW-1,onwind,6448,-2.922363,57.308724
EDINW-1,onwind,6452,-6.229248,57.279043
FSDLW-1,onwind,5896,-5.479859,55.780803
MYGPW-1,onwind,5917,-3.514802,55.248768
PNYCW-1,onwind,8290,-3.561358,51.710658
SOKYW-1,onwind,5905,-4.2,55.317
BABAW-1,onwind,5925,-3.283333,53.983333
BRNLW-1,onwind,5926,-3.19582,53.487739
BURBW-1,offwind,5926,-3.273,53.484
HYWDW-1,offwind,6485,-1.35,57.483
KINCW-1,offwind,6487,-1.8596,57.0046
BEATO-1,offwind,6443,-3.07,58.13
BEATO-3,offwind,6443,-3.07,58.13
BEATO-4,offwind,6443,-3.07,58.13
BLLA-1,offwind,5951,-1.401,55.131
BLLA-2,offwind,5951,-1.401,55.131
BRBEO-1,offwind,5926,-3.273,53.484
COSO-1,fossil,4972,0.834961,51.542919
DBAWO-1,offwind,5889,1.9301,54.7489
DBAWO-2,offwind,5889,1.9301,54.7489
DBAWO-3,offwind,5889,1.9301,54.7489
DBAWO-4,offwind,5889,1.9301,54.7489
DBAWO-5,offwind,5889,1.9301,54.7489
DDGNO-1,offwind,5889,1.39,53.249
DDGNO-2,offwind,5889,1.39,53.249
DDGNO-3,offwind,5889,1.39,53.249
DDGNO-4,offwind,5889,1.39,53.249
DNGBD-1,nuclear,4979,0.95976,50.9134
DNGB21,nuclear,5963,-1.098633,54.686534
DNGB22,nuclear,5963,-1.098633,54.686534
EAAO-1,offwind,4980,2.3,52.66
EAAO-2,offwind,4980,2.3,52.66
GAOFO-1,offwind,4980,2.035,51.893
GAOFO-3,offwind,4980,2.035,51.893
GAOFO-2,offwind,4980,2.035,51.893
GAOFO-4,offwind,4980,2.035,51.893
GNFSW-1,offwind,4956,1.174444,51.739444
GNFSW-2,offwind,4956,1.174444,51.739444
GRAI-6,fossil,4972,0.703125,51.47454
GRAI-7,fossil,4972,0.703125,51.47454
GRAI-8,fossil,4972,0.703125,51.47454
GYMRO-15,offwind,5932,-3.584,53.459
GYMRO-17,offwind,5932,-3.584,53.459
GYMRO-26,offwind,5932,-3.584,53.459
GYMRO-28,offwind,5932,-3.584,53.459
HINB-7,nuclear,5898,-4.822998,55.646599
HINB-8,nuclear,5898,-4.822998,55.646599
HINBD-1,nuclear,5202,-3.1280887,51.2088898
HMGTO-1,offwind,6043,0.293,53.644
HMGTO-2,offwind,6043,0.293,53.644
HOWAO-1,offwind,5889,1.791,53.885
HOWAO-2,offwind,5889,1.791,53.885
HOWAO-3,offwind,5889,1.791,53.885
HOWBO-1,offwind,5889,1.5518,53.91
HOWBO-2,offwind,5889,1.5518,53.91
HOWBO-3,offwind,5889,1.5518,53.91
LARYO-1,offwind,4975,1.362305,51.645294
LARYO-2,offwind,4975,1.362305,51.645294
LARYO-3,offwind,4975,1.362305,51.645294
LARYO-4,offwind,4975,1.362305,51.645294
LNCSO-1,offwind,5888,0.527344,53.265213
LNCSO-2,offwind,5888,0.527344,53.265213
MOWEO-1,offwind,6447,-2.69852,58.16708
MOWEO-2,offwind,6447,-2.69852,58.16708
MOWEO-3,offwind,6447,-2.69852,58.16708
RCBKO-1,offwind,5888,0.841,53.276
RCBKO-2,offwind,5888,0.841,53.276
RMPNO-1,offwind,5273,-0.27,50.67
RMPNO-2,offwind,5273,-0.27,50.67
RREW-1,offwind,5919,-3.716667,54.75
RRWW-1,offwind,5919,-3.716667,54.75
SGRWO-2,offwind,6487,-1.741,56.588
SGRWO-3,offwind,6487,-1.741,56.588
SGRWO-4,offwind,6487,-1.741,56.588
SGRWO-5,offwind,6487,-1.741,56.588
SGRWO-6,offwind,6487,-1.741,56.588
SHBA-1,fossil,6043,-0.131836,53.618579
SHBA-2,fossil,6043,-0.131836,53.618579
SHRSO-1,offwind,5889,1.147,53.135
SHRSO-2,offwind,5889,1.147,53.135
TKNEW-1,offwind,5889,0.9,53.4
TKNWW-1,offwind,5889,0.9,53.4
WDNSO-1,offwind,5932,-3.768311,53.923751
WDNSO-2,offwind,5932,-3.768311,53.923751
WHILW-1,onwind,5925,-3.463,53.983
WHILW-2,onwind,5925,-3.463,53.983
WLNYO-2,offwind,5925,-3.522,54.044
WLNYO-3,offwind,5925,-3.522,54.044
WLNYO-4,offwind,5925,-3.522,54.044
WLNYW-1,offwind,5925,-3.522,54.044
WTMSO-1,offwind,6037,0.681152,53.943155
BEATO-2,offwind,6443,-3.07,58.13
THNTO-2,offwind,4975,1.461182,51.385495
THNTO-1,offwind,4975,1.461182,51.385495
GRGBW-1,offwind,4980,1.713867,52.066
GRGBW-2,offwind,4980,1.713867,52.066
GRGBW-3,offwind,4980,1.713867,52.066
SGRWO-1,offwind,6487,-1.741,56.588
ABRBO-1,offwind,6487,-1.98333,57.2167
OMNDO-1,offwind,5925,-3.4,54.1
RSCRB-1,demand_flex,distributed,distributed,distributed
CASKD-1,demand_flex,distributed,distributed,distributed
SFGSD-1,demand_flex,distributed,distributed,distributed
SFGSD-2,demand_flex,distributed,distributed,distributed
SFERD-1,demand_flex,distributed,distributed,distributed
EAS-SEL01,demand_flex,distributed,distributed,distributed
SEE-PGU01,demand_flex,distributed,distributed,distributed
YEP-ATL01,demand_flex,distributed,distributed,distributed
YEP-PGU01,demand_flex,distributed,distributed,distributed
