LineID,bus0,bus1,voltage,s_nom,r,x,b,length,under_construction
305,way/23059268-275,GB41-275,275,921.668,0.092727,0.614318,9.61e-06,2318.18,f
306,way/23059268-275,way/796648851-275,275,921.668,0.15333,1.015814,1.59e-05,3833.26,f
307,relation/7872518-400,GB63-400,400,3574.953,0.337934,2.771062,0.00019534,22528.96,f
308,GB23-275,way/90547674-275,275,1843.335,0.272636,1.806211,0.00011306,13631.78,f
309,way/895564309-400,way/190511290-400,400,1787.476,0.048852,0.400586,7.06e-06,1628.4,f
310,way/94530230-400,way/494951597-400,400,3574.953,0.197468,1.619237,0.00011415,13164.53,f
311,way/1078532568-400,way/190511290-400,400,1787.476,0.069877,0.572988,1.01e-05,2329.22,f
312,way/264102298-275,GB82-275,275,921.668,0.048616,0.322084,5.04e-06,1215.41,f
313,way/264102298-275,GB82-275,275,921.668,0.050026,0.331422,5.19e-06,1250.65,f
314,way/29111844-400,way/925179651-400,400,3574.953,0.3085,2.529697,0.00017833,20566.64,f
315,way/925179651-400,relation/7872518-400,400,3574.953,0.188943,1.549329,0.00010922,12596.17,f
316,GB81-400,way/1049638569-400,400,3574.953,0.195908,1.606448,0.00011325,13060.55,f
317,way/1049638569-400,way/1087785232-400,400,3574.953,0.126242,1.035184,7.3e-05,8416.13,f
318,way/159038999-400,way/1097582201-400,400,3574.953,0.027832,0.228224,1.61e-05,1855.48,f
