Latitude,Longitude,ID,PowerKW,Title (AddressInfo.Country),Title (Connections.ConnectionType),Title (OperatorInfo)
59.21417,10.93294,45852,50,Norway,Unknown,
59.21306,7.53268,45849,50,Norway,Unknown,
59.129498,11.274019,45816,50,Norway,Unknown,
59.07504,9.68369,45804,50,Norway,Unknown,
59.00802,16.20277,45799,50,Sweden,Unknown,
58.94462,5.72911,45779,50,Norway,Unknown,
58.88277,5.65154,45767,50,Norway,Unknown,
58.8701,5.73132,45763,50,Norway,Unknown,
58.77936,6.31708,45754,50,Norway,Unknown,
58.76736,5.86083,45753,50,Norway,Unknown,
58.76488,16.989,45752,50,Sweden,Unknown,
58.72224,11.34939,45748,50,Sweden,Unknown,
58.56871,16.07959,45742,50,Sweden,Unknown,
58.40655,15.57794,45730,50,Sweden,Unknown,
58.39181,13.84411,45729,50,Sweden,Unknown,
58.29364,6.66572,45714,50,Norway,Unknown,
58.23693,11.68034,45707,50,Sweden,Unknown,
58.17733,8.12998,45701,50,Norway,Unknown,
58.17251,8.12441,45699,50,Norway,Unknown,
58.1518,7.96472,45690,50,Norway,Unknown,
58.14383,7.98166,45686,50,Norway,Unknown,
57.76242,14.1513,45661,50,Sweden,Unknown,
57.72362,12.9874,45658,50,Sweden,Unknown,
57.70767,11.99272,45654,50,Sweden,Unknown,
57.67919,12.31088,45646,50,Sweden,Unknown,
57.66129,18.33779,45642,50,Sweden,Unknown,
57.34335,13.73223,45622,50,Sweden,Unknown,
56.93175,12.51728,45609,50,Sweden,Unknown,
56.66961,16.34049,45602,50,Sweden,Unknown,
56.21391,15.272,45593,50,Sweden,Unknown,
55.58364,13.055,45580,50,Sweden,Unknown,
62.83107,10.01041,44846,50,Norway,Unknown,
60.4036,5.01806,44841,50,Norway,Unknown,
60.37074,5.19199,44840,50,Norway,Unknown,
60.28775,10.62631,44839,50,Norway,Unknown,
59.51417,10.20458,44835,50,Norway,Unknown,
59.4192,10.68024,44834,50,Norway,Unknown,
59.3577,18.08842,44832,50,Sweden,Unknown,
59.12182,9.70794,44829,50,Norway,Unknown,
58.89254,5.72378,44828,50,Norway,Unknown,
69.67702,18.98067,43210,50,Norway,Unknown,
68.49716,16.70158,43207,50,Norway,Unknown,
66.08153,13.82736,43204,50,Norway,Unknown,
63.40979,10.41807,43200,50,Norway,Unknown,
60.8362387,10.0687253,43184,50,Norway,Unknown,
60.79728,5.01108,43183,50,Norway,Unknown,
60.73974,5.63329,43181,50,Norway,Unknown,
60.62883,8.56061,43173,50,Norway,Unknown,
59.95805,11.053,43159,50,Norway,Unknown,
59.40165,13.53394,43145,50,Sweden,Unknown,
62.67385,8.56824,40703,50,Norway,Unknown,
62.55881,7.68241,40702,50,Norway,Unknown,
62.4709,6.35781,40701,50,Norway,Unknown,
62.29832,7.25526,40699,50,Norway,Unknown,
61.88441,8.26404,40698,50,Norway,Unknown,
60.62883,6.43501,40697,50,Norway,Unknown,
60.18036,9.62317,40695,50,Norway,Unknown,
59.8322,6.81931,40666,50,Norway,Unknown,
59.03672,9.67504,40663,50,Norway,Unknown,
62.54951,12.52117,31190,50,Sweden,Unknown,
