,UnitID,name,type,Bus name,x,y,capacity,Technology,Cost,Start Year,Retired Year,Status
2523,new_solar_69287,solar_69287,solar,way/25935453-400,0.1942,52.4873,1.1,solar,,2022.0,,operating
2524,new_solar_69288,solar_69288,solar,way/142741752-400,-1.8403,52.896,6.4,solar,,2017.0,,operating
2525,new_solar_69289,solar_69289,solar,way/100009331-400,-4.13,50.8166,3.2,solar,,2013.0,,operating
2526,new_solar_69290,solar_69290,solar,relation/9409219-400,-1.4855,50.6872,7.0,solar,,2013.0,,operating
2527,new_solar_69291,solar_69291,solar,way/88389243-400,-0.9501,51.1424,11.0,solar,,2016.0,,operating
2528,new_solar_69292,solar_69292,solar,way/34656007-400,-4.3787,50.4016,9.5,solar,,2015.0,,operating
2529,new_solar_69293,solar_69293,solar,way/88287125-400,-0.662,52.3644,5.0,solar,,,,shelved
2530,new_solar_69294,solar_69294,solar,way/26678829-400,-3.3974,50.8245,5.0,solar,,2015.0,,operating
2531,new_solar_69295,solar_69295,solar,way/26678829-400,-3.3932,50.827,5.0,solar,,,,pre-construction
2532,new_solar_69296,solar_69296,solar,relation/9572254-400,-4.9199,50.4624,3.8,solar,,2013.0,,operating
2533,new_solar_69297,solar_69297,solar,way/34656007-400,-4.4494,50.698,5.0,solar,,2014.0,,operating
2534,new_solar_69298,solar_69298,solar,way/95338682-400,-2.9103,52.8824,1.1,solar,,,,pre-construction
2535,new_solar_69299,solar_69299,solar,way/115530033-400,-1.1314,51.5868,1.2,solar,,2015.0,,operating
2536,new_solar_69300,solar_69300,solar,GB30-400,-0.6321,53.6757,5.0,solar,,,,construction
2537,new_solar_69301,solar_69301,solar,way/635829123-220,0.1621,52.6379,3.5,solar,,2015.0,,operating
2538,new_solar_69302,solar_69302,solar,way/77065229-400,-0.0134,52.008,9.3,solar,,2014.0,,operating
2539,new_solar_69303,solar_69303,solar,way/119616836-400,-3.312,50.9566,6.0,solar,,,,pre-construction
2540,new_solar_69304,solar_69304,solar,GB65-400,-2.6747,51.9733,5.0,solar,,2013.0,,operating
2541,new_solar_69305,solar_69305,solar,way/376450057-400,-0.433,52.6143,3.9,solar,,,,shelved
2542,new_solar_69306,solar_69306,solar,way/25422135-220,1.1241,51.9128,18.7,solar,,2014.0,,operating
2543,new_solar_69307,solar_69307,solar,GB71-275,-3.2432,51.4679,5.0,solar,,2014.0,,operating
2544,new_solar_69308,solar_69308,solar,relation/13110367-400,-5.0209,51.6685,5.3,solar,,2015.0,,operating
2545,new_solar_69309,solar_69309,solar,way/88287125-400,-0.6607,52.3655,5.0,solar,,,,pre-construction
2546,new_solar_69310,solar_69310,solar,way/92260633-275,-1.5357,52.2736,2.0,solar,,2014.0,,operating
2547,new_solar_69311,solar_69311,solar,way/23164256-400,-2.5553,53.1747,19.0,solar,,,,pre-construction
2548,new_solar_69312,solar_69312,solar,way/32227788-400,1.09,52.698,9.0,solar,,2013.0,,operating
2549,new_solar_69313,solar_69313,solar,way/109730296-400,-1.0758,54.535,5.0,solar,,2016.0,,operating
2550,new_solar_69314,solar_69314,solar,way/142741752-400,-1.8698,52.9491,5.0,solar,,2017.0,,operating
2551,new_solar_69315,solar_69315,solar,relation/9572254-400,-4.8051,50.4239,4.9,solar,,2013.0,,operating
2552,new_solar_69316,solar_69316,solar,way/87953830-400,1.124,51.3252,10.0,solar,,2015.0,,operating
2553,new_solar_69317,solar_69317,solar,way/90099036-400,-1.8718,50.7762,3.8,solar,,2015.0,,operating
2554,new_solar_69318,solar_69318,solar,way/49922626-400,-2.2235,50.6886,5.0,solar,,2014.0,,operating
2555,new_solar_69319,solar_69319,solar,way/102198808-400,-1.9222,55.472,5.6,solar,,,,construction
2556,new_solar_69320,solar_69320,solar,GB61-275,-2.105,52.3021,1.0,solar,,,,pre-construction
2557,new_solar_69321,solar_69321,solar,way/111528318-275,-2.9627,56.4157,4.0,solar,,2017.0,,operating
2558,new_solar_69322,solar_69322,solar,GB79-400,0.0155,51.1245,5.0,solar,,2019.0,,operating
2559,new_solar_69323,solar_69323,solar,way/49922626-400,-2.626,50.8022,13.5,solar,,,,pre-construction
2560,new_solar_69324,solar_69324,solar,way/23248656-275,-0.5433,51.4478,4.8,solar,,2017.0,,operating
2561,new_solar_69325,solar_69325,solar,relation/14921826-275,-2.8971,54.8195,5.0,solar,,2017.0,,operating
2562,new_solar_69326,solar_69326,solar,way/95338682-400,-2.9899,53.0409,5.4,solar,,2012.0,,operating
2563,new_solar_69327,solar_69327,solar,way/91010711-400,0.339,51.306,4.1,solar,,2016.0,,operating
2564,new_solar_69328,solar_69328,solar,way/127184694-400,-2.9061,52.8184,1.0,solar,,,,pre-construction
2565,new_solar_69329,solar_69329,solar,way/34205588-400,-2.9354,50.7792,4.8,solar,,2012.0,,operating
2566,new_solar_69330,solar_69330,solar,way/43472283-400,-1.3159,54.6306,4.0,solar,,,,pre-construction
2567,new_solar_69331,solar_69331,solar,way/92331023-275,-1.3655,53.1927,1.7,solar,,,,pre-construction
2568,new_solar_69332,solar_69332,solar,way/160279525-400,0.0188,53.4075,8.1,solar,,2015.0,,operating
2569,new_solar_69333,solar_69333,solar,GB81-400,-2.9116,51.2217,3.0,solar,,2015.0,,operating
2570,new_solar_69334,solar_69334,solar,GB19-220,-3.5143,54.4561,5.0,solar,,,,shelved
2571,new_solar_69335,solar_69335,solar,relation/13110367-400,-4.7945,51.7473,6.1,solar,,2015.0,,operating
2572,new_solar_69336,solar_69336,solar,GB65-400,-2.5356,51.7459,5.0,solar,,2015.0,,operating
2573,14,CMSTW-1,onwind,way/1262971878,-3.270129,58.406935,50.0,onwind,1.5,2013.0,,operating
2574,15,ROTHW-1,onwind,way/1185489725-220,-3.36,57.53,21.0,onwind,1.5,,,cancelled
2575,16,PAUHW-1,onwind,way/1185489725-220,-3.458196,57.451933,37.8,onwind,1.5,,,pre-construction
2576,21,CAIRW-2,onwind,way/1185489725-220,-3.063895,57.504968,13.8,onwind,1.5,,,shelved
2577,22,MDHLW-1,onwind,way/118821349-275,-2.482026,56.964685,57.5,onwind,1.5,2013.0,,operating
2578,23,TMNCW-1,onwind,way/820229174-275,-3.9,57.391,39.0,onwind,1.5,2019.0,,operating
2579,26,ABRTW-1,onwind,relation/8087295-275,-4.372559,58.430482,48.0,onwind,1.5,,,pre-construction
2580,27,AIRSW-1,onwind,way/284874050-275,-3.814161,55.51487,25.5,onwind,1.5,2019.0,,operating
2581,29,ASHWW-1,onwind,way/307717807-275,-5.449219,56.065903,48.0,onwind,1.5,,,cancelled
2582,30,ASLVW-1,onwind,way/143383456-400,-3.988675,55.621764,36.0,onwind,1.5,2017.0,,operating
2583,32,BETHW-1,onwind,way/820229174-275,-3.966064,57.36209,25.5,onwind,1.5,,,cancelled
2584,34,BLARW-1,onwind,way/297840585-400,-5.636,55.564,35.0,onwind,1.5,,,construction
2585,35,BNWKW-1,onwind,way/1262971878,-3.21433,58.351973,36.0,onwind,1.5,,,construction
2586,36,BRDUW-1,onwind,way/143105488-275,-4.141234,55.255156,49.5,onwind,1.5,,,pre-construction
2587,41,BRYBW-1,onwind,way/1263095953-400,-4.668919,57.22303,84.0,onwind,1.5,,,pre-construction
2588,42,BTUIW-2,onwind,way/1263095953-400,-4.789059,57.17555556,28.0,onwind,1.5,,,pre-construction
2589,43,BTUIW-3,onwind,way/1263095953-400,-4.789059,57.17555556,28.0,onwind,1.5,,,pre-construction
2590,49,CLFLW-1,onwind,way/307769998-275,-4.957855,56.283062,7.5,onwind,1.5,2008.0,,operating
2591,56,DALSW-1,onwind,way/472289073-275,-3.662819,55.183662,30.0,onwind,1.5,2008.0,,operating
2592,68,GDSTW-1,onwind,way/1190395478-220,-2.484139,57.460944,6.25,onwind,1.5,2013.0,,operating
2593,69,GFLDW-1,onwind,relation/7881280-400,-0.872421,53.668356,32.0,onwind,1.5,,,cancelled
2594,70,GLCHW-1,onwind,way/148382435-275,-4.754334,54.96342,27.5,onwind,1.5,2016.0,,operating
2595,71,GLOFW-1,onwind,way/1185489725-220,-2.878418,57.219608,11.0,onwind,1.5,,,cancelled
2596,72,GRGRW-1,onwind,way/308724719-275,-3.889,55.904,24.0,onwind,1.5,2023.0,,operating
2597,74,HBHDW-1,onwind,way/143383456-400,-3.547456,55.815259,19.2,onwind,1.5,2016.0,,operating
2598,75,HLGLW-1,onwind,way/1185489725-220,-3.615587,57.51052,27.6,onwind,1.5,2016.0,,operating
2599,76,HLTWW-1,onwind,way/1190395478-220,-2.406006,57.486309,6.25,onwind,1.5,2013.0,,operating
2600,77,HRHLW-1,onwind,way/143383456-400,-4.054104,55.405691,33.6,onwind,1.5,,,pre-construction
2601,88,MINSW-1,onwind,way/676646876-400,-3.47168,55.040614,45.0,onwind,1.5,,,pre-construction
2602,89,MOYEW-1,onwind,way/820229174-275,-4.064872,57.390303,66.0,onwind,1.5,2016.0,,operating
2603,107,TULWW-1,onwind,way/111528318-220,-2.581787,56.662265,19.0,onwind,1.5,,,shelved
2604,108,TULWW-2,onwind,way/111528318-220,-2.581787,56.662265,19.0,onwind,1.5,,,shelved
2605,742,ACHRW-1,onwind,way/262523325-400,-2.492993,55.923317,60.8,onwind,1.5,2017.0,,operating
2606,743,AFTOW-1,onwind,way/143105488-275,-4.165,55.312,50.0,onwind,1.5,2018.0,,operating
2607,744,AKGLW-2,onwind,way/148382435-275,-4.713441,54.970896,10.35,onwind,1.5,,,shelved
2608,745,AKGLW-3,onwind,way/148382435-275,-4.713441,54.970896,10.35,onwind,1.5,,,shelved
2609,746,ANSUW-1,onwind,way/125860302-275,-4.63623,55.14121,100.0,onwind,1.5,,,cancelled
2610,747,ARCHW-1,onwind,way/148382435-275,-4.825652,55.222814,10.0,onwind,1.5,2020.0,,operating
2611,748,BEINW-1,onwind,way/68515955-400,-4.42749,58.077876,22.8,onwind,1.5,,,pre-construction
2612,749,BHLAW-1,onwind,way/284874050-275,-4.033976,55.117955,52.9,onwind,1.5,2018.0,,operating
2613,750,BLKWW-1,onwind,way/472289073-275,-3.482666,55.590763,15.0,onwind,1.5,,,shelved
2614,751,BOWLW-1,offwind,way/297840585-400,-5.537109,55.683779,72.6,offwind,0.02,,,cancelled
2615,757,CGTHW-1,onwind,way/820229174-275,-4.359638,57.190085,69.5,onwind,1.5,2016.0,,operating
2616,762,COUWW-1,onwind,way/297840585-400,-5.484929,55.680679,20.5,onwind,1.5,2016.0,,operating
2617,764,CREAW-1,onwind,way/68515955-400,-4.504,58.21,92.4,onwind,1.5,2023.0,,operating
2618,765,CRGHW-1,onwind,way/1307462736-275,-4.790039,56.389584,7.5,onwind,1.5,2008.0,,operating
2619,766,CRMLW-1,onwind,way/239248206-400,-4.838531,57.694245,18.0,onwind,1.5,2014.0,,operating
2620,771,CRYRW-2,onwind,way/97551523-400,-2.39502,55.893796,9.0,onwind,1.5,,,cancelled
2621,772,CRYRW-3,onwind,way/97551523-400,-2.39502,55.893796,9.0,onwind,1.5,,,cancelled
2622,773,CUMHW-1,onwind,way/143383456-400,-3.991,55.567,60.0,onwind,1.5,,,cancelled
2623,774,DALQW-1,onwind,way/143383456-400,-3.89,55.585,24.5,onwind,1.5,,,construction
2624,780,DNLWW-1,onwind,way/102198808-400,-2.296143,55.776573,15.0,onwind,1.5,,,cancelled
2625,781,DOREW-1,onwind,way/568527671,-2.795,57.448,64.5,onwind,1.5,,,pre-construction
2626,782,DOREW-2,onwind,way/568527671,-2.795,57.448,64.5,onwind,1.5,,,pre-construction
2627,783,DOUGW-1,onwind,way/143383456-400,-3.888,55.593,24.5,onwind,1.5,,,construction
2628,790,DRSLW-1,onwind,way/143105488-275,-4.484173,55.311291,69.0,onwind,1.5,2016.0,,operating
2629,795,EWHLW-1,onwind,relation/10377509-400,-3.205105,55.228662,48.0,onwind,1.5,2021.0,,operating
2630,796,FALGW-1,onwind,GB13-400,-2.768555,55.936895,100.0,onwind,1.5,,,pre-construction
2631,797,FAARW-1,onwind,way/820229174-275,-4.094167,57.325,24.25,onwind,1.5,2022.0,,operating
2632,798,FAARW-2,onwind,way/820229174-275,-4.094167,57.325,24.25,onwind,1.5,2022.0,,operating
2633,809,GLNKW-1,onwind,way/820229174-275,-4.241,57.25,49.9,onwind,1.5,2026.0,,construction
2634,810,GLWSW-1,onwind,way/143383456-400,-3.921928,55.534273,27.0,onwind,1.5,,,pre-construction
2635,811,GNAPW-1,onwind,way/148382435-275,-5.026858,55.021378,99.4,onwind,1.5,,,pre-construction
2636,812,GORDW-1,onwind,relation/8087295-275,-3.834229,58.066256,27.0,onwind,1.5,,,shelved
2637,813,GORDW-2,onwind,relation/8087295-275,-3.834229,58.066256,27.0,onwind,1.5,,,shelved
2638,816,GRIFW-1,onwind,way/59736773-275,-3.394775,56.529199,28.9,onwind,1.5,,,shelved
2639,817,GRIFW-2,onwind,way/59736773-275,-3.394775,56.529199,28.9,onwind,1.5,,,shelved
2640,819,HALSW-1,onwind,way/1262971878,-3.425,58.456,75.0,onwind,1.5,,,pre-construction
2641,825,HRSTW-1,onwind,way/472289073-275,-3.636475,55.229023,32.0,onwind,1.5,,,cancelled
2642,834,KENNW-1,onwind,way/143383456-400,-3.916,55.49,28.0,onwind,1.5,,,pre-construction
2643,835,KILBW-1,onwind,relation/8087295-275,-4.0564,58.0395,47.5,onwind,1.5,2008.0,,operating
2644,838,KLGLW-1,onwind,way/148382435-275,-4.76528,55.05,80.0,onwind,1.5,,,pre-construction
2645,839,KPMRW-1,onwind,relation/7894974-275,-4.069,55.679,24.0,onwind,1.5,,,cancelled
2646,840,KTHLW-1,onwind,GB13-400,-2.825456,55.817272,17.2,onwind,1.5,2000.0,,operating
2647,841,KYPEW-1,onwind,relation/7894974-275,-4.063,55.629,75.0,onwind,1.5,,,construction
2648,846,LCLTW-1,onwind,way/68515955-400,-4.559326,57.73935,134.0,onwind,1.5,,,cancelled
2649,848,MIDMW-1,onwind,way/284874050-275,-3.776,55.495,25.5,onwind,1.5,2019.0,,operating
2650,849,MILWW-1,onwind,way/239248206-400,-4.866943,57.219608,28.0,onwind,1.5,,,pre-construction
2651,850,MKHLW-1,onwind,way/148382435-275,-4.822998,55.160043,19.5,onwind,1.5,,,pre-construction
2652,869,SAKNW-1,onwind,way/284874050-275,-4.025,55.346,25.3,onwind,1.5,2018.0,,operating
2653,870,SANQW-1,onwind,way/284874050-275,-4.023363,55.322673,20.0,onwind,1.5,,,cancelled
2654,886,STLGW-1,onwind,way/495512692-400,-4.056,57.081,31.0,onwind,1.5,,,cancelled
2655,887,STLGW-2,onwind,way/495512692-400,-4.056,57.081,31.0,onwind,1.5,,,cancelled
2656,888,STLGW-3,onwind,way/495512692-400,-4.056,57.081,31.0,onwind,1.5,,,cancelled
2657,889,STRNW-1,onwind,relation/8087295-275,-3.89086,58.385271,49.9,onwind,1.5,,,pre-construction
2658,893,TDBNW-1,onwind,GB13-400,-2.81,55.77,59.4,onwind,1.5,,,pre-construction
2659,897,TRLGW-1,onwind,way/148382435-275,-4.81,55.23,10.0,onwind,1.5,2020.0,,operating
2660,899,TWSHW-1,onwind,way/284874050-275,-3.9185,55.3142,27.0,onwind,1.5,,,pre-construction
2661,905,WDRGW-1,onwind,way/143105488-275,-4.306,55.244,67.1,onwind,1.5,,,construction
2662,906,WHIHW-1,onwind,way/284874050-275,-4.02,55.32,20.0,onwind,1.5,,,cancelled
2663,910,WISTW-2,onwind,way/118821349-275,-2.374558,56.844014,25.0,onwind,1.5,2014.0,,operating
2664,952,CLDNW-1,onwind,way/676646876-400,-3.35083,55.310391,175.0,onwind,1.5,,,pre-construction
2665,953,CLDSW-1,onwind,way/676646876-400,-3.35083,55.310391,175.0,onwind,1.5,,,pre-construction
2666,954,DUNGW-1,onwind,way/820229174-275,-4.255802,57.25148,94.0,onwind,1.5,2016.0,,operating
2667,955,HADHW-1,onwind,way/125860302-275,-4.702148,55.247815,88.0,onwind,1.5,,,cancelled
2668,956,CLDCW-1,onwind,way/676646876-400,-3.35083,55.310391,175.0,onwind,1.5,,,pre-construction
2669,957,CLDRW-1,onwind,way/1185489725-220,-2.922363,57.308724,11.0,onwind,1.5,,,cancelled
2670,958,EDINW-1,onwind,way/307717807-275,-6.229248,57.279043,310.2,onwind,1.5,,,pre-construction
2671,959,FSDLW-1,onwind,way/297840585-400,-5.479859,55.780803,22.5,onwind,1.5,2017.0,,operating
2672,960,MYGPW-1,onwind,way/472289073-275,-3.514802,55.248768,25.0,onwind,1.5,2017.0,,operating
2673,961,PNYCW-1,onwind,way/95895489-400,-3.561358,51.710658,19.3,onwind,1.5,,,cancelled
2674,962,SOKYW-1,onwind,way/143105488-275,-4.2,55.317,49.6,onwind,1.5,,,pre-construction
2675,963,BABAW-1,onwind,GB22-400,-3.283333,53.983333,90.0,onwind,1.5,2006.0,,operating
2676,964,BRNLW-1,onwind,way/153884024-275,-3.19582,53.487739,90.0,onwind,1.5,2007.0,,operating
2677,965,BURBW-1,offwind,way/153884024-275,-3.273,53.484,129.0,offwind,0.02,2017.0,,operating
2678,966,HYWDW-1,offwind,way/133323988-275,-1.35,57.483,30.0,offwind,0.02,2017.0,,operating
2679,967,KINCW-1,offwind,GB7-275,-1.8596,57.0046,49.5,offwind,0.02,2021.0,,operating
2680,968,BEATO-1,offwind,way/1262971878,-3.07,58.13,147.0,offwind,0.02,2019.0,,operating
2681,969,BEATO-3,offwind,way/1262971878,-3.07,58.13,147.0,offwind,0.02,2019.0,,operating
2682,970,BEATO-4,offwind,way/1262971878,-3.07,58.13,147.0,offwind,0.02,2019.0,,operating
2683,971,BLLA-1,offwind,way/96630594-275,-1.401,55.131,20.75,offwind,0.02,2017.0,,operating
2684,972,BLLA-2,offwind,way/96630594-275,-1.401,55.131,20.75,offwind,0.02,2017.0,,operating
2685,973,BRBEO-1,offwind,way/153884024-275,-3.273,53.484,129.0,offwind,0.02,2017.0,,operating
2686,975,DBAWO-1,offwind,way/32227788-400,1.9301,54.7489,300.0,offwind,0.02,,,pre-construction
2687,976,DBAWO-2,offwind,way/32227788-400,1.9301,54.7489,300.0,offwind,0.02,,,pre-construction
2688,977,DBAWO-3,offwind,way/32227788-400,1.9301,54.7489,300.0,offwind,0.02,,,pre-construction
2689,978,DBAWO-4,offwind,way/32227788-400,1.9301,54.7489,300.0,offwind,0.02,,,pre-construction
2690,979,DBAWO-5,offwind,way/32227788-400,1.9301,54.7489,300.0,offwind,0.02,,,pre-construction
2691,980,DDGNO-1,offwind,way/32227788-400,1.39,53.249,100.5,offwind,0.02,,,pre-construction
2692,981,DDGNO-2,offwind,way/32227788-400,1.39,53.249,100.5,offwind,0.02,,,pre-construction
2693,982,DDGNO-3,offwind,way/32227788-400,1.39,53.249,100.5,offwind,0.02,,,pre-construction
2694,983,DDGNO-4,offwind,way/32227788-400,1.39,53.249,100.5,offwind,0.02,,,pre-construction
2695,987,EAAO-1,offwind,way/576238223-400,2.3,52.66,450.0,offwind,0.02,,,pre-construction
2696,988,EAAO-2,offwind,way/576238223-400,2.3,52.66,450.0,offwind,0.02,,,pre-construction
2697,989,GAOFO-1,offwind,way/576238223-400,2.035,51.893,88.25,offwind,0.02,2018.0,,operating
2698,990,GAOFO-3,offwind,way/576238223-400,2.035,51.893,88.25,offwind,0.02,2018.0,,operating
2699,991,GAOFO-2,offwind,way/576238223-400,2.035,51.893,88.25,offwind,0.02,2018.0,,operating
2700,992,GAOFO-4,offwind,way/576238223-400,2.035,51.893,88.25,offwind,0.02,2018.0,,operating
2701,993,GNFSW-1,offwind,way/25422135-220,1.174444,51.739444,6.0,offwind,0.02,2013.0,,operating
2702,994,GNFSW-2,offwind,way/25422135-220,1.174444,51.739444,6.0,offwind,0.02,2013.0,,operating
2703,998,GYMRO-15,offwind,way/280317944-220,-3.584,53.459,144.0,offwind,0.02,2015.0,,operating
2704,999,GYMRO-17,offwind,way/280317944-220,-3.584,53.459,144.0,offwind,0.02,2015.0,,operating
2705,1000,GYMRO-26,offwind,way/280317944-220,-3.584,53.459,144.0,offwind,0.02,2015.0,,operating
2706,1001,GYMRO-28,offwind,way/280317944-220,-3.584,53.459,144.0,offwind,0.02,2015.0,,operating
2707,1005,HMGTO-1,offwind,way/313180501-400,0.293,53.644,5.75,offwind,0.02,,,cancelled
2708,1006,HMGTO-2,offwind,way/313180501-400,0.293,53.644,5.75,offwind,0.02,,,cancelled
2709,1007,HOWAO-1,offwind,way/32227788-400,1.791,53.885,220.0,offwind,0.02,2022.0,,operating
2710,1008,HOWAO-2,offwind,way/32227788-400,1.791,53.885,220.0,offwind,0.02,2022.0,,operating
2711,1009,HOWAO-3,offwind,way/32227788-400,1.791,53.885,220.0,offwind,0.02,2022.0,,operating
2712,1010,HOWBO-1,offwind,way/32227788-400,1.5518,53.91,220.0,offwind,0.02,2022.0,,operating
2713,1011,HOWBO-2,offwind,way/32227788-400,1.5518,53.91,220.0,offwind,0.02,2022.0,,operating
2714,1012,HOWBO-3,offwind,way/32227788-400,1.5518,53.91,220.0,offwind,0.02,2022.0,,operating
2715,1013,LARYO-1,offwind,way/87953830-400,1.362305,51.645294,157.5,offwind,0.02,2013.0,,operating
2716,1014,LARYO-2,offwind,way/87953830-400,1.362305,51.645294,157.5,offwind,0.02,2013.0,,operating
2717,1015,LARYO-3,offwind,way/87953830-400,1.362305,51.645294,157.5,offwind,0.02,2013.0,,operating
2718,1016,LARYO-4,offwind,way/87953830-400,1.362305,51.645294,157.5,offwind,0.02,2013.0,,operating
2719,1017,LNCSO-1,offwind,way/635829123-400,0.527344,53.265213,135.0,offwind,0.02,2013.0,,operating
2720,1018,LNCSO-2,offwind,way/635829123-400,0.527344,53.265213,135.0,offwind,0.02,2013.0,,operating
2721,1019,MOWEO-1,offwind,way/568527671,-2.69852,58.16708,33.166666666666664,offwind,0.02,,,pre-construction
2722,1020,MOWEO-2,offwind,way/568527671,-2.69852,58.16708,33.166666666666664,offwind,0.02,,,pre-construction
2723,1021,MOWEO-3,offwind,way/568527671,-2.69852,58.16708,33.166666666666664,offwind,0.02,,,pre-construction
2724,1022,RCBKO-1,offwind,way/635829123-400,0.841,53.276,135.0,offwind,0.02,,,cancelled
2725,1023,RCBKO-2,offwind,way/635829123-400,0.841,53.276,135.0,offwind,0.02,,,cancelled
2726,1024,RMPNO-1,offwind,way/91082448-400,-0.27,50.67,200.0,offwind,0.02,2017.0,,operating
2727,1025,RMPNO-2,offwind,way/91082448-400,-0.27,50.67,200.0,offwind,0.02,2017.0,,operating
2728,1026,RREW-1,offwind,way/676646876-400,-3.716667,54.75,45.0,offwind,0.02,2009.0,,operating
2729,1027,RRWW-1,offwind,way/676646876-400,-3.716667,54.75,45.0,offwind,0.02,2009.0,,operating
2730,1028,SGRWO-2,offwind,GB7-275,-1.741,56.588,90.0,offwind,0.02,2025.0,,pre-construction
2731,1029,SGRWO-3,offwind,GB7-275,-1.741,56.588,90.0,offwind,0.02,2025.0,,pre-construction
2732,1030,SGRWO-4,offwind,GB7-275,-1.741,56.588,90.0,offwind,0.02,2025.0,,pre-construction
2733,1031,SGRWO-5,offwind,GB7-275,-1.741,56.588,90.0,offwind,0.02,2025.0,,pre-construction
2734,1032,SGRWO-6,offwind,GB7-275,-1.741,56.588,90.0,offwind,0.02,2025.0,,pre-construction
2735,1035,SHRSO-1,offwind,way/32227788-400,1.147,53.135,158.5,offwind,0.02,2012.0,,operating
2736,1036,SHRSO-2,offwind,way/32227788-400,1.147,53.135,158.5,offwind,0.02,2012.0,,operating
2737,1037,TKNEW-1,offwind,way/32227788-400,0.9,53.4,135.0,offwind,0.02,,,cancelled
2738,1038,TKNWW-1,offwind,way/32227788-400,0.9,53.4,135.0,offwind,0.02,,,cancelled
2739,1039,WDNSO-1,offwind,way/280317944-220,-3.768311,53.923751,240.0,offwind,0.02,2028.0,,pre-construction
2740,1040,WDNSO-2,offwind,way/280317944-220,-3.768311,53.923751,240.0,offwind,0.02,2028.0,,pre-construction
2741,1041,WHILW-1,onwind,GB22-400,-3.463,53.983,194.5,onwind,1.5,2014.0,,operating
2742,1042,WHILW-2,onwind,GB22-400,-3.463,53.983,194.5,onwind,1.5,2014.0,,operating
2743,1043,WLNYO-2,offwind,GB22-400,-3.522,54.044,45.9,offwind,0.02,2011.0,,operating
2744,1044,WLNYO-3,offwind,GB22-400,-3.522,54.044,45.9,offwind,0.02,2011.0,,operating
2745,1045,WLNYO-4,offwind,GB22-400,-3.522,54.044,45.9,offwind,0.02,2011.0,,operating
2746,1046,WLNYW-1,offwind,GB22-400,-3.522,54.044,45.9,offwind,0.02,2011.0,,operating
2747,1047,WTMSO-1,offwind,way/635836276-275,0.681152,53.943155,219.0,offwind,0.02,2015.0,,operating
2748,1048,BEATO-2,offwind,way/1262971878,-3.07,58.13,147.0,offwind,0.02,2019.0,,operating
2749,1049,THNTO-2,offwind,way/87953830-400,1.461182,51.385495,170.0,offwind,0.02,,,cancelled
2750,1050,THNTO-1,offwind,way/87953830-400,1.461182,51.385495,170.0,offwind,0.02,,,cancelled
2751,1051,GRGBW-1,offwind,way/576238223-400,1.713867,52.066,168.0,offwind,0.02,,,pre-construction
2752,1052,GRGBW-2,offwind,way/576238223-400,1.713867,52.066,168.0,offwind,0.02,,,pre-construction
2753,1053,GRGBW-3,offwind,way/576238223-400,1.713867,52.066,168.0,offwind,0.02,,,pre-construction
2754,1054,SGRWO-1,offwind,GB7-275,-1.741,56.588,90.0,offwind,0.02,2025.0,,pre-construction
2755,1055,ABRBO-1,offwind,GB7-275,-1.98333,57.2167,97.0,offwind,0.02,2018.0,,operating
2756,1056,OMNDO-1,offwind,GB22-400,-3.4,54.1,150.0,offwind,0.02,2012.0,,operating
2757,new_onwind_26118,onwind_26118,onwind,way/307717807-275,-5.3102,56.1528,48.3,onwind,,2016.0,,operating
2758,new_onwind_26119,onwind_26119,onwind,way/307717807-275,-5.3102,56.1528,18.0,onwind,,2016.0,,operating
2759,new_onwind_26120,onwind_26120,onwind,way/43472283-275,-1.4935,54.5901,20.0,onwind,,,,cancelled
2760,new_onwind_26121,onwind_26121,onwind,way/689624522-275,-4.2422,57.2569,49.9,onwind,,2026.0,,construction
2761,new_onwind_26122,onwind_26122,onwind,way/495512689-400,-3.8841,56.4216,66.0,onwind,,,,shelved
2762,new_onwind_26123,onwind_26123,onwind,way/495512689-400,-3.8841,56.4216,66.0,onwind,,,,cancelled
2763,new_offwind_26124,offwind_26124,offwind,GB7-275,-1.9728,57.2225,97.0,offwind,,2018.0,,operating
2764,new_onwind_26125,onwind_26125,onwind,way/42800878-400,-3.0423,51.7423,36.0,onwind,,,,pre-construction
2765,new_onwind_26126,onwind_26126,onwind,way/239248206-400,-5.7114,57.5407,58.8,onwind,,,,pre-construction
2766,new_onwind_26127,onwind_26127,onwind,way/624256368-275,-4.5,58.0019,38.0,onwind,,2010.0,,operating
2767,new_onwind_26128,onwind_26128,onwind,way/624256368-275,-4.5953,58.0156,76.0,onwind,,,,pre-construction
2768,new_onwind_26129,onwind_26129,onwind,way/624256368-275,-4.2883,57.9926,79.2,onwind,,,,pre-construction
2769,new_onwind_26130,onwind_26130,onwind,way/1262971878-275,-3.4546,58.4489,10.0,onwind,,2019.0,,operating
2770,new_onwind_26131,onwind_26131,onwind,way/567187951-275,-3.8705,58.537,49.9,onwind,,,,pre-construction
2771,new_onwind_26132,onwind_26132,onwind,way/677510482-275,-4.1743,55.3116,50.0,onwind,,2018.0,,operating
2772,new_onwind_26133,onwind_26133,onwind,way/402783212-275,-7.6695,54.6523,15.0,onwind,,,,cancelled
2773,new_offwind_26134,offwind_26134,offwind,GB8-220,-1.2282,56.6436,2610.0,offwind,,,,shelved - inferred 2 y
2774,new_onwind_26135,onwind_26135,onwind,way/262523325-400,-2.4901,55.9172,48.0,onwind,,2008.0,,operating
