Project name,country,status,Product,latitude,longitude,capacity_MWel,Capacity_Nm?? H???/h,Capacity_kt H2/y
Mauritania - Green Ammonia project - phase 1,MRT,Concept,Ammonia,18.07759741,-15.96626881,400,88889,69.3
Mauritania - Green Ammonia project - phase 2,MRT,Concept,Ammonia,18.07759741,-15.96626881,9600,2133333,1663.2
Rio Grande do Sul,BRA,Concept,Ammonia,-29.29939561,-52.39302795,300,66667,52
Alesund green hydrogen project - phase 1 - FjordH2,NOR,Feasibility study,H2,62.47660496,6.221189972,20,4444,3.5
Alesund green hydrogen project - phase 2 - FjordH2,NOR,Concept,H2,62.47660496,6.221189972,250,55556,43.3
"EWE - Clean Hydrogen Coastline, project Bremen",DEU,FID/Construction,H2,53.15648535,8.692340487,50,11111,8.7
Valle H2 Navarra project,ESP,FID/Construction,H2,42.57314001,-1.277834128,25,5000,3.9
Saltend Chemicals Park - Hull,GBR,Feasibility study,H2,53.76880722,-0.326574708,100,22222,17.3
Liquid Organic Hydrogen Carrier (LOHC) for Hydrogen Transport from Scotland (LHyTS),GBR,Feasibility study,LOHC,57.16089173,-2.080863884,0,,
Kunming Engineering Corporation - Fengzhen (Ulanbaq),CHN,FID/Construction,H2,40.47078638,113.2075896,667,128264,100
"Borna Hydrogen Plant, phase 1",DEU,Feasibility study,H2,51.11953749,12.5030657,100,22222,17.3
"Borna Hydrogen Plant, phase 2",DEU,Concept,H2,51.11953749,12.5030657,900,200000,155.9
Hybla Project,ITA,Concept,H2,37.22473898,15.17539493,80,15385,12
Votalia - Taqa Arabia -phase 2 ,EGY,Concept,H2,29.64890991,32.35073039,500,111111,86.6
Nujio'qonik Green Hydrogen -phase 1,CAN,Feasibility study,H2,48.52239588,-58.43472528,650,141304,110.2
RIC Energy Valladolidm -phase 2,ESP,Concept,H2,41.61815064,-4.813024608,10,2222,1.7
Puertollano HydRIC project Phase II,ESP,Concept,H2,38.71631082,-4.157954146,70,15217,11.9
Ground Investment Corp (GIC) - green hydrogen project,ROU,Feasibility study,H2,46.32636511,25.36065568,10,1923,1.5
Nascar,ESP,Feasibility study,MeOH,37.05285579,-2.389949678,138.5,30783,24
Vientos Magallanicos,CHL,Concept,Ammonia,-52.27898526,-71.27944865,840,186667,145.5
Dow Stade,DEU,Concept,MeOH,53.569583,9.870143284,387.5,86107,67
"Swiss Liquid Future - Elkem, methanol plant",NOR,Concept,MeOH,66.310371,14.169271,819.8,178220,139
Eastern Cape MeOH plant,ZAF,Feasibility study,MeOH,-34.00282121,24.75536183,120,26667,20.8
Maersk - ??rsted methanol Gulf plant,USA,Feasibility study,MeOH,29.76314818,-85.23282349,675,150000,116.9
Maersk - Carbon Sink methanol plant,USA,Feasibility study,MeOH,45.87386625,-96.72402358,220.9,49081,38
"H2 Emden Electrolyzer, phase 2",DEU,Concept,H2,53.36024608,7.211641662,190,42222,32.9
GreenGo Tarm plant (Megaton),DNK,Feasibility study,MeOH,55.89228909,8.478840341,2000,444444,346.5
Element Resources - Lancaster,USA,Concept,H2,34.71143297,-118.3446874,135,29348,22.9
Solar methanol,AUS,Feasibility study,MeOH,-32.46579064,137.7820154,10,2222,1.7
ScaleH2,AUS,Feasibility study,Ammonia,-34.4502379,150.7766791,1000,222222,173.3
Omnia - WKN Windcurrent  green ammonia plant,ZAF,Concept,Ammonia,-30.95374363,18.28685245,207.9,46194,36
Brooge Renewable Energy's (BRE) renewable ammonia plant ,ARE,Feasibility study,Ammonia,24.1458625,54.32578802,2078.7,461936,360
Pronghorn H2,USA,Concept,H2,42.73641973,-107.5981156,1000,222222,173.3
Gobi H2,MNG,Feasibility study,H2,43.31299412,107.0405459,10,2222,1.7
Sustainable Fuels Group - CIP Carbon reduced Ammonia plant St Rose (LA),USA,Feasibility study,Ammonia,30.72844254,-88.58554723,,337214,263
China State Shipbuilding (CSSC) green hydrogen project in Tong Liao ,CHN,Feasibility study,MeOH,43.80122085,122.2512643,361.2,78529,61
"Hy2gen Yucatan Marengo project,  1",MEX,Concept,Ammonia,19.43991138,-90.44230274,160,34783,27.1
"Hy2gen Yucatan Marengo project,  2",MEX,Concept,Ammonia,19.43991138,-90.44230274,40,7692,6
JGC - Asahi Kasei demo ammonia plant,JPN,DEMO,Ammonia,37.75146787,140.4930509,3.1,674,1
GuofuHee - CMEC - Longyuan Power grren H2 plant in Inner Mongolia,CHN,Concept,H2,40.46549586,113.2222216,38.1,8465,7
Lhyfe Bade-W??rtemberg,DEU,FID/Construction,H2,48.79371511,9.804616164,10,2174,1.7
"Fiume Santo, demo plant",ITA,DEMO,H2,40.79145941,8.270238388,1,192,0.1
"Fiume Santo, comercial plant",ITA,Feasibility study,H2,40.79145941,8.270238388,50,11111,8.7
OX2 Neptunus Hub,SWE,Concept,H2,55.70834999,16.04351829,2361.2,524718,409
"Urbaser methanol plant, phase 1",ESP,Feasibility study,MeOH,41.68330086,-0.922446717,,10798,8
"Urbaser methanol plant, phase 2",ESP,Concept,MeOH,41.68330086,0,154.6,34357,27
"Los Barrios coal plant, Cadiz, phase 2",ESP,Feasibility study,H2,36.18514022,-5.492609168,125,27778,21.7
"Los Barrios coal plant, Cadiz, phase 3",ESP,Concept,H2,36.18514022,-5.492609168,400,88889,69.3
Hydrogen Utopia waste-to-plastic plant,IRL,Feasibility study,H2,53.69965206,-7.728379161,,,
Come By Chance refinery,CAN,Feasibility study,H2,47.81208505,-53.91198476,505,112231,88
Holmaneset Project (GAP FFI Holmaneset),NOR,Feasibility study,Ammonia,61.76857919,5.297278947,300,57692,45
Onyx plant - Port of Rotterdam,NLD,Feasibility study,H2,51.95886161,4.056341906,,384793,300
Ecopetrol green methanol and biofuel project,COL,Feasibility study,H2,10.15592141,-73.98744364,207.8,46175,36
"Chubu Electric Power - Chiyoda - Hazer, phase 1",JPN,Concept,H2,35.36631876,136.8597274,,8017,6
"Chubu Electric Power - Chiyoda - Hazer, phase 2",JPN,Concept,H2,35.36631876,136.8597274,,96198,75
Adams Fork Energy (WV),USA,Concept,Ammonia,37.75667506,-82.16707451,,505820,394
Horizonte de Verano - Summer Horizon - phase 1,PER,Concept,Ammonia,-16.40915315,-71.53472117,873.1,194013,151
Pampas,ARG,Feasibility study,H2,-51.03225029,-69.45687674,404,89785,70
Bear Head Energy - Nova Scotia project,CAN,Feasibility study,Ammonia,45.583347,-61.339879,5196.8,1154841,900
"Hive H2 Albamed, phase 1",ESP,Feasibility study,H2,38.99923679,-1.855439558,800,177778,138.6
"Hive H2 Albamed, phase 2",ESP,Concept,H2,38.99923679,-1.855439558,800,177778,138.6
Achema - green hydrogen plant,LTU,Feasibility study,H2,55.13475666,21.90613176,171,38000,29.6
CF's Verdigris Complex (OK),USA,Concept,Ammonia,36.241329,-95.68140206,100,22222,17.3
Dominica Geothermal Development Company - Kenesjay green hydrogen plant,DMA,Concept,H2,15.56358521,-61.45555308,164.5,36555,29
ErasmoPower2X,ESP,Feasibility study,H2,38.71631082,-4.157954146,500,111111,86.6
Electrolysis Corridor East Germany (H2 Corridor),DEU,Feasibility study,H2,0,0,210,46667,36.4
Green Pegasus,CHL,Concept,Ammonia,-26.74999878,-70.55456089,1590.2,353381,276
H2Montoir,FRA,Concept,H2,47.21691069,-1.552802297,,3563,3
JSW Steel ,IND,Feasibility study,H2,12.97596384,77.53480216,12,2609,2
Idemitsu Refinery - H2 from municipal waste,JPN,Concept,H2,34.97913185,136.8450878,,7803,6
Port of Argentia,CAN,Feasibility study,Ammonia,47.2937646,-53.97420614,1300,288889,225
Solatio - Ammonia project state of Piaui (phase I),BRA,Concept,Ammonia,-7.682173767,-42.52223697,1633.4,362988,283
Solatio - Ammonia project Parnaiba export zone (phases II to VI),BRA,Concept,Ammonia,-7.682173767,-42.52223697,8178.8,1817506,1417
Koping - Waste-to-Hydrogen,SWE,Feasibility study,H2,59.51242929,15.9947879,,17102,13
Hydrogen for self-sufficiency,CAN,Concept,H2,46.35040109,-63.41155721,2,444,0.3
H2 production for a H2 Fuell station ,NLD,FID/Construction,H2,51.6918438,4.209522035,1,222,0.2
Hydrogen for fuel cell testing and heat recovery,DEU,FID/Construction,H2,52.26871624,10.51001765,1,222,0.2
"Repsol Tarragona, phase 1",ESP,Feasibility study,H2,41.18567481,1.217432737,150,32609,25.4
Breogan project,ESP,Feasibility study,Synfuels,43.15776379,-8.009321525,115.4,25653,20
BalticSeaH2,EST,Feasibility study,H2,59.90293472,24.50958134,1049.4,233208,182
Puertollano HydRIC project Phase I,ESP,Feasibility study,H2,38.67602267,-4.057773647,30,6522,5.1
Calix green steel plant,AUS,Feasibility study,H2,-37.91367515,145.44817,10.4,2309,2
HYRO  3 Northfleet- Kimberly-Clark project (2 pamts),GBR,FID/Construction,H2,51.43116707,0.328778155,17,3778,2.9
IAM Caecius,ESP,Feasibility study,H2,40.34124803,-1.121735874,25,5556,4.3
Green Port Langosteira,ESP,Feasibility study,Ammonia,43.36055363,-8.490023719,311.8,69290,54
Raven Iberia Zaragoza waste-to-hydrogen plant,ESP,Feasibility study,H2,41.6523967,-0.903048984,,2280,2
Invenergy Port of Grays Harbor,USA,Concept,H2,46.95527722,-123.8419154,189.6,42135,33
Lhyfe - Schaeffler Group plant in Herzogenaurach,DEU,Feasibility study,H2,49.57288585,10.87616739,15,3333,2.6
Sungas first green methanol facility,USA,Feasibility study,MeOH,34.79064815,-82.85517149,430.7,95708,75
Barataria - pHYnix,ESP,Feasibility study,H2,39.4178381,-3.217615488,70,15556,12.1
RDSF - Metacon MoU,POL,Feasibility study,H2,50.25528763,19.03500184,5,1111,0.9
Bradford Low Carbon Hydrogen,GBR,FID/Construction,H2,53.79811194,-1.79487248,24.5,5444,4.2
Cromarty Hydrogen Project - phase 1,GBR,FID/Construction,H2,57.68215645,-4.033684416,10.6,2356,1.8
H2 Production Plant at High Marnham,GBR,Feasibility study,H2,53.22633061,-0.804093436,0,,
HyBont,GBR,FID/Construction,H2,51.55388808,-3.573378084,5.2,1156,0.9
Quill 2,GBR,Feasibility study,H2,54.04276948,-2.666329481,8,1778,1.4
West South Wales Hydrogen Project,GBR,Feasibility study,H2,51.71382107,-5.035033159,20,4444,3.5
Suntory Hakushu Distillery and Suntory Minami Alps Hakushu Water Plant,JPN,Feasibility study,H2,35.58178688,138.6297522,16,3556,2.8
Biomass-to-Hydrogen project,KOR,Concept,H2,0,0,,,
OCP Group Ammonia project,MAR,Concept,Ammonia,31.91508022,-6.134236298,2078.7,461936,360
Methanol Plant - Puglia,ITA,Feasibility study,MeOH,41.17992074,16.65610808,0,,
Hydrogen Utopia waste-to-plastic plant,EST,Concept,H2,58.69492282,25.55703946,,,
Hydrogen from Biomass,FRA,Concept,H2,48.5895522,2.45483707,,321,0
Hydrogen Micro Hub,KOR,Concept,H2,37.55822945,127.0084579,0,,
Navarra hydrogen project,ESP,DEMO,H2,42.93836559,-1.712221415,0.4,89,0.1
Indaver,IRL,Feasibility study,H2,53.82452481,-6.428973937,10,2222,1.7
Bord Na Mona & BOC hydrogen project,IRL,FID/Construction,H2,53.29660897,-7.220961043,2,444,0.3
Mercury Renewables H2 Project,IRL,Feasibility study,H2,53.99576724,-9.520152559,80,17778,13.9
Green Atlantic at Moneypoint project,IRL,Concept,H2,52.6791166,-9.064256076,0,,
EI-H2 project,IRL,Feasibility study,H2,51.83771851,-8.205220341,50,11111,8.7
Duisburg Harbor,DEU,Feasibility study,H2,51.45565446,6.768886388,20,4444,3.5
Ammonia project Jordan,JOR,Feasibility study,Ammonia,29.49064129,34.9882082,346.5,76989,60
FertigHy second plant,ESP,Concept,H2,38.60092388,-3.858215456,13339.5,2565287,2000
Daystar Energy - Columboola Renewable Energy Hub (CREH),AUS,Concept,H2,-26.74635213,150.6254414,50,11111,8.7
Kumbarilla Renewable Energy Park (K-REP) - phase 1,AUS,Feasibility study,H2,-27.26312929,150.9423063,0.25,56,0
Kumbarilla Renewable Energy Park (K-REP)- phase 2,AUS,Feasibility study,H2,-27.26312929,150.9423063,80,17778,13.9
Three Gorges Corp.'s Inner Mongolia project ,CHN,Operational,H2,39.62170645,109.7280467,69,15000,12
Twelve Moses Lake SAF project,USA,FID/Construction,Synfuels,47.14436189,-119.2440507,0.8,160,0
Nujio'qonik Green Hydrogen -phase 2,CAN,Feasibility study,H2,48.52239588,-58.43472528,650,141304,110.2
Shanghai Chemical Industry Park,CHN,Concept,H2,31.21968466,121.444601,,70000,54.6
Terranova Hydrogen,BEL,FID/Construction,H2,51.17218155,3.86683866,2.5,556,0.4
Denain - Phase I,FRA,Feasibility study,H2,50.319258,3.385513,2.5,556,0.4
Denain - Phase II,FRA,Feasibility study,H2,50.319258,3.385513,120,26667,20.8
CarlHYng,FRA,Feasibility study,H2,49.158542,6.707243,300,57692,45
Alp?€?Hyne,FRA,Feasibility study,H2,46.070767,6.426499,2,444,0.3
H2BYCOL,FRA,Feasibility study,H2,48.707409,2.296813,1,222,0.2
Angeles Link,USA,Concept,H2,34.61198743,-117.5438126,15000,3333333,2598.8
ACME SCZONE Green Ammonia Plant,EGY,Concept,Ammonia,29.69318244,32.31661541,25396.3,5643630,4400
"Globeleq green hydrogen project, phase 1",EGY,Concept,Ammonia,30.48268159,32.41910128,103.9,23097,18
"Globeleq green hydrogen project, phase 2",EGY,Concept,H2,30.48268159,32.41910128,3500,777778,606.4
"Daures Green Hydrogen Village, phase 1",NAM,FID/Construction,Ammonia,-22.48972054,16.95442707,0.25,56,0.043
"Daures Green Hydrogen Village, phase 2",NAM,Feasibility study,Ammonia,-22.48972054,16.95442707,4.75,1056,0.8
"Daures Green Hydrogen Village, phase 3",NAM,Feasibility study,Ammonia,-22.48972054,16.95442707,415.25,92278,71.9
"Daures Green Hydrogen Village, phase 4",NAM,Concept,Ammonia,-22.48972054,16.95442707,424.75,94389,73.6
Hynamics Dunkirk,FRA,FID/Construction,H2,51.01717488,2.419031163,1,217,0.2
Hynamics Martres-Tolosane,FRA,Feasibility study,H2,43.20701209,1.011473261,2,435,0.3
Vitry H2,FRA,Feasibility study,H2,48.78430493,2.40247164,2,435,0.3
Hynamics LH2,FRA,Feasibility study,H2,49.49102644,0.141837156,2,435,0.3
Hynamics VSGP,FRA,Feasibility study,H2,48.76784953,2.306205816,2,435,0.3
Hynamics Cannes,FRA,Feasibility study,H2,43.57467663,7.00197399,2,435,0.3
Hynamics Hydom,FRA,Feasibility study,H2,45.7091746,4.849493498,85,18478,14.4
Take Kair,FRA,Feasibility study,Synfuels,48.10970504,-1.011990366,200,44444,34.7
Holyhead Hub,GBR,FID/Construction,H2,53.30707153,-4.637756467,1,217,0.2
Stanwell Power Station - Hysata DEMO,AUS,DEMO,H2,-23.50840446,150.3212458,5,1087,0.8
Eni Sannazzaro Waste to Methanol/H2,ITA,Feasibility study,H2,45.10078354,8.917792128,,2000,1.6
"H2H Saltend, phase 2",GBR,Feasibility study,H2,53.74361892,-0.24953475,,192135,149.8
"Sines Repsol, phase 1",PRT,Feasibility study,H2,37.95889357,-8.860073289,4,769,0.6
"Electrolyzers with ""network related function"" in Apulia - Phase 2",ITA,Concept,H2,41.06687898,16.68257759,710,157778,123
"Electrolyzers with ""network related function"" in Sicily - Phase 1",ITA,Concept,CH4,37.10739984,15.0170182,90,20000,15.6
"Electrolyzers with ""network related function"" in Sicily - Phase 2",ITA,Concept,H2,37.10739984,15.0170182,610,135556,105.7
IdrogeMO,ITA,FID/Construction,H2,44.64603004,10.92356237,2.5,543,0.4
H2@Hydro,DEU,Concept,H2,47.59574698,8.147138112,50,9615,7.5
Pauna Greener Future - H2 (phase 1),CHL,Feasibility study,H2,-22.339335,-69.662196,100,22222,17.3
Kalisaya - stage 1,CHL,Concept,H2,-37.37730001,-73.03154511,1,222,0.2
Kalisaya - stage 2,CHL,Concept,H2,-37.37730001,-73.03154511,9,2000,1.6
Kalisaya - stage 3,CHL,Concept,H2,-37.37730001,-73.03154511,90,20000,15.6
Zorzal Project,CHL,Concept,H2,-37.37730001,-73.03154511,1.3,281,0.22
Renewastable Kosten Aike,CHL,Feasibility study,H2,-45.71150351,-73.02126604,13,2886,2
H2 Genesis Project,CHL,Concept,H2,-23.39908036,-69.25218282,100,22222,17.3
San Pedro Mining Project,CHL,DEMO,H2,-33.46676656,-70.87602555,2,444,0.3
Pionero Project,CHL,Feasibility study,Ammonia,-50.61509629,-74.5013589,1818.9,404194,315
Biomethane and hydrogen production from biomass,COL,FID/Construction,Various,7.061455355,-73.53580248,,47,
Green Urea production in Colombia,COL,Feasibility study,Ammonia,3.599658106,-76.39860901,30,6522,5.1
Prothium,COL,FID/Construction,Ammonia,7.045224074,-75.6643555,2.3,500,0.4
Deuterium,COL,FID/Construction,Various,8.42775279,-76.57622075,50,10870,8.5
Sumitomo Corporation Mobility,COL,Feasibility study,Ammonia,9.428996707,-75.4709431,1,217,0.2
TW Solar Sucre,COL,Feasibility study,Various,9.529207377,-75.57852665,3000,576923,449.8
TGI LOHC,COL,Feasibility study,Various,9.476013834,-75.95933134,125.2,27814,21.7
AES Colombia,COL,Feasibility study,H2,9.842084801,-74.81095258,0,,
HRS hydrogen refueling station,COL,Concept,H2,8.225233744,-75.4658386,2,385,0.3
HUB hidrogeno Atl??ntico II,COL,Concept,Various,10.63022829,-74.92448223,1106.4,212766,165.9
HUB hidrogeno verde Cartagena,COL,Feasibility study,Various,10.41166923,-75.49754524,40,7692,6
HUB Barranquilla,COL,Concept,Various,11.07581345,-74.81247983,1217,234043,182.5
Optimization of a multifluid system for parallel generation and sale of electricity and green hydrogen and associated services for industrial customers ,COL,Feasibility study,H2,5.415049363,-77.36368875,1.2,231,0.2
BEAUTY AMMONIA,COL,Feasibility study,Ammonia,9.017786031,-76.12525118,1000,217391,169.5
SITP Hydrogen Bus,COL,Operational,H2,4.680877492,-74.07044244,0.165,32,0
Cerro Dominador - H2 CSP +PV project,CHL,Concept,H2,-23.39908036,-69.25218282,6,1333,1
H2 Solar Project,CHL,Concept,H2,-23.39908036,-69.25218282,0.9,205,0.16
HYDRA project,CHL,Concept,H2,-23.39908036,-69.25218282,902.9,200642,156
UCSC project,CHL,Operational,H2,-37.37730001,-73.03154511,0.025,6,0
Cabeza de Mar,CHL,Concept,Ammonia,-50.61509629,-74.5013589,1948.8,433065,338
Tango project,CHL,Feasibility study,Ammonia,-23.39908036,-69.25218282,255.4,56752,44
ARICHILE project,CHL,FID/Construction,H2,-50.61509629,-74.5013589,20,4444,3.5
Hydrogen train,CHL,Feasibility study,H2,-23.39908036,-69.25218282,0,,
MowiUACH,CHL,Concept,H2,-45.72684428,-73.13112932,0,,
Planta Piloto M??vil de H2V,CHL,Operational,H2,-23.39908036,-69.25218282,0.02,4,0
Volta project,CHL,Concept,Ammonia,-23.39908036,-69.25218282,1004.7,223269,174
Llaquedona green hydrogen,CHL,Feasibility study,Ammonia,-50.61509629,-74.5013589,1299.2,288710,225
Tecoil,FIN,Operational,H2,60.52674111,27.14101196,0.7,156,0.1
B??KKABR??NY PtG,HUN,FID/Construction,H2,47.89347035,20.7024755,1,222,0.2
Hellisheidi ON Power ely,ISL,Operational,H2,64.03642348,-21.40439098,0.7,156,0.1
H2 for Ovako steel mill in Smedjebacken,SWE,Feasibility study,H2,60.13800575,15.41312493,17,3696,2.9
Wasserstoffproduktion Ostschweiz AG,CHE,Operational,H2,47.40058001,9.32816181,2,444,0.3
Hitachi Zosen Inova HZI PtH Buchs,CHE,FID/Construction,H2,47.17396934,9.481602224,2.3,511,0.4
Arbikie Distillery,GBR,FID/Construction,H2,56.66499472,-2.528121637,0.9,196,0.15
Blue Hydrogen,COL,Feasibility study,H2,10.15592141,-74.25111548,,245293,191.2
Green Ammonia,COL,Concept,Various,7.72507505,-76.58021702,3500,777778,606.4
Hydrogen for heavy duty transport,COL,Concept,H2,9.939564993,-73.72377173,40,8889,6.9
Green Hydrogen,COL,Concept,H2,8.247302514,-75.61342015,,7607,5.9
Green hydrogen for national industry and derivatives for export,COL,Concept,Various,8.506789011,-74.77066884,2300,511111,398.5
Green Ammonia,COL,Concept,Ammonia,8.247302514,-76.58021702,120,23077,18
H2V Marseille - Fos (Phase 2),FRA,Feasibility study,H2,43.41685221,4.834398035,100,22222,17.3
H2V Marseille - Fos (Phase 3),FRA,Feasibility study,H2,43.41685221,4.834398035,100,22222,17.3
H2V Marseille - Fos (Phase 4),FRA,Feasibility study,H2,43.41685221,4.834398035,100,22222,17.3
H2V Marseille - Fos (Phase 5),FRA,Feasibility study,H2,43.41685221,4.834398035,100,22222,17.3
"H2 Pierre-B??nite (Phase 2, final)",FRA,Concept,H2,45.702181,4.844148,20,4444,3.5
Dijon M??tropole Smart EnergHy (DMSE) - Station 2,FRA,FID/Construction,H2,47.31983205,5.038166514,2,435,0.3
NFC Belfort (Phase 2),FRA,Operational,H2,47.61924509,6.865037852,1,217,0.2
EcoH2 Breizh1,FRA,Concept,H2,48.40569195,-4.076933109,10,2222,1.7
EcoH2 Breizh2,FRA,Concept,H2,48.08363687,-2.281612498,10,2222,1.7
HyCOR,FRA,Feasibility study,H2,42.43006772,9.201023261,20,4444,3.5
D??pHy2A Ajaccio,FRA,Concept,H2,41.9204141,8.737072231,5,1111,0.9
D??pHy2B Bastia,FRA,Concept,H2,42.69710298,9.451137175,5,1111,0.9
Vhya Lorraine,FRA,Concept,H2,48.17805578,6.449566188,9,2000,1.6
H2V Thionville P1,FRA,Concept,H2,49.35746501,6.166983299,200,44444,34.7
H2V Thionville P2,FRA,Concept,H2,49.35746501,6.166983299,200,44444,34.7
H2V Valenciennes P1,FRA,Concept,H2,50.35776781,3.519002671,200,44444,34.7
H2V Valenciennes P2,FRA,Concept,H2,50.35776781,3.519002671,200,44444,34.7
