TerminalName,type,status,country,Capacity,CapacityUnits,CapacityInBcm/y,latitude,longitude
Al Zour LNG Import Terminal,Import,Operating,Kuwait,22,mtpa,29.92,28.71836828,48.3973631
Al Zour LNG Export Terminal,Export,Shelved,Kuwait,22,mtpa,29.92,28.707347,48.377053
North Shore LNG Terminal,Import,Proposed,Canada,,,--,48.717011,-86.388657
North Shore LNG Terminal,Import,Proposed,Canada,,,--,48.784304,-87.096503
North Shore LNG Terminal,Import,Proposed,Canada,,,--,48.809983,-87.266636
North Shore LNG Terminal,Import,Proposed,Canada,,,--,49.126128,-85.828821
North Shore LNG Terminal,Import,Proposed,Canada,,,--,47.992732,-84.771015
PEMEX LNG Terminal,Export,Cancelled,Mexico,5,mtpa,6.8,16.167933,-95.192147
Avocet FLNG Terminal,Export,Cancelled,United States,8,mtpa,10.88,28.692,-90.81287
American Coast LNG Terminal,Export,Cancelled,United States,8,mtpa,10.88,29.259765,-93.665566
Buenaventura FSRU,Import,Proposed,Colombia,4.13,bcm/y,4.13,3.904541,-77.077035
Acajutla FSRU,Import,Operating,El Salvador,2.15,mtpa,2.92,13.576094,-89.840455
Alexandroupolis FSRU,Import,Construction,Greece,5.5,bcm/y,5.5,40.748354,25.718754
Gibraltar LNG Terminal,Import,Operating,Gibraltar,0.1,mtpa,0.14,36.133677,-5.349828
Ravenna LNG Terminal,Import,Operating,Italy,0.7,mtpa,0.95,44.471734,12.248134
Old Harbour FSRU,Import,Operating,Jamaica,3.6,mtpa,4.9,17.894692,-77.101154
Ain Sokhna Hoegh FSRU,Import,Operating,Egypt,4.2,mtpa,5.71,29.60254411,32.34039475
Sumed BW FSRU,Import,Idle,Egypt,5.7,mtpa,7.75,29.60254411,32.34039475
Lysekil LNG Terminal,Import,Operating,Sweden,0.2,mtpa,0.27,58.274285,11.452119
Porto do A??u FSRU,Import,Operating,Brazil,5.6,mtpa,7.62,-21.847897,-40.991889
Alaska Japan LNG Terminal,Export,Cancelled,United States,1,mtpa,1.36,61.268424,-149.91703
Pichilingue LNG Terminal,Import,Operating,Mexico,0.8,mtpa,1.09,24.2740568,-110.3273078
Sudan Red Sea LNG Terminal,Import,Shelved,Sudan,,,--,19.580262,37.240723
Abbot Point LNG Terminal,Export,Cancelled,Australia,0.5,mtpa,0.68,-19.8988746,148.084116
Abbot Point LNG Terminal,Export,Cancelled,Australia,0.5,mtpa,0.68,-19.8988746,148.084116
Abbot Point LNG Terminal,Export,Cancelled,Australia,0.5,mtpa,0.68,-19.8988746,148.084116
Abbot Point LNG Terminal,Export,Cancelled,Australia,0.5,mtpa,0.68,-19.8988746,148.084116
Cash Maple FLNG Terminal,Export,Cancelled,Australia,2,mtpa,2.72,-12.294941,124.947613
Poseidon FLNG Terminal,Export,Cancelled,Australia,3.9,mtpa,5.3,-13.85783,119.802714
Longford LNG Terminal,Import,Cancelled,Australia,,,--,-38.2247742,146.8122813
Teluk Lamong LNG Terminal,Import,Construction,Indonesia,0.3,mtpa,0.41,-7.2038832,112.669148
Gorontalo FSRU,Import,Operating,Indonesia,0.2,mtpa,0.27,0.5453173,123.061134
Bangka Belitung-Pontianak FSRU,Import,Cancelled,Indonesia,,,--,0.045634,109.181164
Niihama LNG Terminal,Import,Operating,Japan,1,mtpa,1.36,33.984979,133.314241
Sittwe LNG Terminal,Import,Cancelled,Myanmar,,,--,20.1648761,92.8533529
Pandora FLNG Terminal,Export,Cancelled,Papua New Guinea,1,mtpa,1.36,-9.476749,144.765096
Western LNG Terminal,Export,Cancelled,Papua New Guinea,1.5,mtpa,2.04,-9.19426,143.257609
Tanglawan LNG Terminal,Import,Cancelled,Philippines,2.2,mtpa,2.99,13.7707075,121.0354947
Portovaya LNG Terminal,Export,Operating,Russia,0.75,mtpa,1.02,60.523347,28.130122
Portovaya LNG Terminal,Export,Operating,Russia,0.75,mtpa,1.02,60.523347,28.130122
Portovaya LNG Terminal,Export,Proposed,Russia,2,mtpa,2.72,60.523347,28.130122
Vysotsk LNG Terminal,Export,Operating,Russia,0.75,mtpa,1.02,60.603671,28.5496269
Vysotsk LNG Terminal,Export,Operating,Russia,0.75,mtpa,1.02,60.603671,28.5496269
Cambodia LNG Project,Import,Shelved,Cambodia,0.6,mtpa,0.82,11.5792295,104.6099912
Cambodia LNG Project,Import,Shelved,Cambodia,3,mtpa,4.08,11.5792295,104.6099912
Pinghu LNG Terminal,Import,Operating,China,1,mtpa,1.36,30.681206,121.246827
Longkou LNG Terminal,Import,Construction,China,6,mtpa,8.16,37.680774,120.220284
Longkou LNG Terminal,Import,Proposed,China,14,mtpa,19.04,37.680774,120.220284
Jeju Aewol LNG Terminal,Import,Operating,South Korea,1.1,mtpa,1.5,33.470118,126.3233004
Akita LNG Terminal,Import,Operating,Japan,0.6,mtpa,0.82,39.7617994,140.0547406
Shenzhen LNG Terminal (Shenzhen Gas),Import,Operating,China,0.8,mtpa,1.09,22.618619,114.384841
Shenzhen LNG Terminal (Shenzhen Gas),Import,Construction,China,2,mtpa,2.72,22.618619,114.384841
Talcahuano FSRU,Import,Shelved,Chile,2.3,mtpa,3.13,-36.718357,-73.102769
Salina Cruz LNG Terminal,Export,Proposed,Mexico,3,mtpa,4.08,16.161733,-95.195759
Rauma LNG Terminal,Import,Cancelled,Finland,,,--,61.130747,21.435687
Stade LNG Terminal,Import,Construction,Germany,13.3,bcm/y,13.3,53.652459,9.510382
Rostock LNG Terminal,Import,Proposed,Germany,0.8,mtpa,1.09,54.181909,12.088052
NextDecade Cork FSRU,Import,Cancelled,Ireland,4,bcm/y,4,51.831398,-8.322984
HIGAS LNG Terminal,Import,Operating,Italy,0.2,mtpa,0.27,39.863873,8.554238
Skulte LNG Terminal,Import,Proposed,Latvia,3,mtpa,4.08,57.315,24.367
Tjelbergodden LNG Terminal,Export,Retired,Norway,0.01,mtpa,0.02,63.408456,8.693715
Snurrevarden LNG Terminal,Export,Operating,Norway,0.02,mtpa,0.03,59.313521,5.285961
Kollsnes LNG Terminal,Export,Operating,Norway,0.04,mtpa,0.05,60.548447,4.834402
Kollsnes LNG Terminal,Export,Operating,Norway,0.08,mtpa,0.11,60.548447,4.834402
Fredrikstad LNG Terminal,Import,Operating,Norway,0.1,mtpa,0.14,59.1875329,10.9595717
Polish Baltic Sea Coast FSRU,Import,Proposed,Poland,6.1,bcm/y,6.1,54.424696,18.73585
Polish Baltic Sea Coast FSRU,Import,Shelved,Poland,4.5,bcm/y,4.5,54.424696,18.73585
G??vle LNG Terminal,Import,Cancelled,Sweden,0.3,bcm/y,0.3,60.681256,17.182174
Mosjoen LNG Terminal,Import,Operating,Norway,0.4,mtpa,0.54,65.836962,13.187084
Hainan Shennan LNG Storage Facility,Import,Operating,China,0.27,mtpa,0.37,19.977562,110.057687
San Juan LNG Terminal,Import,Operating,United States,1.1,mtpa,1.5,18.461942,-66.11091
Akonikien LNG Terminal,Import,Cancelled,Equatorial Guinea,,,--,1.832933,9.741385
Dwiputra FSRU,Import,Shelved,Mozambique,,,--,-14.534204,40.656408
Rovuma LNG Terminal,Export,Proposed,Mozambique,18,mtpa,24.48,-10.753277,40.798272
Cangzhou LNG Terminal,Import,Proposed,China,3,mtpa,4.08,38.365118,117.793201
Damaiyu LNG Terminal,Import,Construction,China,2,mtpa,2.72,28.106107,121.134782
Dongying LNG Terminal,Import,Cancelled,China,2,mtpa,2.72,38.08339506,119.0333177
Guangzhou Nansha LNG Terminal,Import,Operating,China,1,mtpa,1.36,22.83969325,113.5601836
Guangzhou Nansha LNG Terminal,Import,Proposed,China,1,mtpa,1.36,22.83969325,113.5601836
Huizhou LNG Terminal,Import,Construction,China,4,mtpa,5.44,22.611927,114.742272
Huizhou LNG Terminal,Import,Proposed,China,6,mtpa,8.16,22.611927,114.742272
Sinopec Liuheng LNG Terminal,Import,Proposed,China,7.18,mtpa,9.76,29.70836937,122.0804155
Sinopec Liuheng LNG Terminal,Import,Proposed,China,7.82,mtpa,10.64,29.70836937,122.0804155
Sinopec Longkou LNG Terminal,Import,Construction,China,6.5,mtpa,8.84,37.6497398,120.2907759
Sinopec Longkou LNG Terminal,Import,Proposed,China,5.5,mtpa,7.48,37.6497398,120.2907759
Suizhong LNG Terminal,Import,Cancelled,China,2.6,mtpa,3.54,40.160486,120.272945
Suizhong LNG Terminal,Import,Cancelled,China,2.5,mtpa,3.4,40.160486,120.272945
Suizhong LNG Terminal,Import,Cancelled,China,2.5,mtpa,3.4,40.160486,120.272945
Weihai Nangang New Port LNG Terminal,Import,Cancelled,China,3,mtpa,4.08,36.913393,122.052635
Wuhan LNG Terminal,Import,Proposed,China,1.86,mtpa,2.53,30.594686,114.558552
Chhara LNG Terminal,Import,Construction,India,5,mtpa,6.8,20.72124,70.749983
H-Energy Kakinada LNG Terminal,Import,Construction,India,4,mtpa,5.44,16.975,82.279
Kukrahati LNG Terminal,Import,Cancelled,India,3,mtpa,4.08,21.918011,88.002516
Karaikal FSRU,Import,Proposed,India,1,mtpa,1.36,10.911092,79.8438253
Karaikal FSRU,Import,Proposed,India,3,mtpa,4.08,10.911092,79.8438253
Yokkaichi LNG Center,Import,Operating,Japan,6.4,mtpa,8.7,34.978156,136.666458
Gulf of Saros FSRU,Import,Operating,T??rkiye,5.6,mtpa,7.62,40.636702,26.657427
Saguaro Energ??a LNG Terminal,Export,Proposed,Mexico,15,mtpa,20.4,29.905838,-112.688038
Saguaro Energ??a LNG Terminal,Export,Proposed,Mexico,15,mtpa,20.4,29.905838,-112.688038
Costa Azul LNG Import Terminal,Import,Operating,Mexico,7.6,mtpa,10.34,31.988557,-116.846466
Costa Azul Export Terminal,Export,Construction,Mexico,3.25,mtpa,4.42,31.988557,-116.846466
Costa Azul Export Terminal,Export,Proposed,Mexico,12,mtpa,16.32,31.988557,-116.846466
Xintian Tangshan LNG Terminal,Import,Operating,China,5,mtpa,6.8,38.938745,118.541145
Xintian Tangshan LNG Terminal,Import,Construction,China,5,mtpa,6.8,38.938745,118.541145
Xintian Tangshan LNG Terminal,Import,Proposed,China,2,mtpa,2.72,38.938745,118.541145
Yangjiang LNG Terminal,Import,Construction,China,2.8,mtpa,3.81,21.6673059,111.8346672
Zhejiang Energy Liuheng LNG Terminal,Import,Construction,China,6.35,mtpa,8.64,29.71231284,122.0687615
Zhejiang Energy Liuheng LNG Terminal,Import,Proposed,China,5,mtpa,6.8,29.71231284,122.0687615
Zhiwan Island LNG Terminal,Import,Proposed,China,5,mtpa,6.8,21.990644,114.153924
Qatar North Field LNG Terminal,Export,Construction,Qatar,8.25,mtpa,11.22,25.91869006,51.52770232
Qatar North Field LNG Terminal,Export,Construction,Qatar,8.25,mtpa,11.22,25.91869006,51.52770232
Qatar North Field LNG Terminal,Export,Construction,Qatar,8.25,mtpa,11.22,25.91869006,51.52770232
Qatar North Field LNG Terminal,Export,Construction,Qatar,8.25,mtpa,11.22,25.91869006,51.52770232
Qatar North Field LNG Terminal,Export,Construction,Qatar,8,mtpa,10.88,25.94493356,51.50166506
Qatar North Field LNG Terminal,Export,Construction,Qatar,8,mtpa,10.88,25.94493356,51.50166506
Qatar North Field LNG Terminal,Export,Proposed,Qatar,8,mtpa,10.88,25.94493356,51.50166506
Qatar North Field LNG Terminal,Export,Proposed,Qatar,8,mtpa,10.88,25.94493356,51.50166506
New Fortress Angola LNG Terminal,Import,Cancelled,Angola,,,--,,
Morocco FSRU,Import,Proposed,Morocco,,,--,33.71339,-7.397731
Matola FSRU,Import,Proposed,Mozambique,0.5,mtpa,0.68,-25.966562,32.506834
Bac Lieu LNG Terminal,Import,Proposed,Vietnam,2,mtpa,2.72,9.294,105.7216
Kiyanly LNG Terminal,Export,Operating,Turkmenistan,0.2,mtpa,0.27,40.1673615,52.7719129
Hoegh Cyprus FSRU,Import,Cancelled,Cyprus,,,--,34.710168,33.323549
NewMed FLNG Terminal,Export,Proposed,Israel,7,bcm/y,7,32.614,34.808
Marshal Vasilevskiy FSRU,Export,Idle,Russia,5.11,bcm/y,5.11,55.02598239,20.32205413
Argentina GNL Terminal,Export,Proposed,Argentina,1.2,mtpa,1.63,-41.576699,-64.995007
Argentina GNL Terminal,Export,Proposed,Argentina,9,mtpa,12.24,-41.576699,-64.995007
Argentina GNL Terminal,Export,Proposed,Argentina,20,mtpa,27.2,-41.576699,-64.995007
Jambel?? FSRU,Import,Proposed,Ecuador,0.38,mtpa,0.52,-3.13649,-80.132792
Fort Nelson LNG Terminal,Export,Operating,Canada,27000,gal/day,0.02,58.804672,-122.69979
Ivory Coast FSRU,Import,Shelved,C??te d'Ivoire,3,mtpa,4.08,5.272988,-4.028744
Calais LNG Terminal,Import,Cancelled,United States,7.6,mtpa,10.34,45.166111,-67.2425
Yoshinoura LNG Terminal,Import,Operating,Japan,0.8,mtpa,1.09,26.479444,127.927778
Keyspan LNG Terminal,Import,Cancelled,United States,4,mtpa,5.44,41.823611,-71.422222
Compass Port LNG Terminal,Import,Cancelled,United States,8,mtpa,10.88,30.256389,-88.125278
Battery Rock LNG Terminal,Import,Cancelled,United States,6.4,mtpa,8.7,42.341781,-70.877681
Vista Del Sol LNG Terminal,Import,Cancelled,United States,8,mtpa,10.88,27.874167,-97.208333
Beacon Port LNG Terminal,Import,Cancelled,United States,11.5,mtpa,15.64,29.763056,-93.698611
Casotte Landing LNG Terminal,Import,Cancelled,United States,10,mtpa,13.6,30.46,-88.62
Bay Crossing LNG Terminal,Import,Cancelled,United States,9.6,mtpa,13.06,29.281111,-94.825833
Oxnard LNG Terminal,Import,Cancelled,United States,11.5,mtpa,15.64,34.191389,-119.1825
Port Esperanza FSRU,Import,Cancelled,United States,,,--,33.754185,-118.216458
South Texas LNG Terminal,Export,Cancelled,United States,4,mtpa,5.44,27.812778,-97.407222
South Texas LNG Terminal,Export,Cancelled,United States,4,mtpa,5.44,27.812778,-97.407222
Wakayama LNG Terminal,Import,Cancelled,Japan,3.5,bcm/y,3.5,34.233333,135.166667
Port Lavaca FLNG Terminal,Export,Cancelled,United States,10,mtpa,13.6,28.615556,-96.629722
Krishnapatnam FSRU,Import,Cancelled,India,1,mtpa,1.36,14.253863,80.115081
Gibbstown Deepwater Port LNG Terminal,Export,Proposed,United States,1.5,mtpa,2.04,39.841886,-75.299108
Telfers FSRU,Import,Cancelled,Panama,,,--,9.357222,-79.898611
Predator FSRU,Import,Shelved,Ireland,2.6,bcm/y,2.6,51.264274,-8.045619
Puerto de la Luz LNG Terminal,Import,Shelved,Canary Islands,,,--,28.139483,-15.423414
Jinzhou FLNG Terminal,Import,Cancelled,China,2.8,mtpa,3.81,40.79672,121.074382
Tianjin LNG Terminal (Beijing Gas Group),Import,Operating,China,5,mtpa,6.8,38.738256,117.714095
Tianjin LNG Terminal (Beijing Gas Group),Import,Construction,China,0,mtpa,0,38.738256,117.714095
Tianjin LNG Terminal (Beijing Gas Group),Import,Construction,China,0,mtpa,0,38.738256,117.714095
Equus FLNG Terminal,Export,Cancelled,Australia,2,mtpa,2.72,-21.633333,115.116667
Payra FSRU,Import,Proposed,Bangladesh,3.75,mtpa,5.1,21.988808,90.280506
Aceh-Nias LNG Terminal,Import,Cancelled,Indonesia,,,--,5.5648441,95.2938741
Batam LNG Terminal,Import,Cancelled,Indonesia,1,mtpa,1.36,1.167769,103.99339
Amurang FSRU,Import,Mothballed,Indonesia,0.1,mtpa,0.14,1.192442,124.555669
Australasia Probolinggo FSRU,Import,Cancelled,Indonesia,3,mtpa,4.08,-7.196308,112.73391
Sorong LNG Terminal,Import,Cancelled,Indonesia,,,--,-2.535173,140.718594
Choguko Electric LNG Terminal,Import,Operating,Japan,4.3,mtpa,5.85,33.89299,130.886081
Sendai LNG Terminal,Import,Operating,Japan,0.8,mtpa,1.09,38.273591,141.005623
Toyama Shinko LNG Terminal,Import,Operating,Japan,1.8,mtpa,2.45,36.757158,137.22246
Ahlone LNG Terminal,Import,Cancelled,Myanmar,,,--,16.789024,96.120054
Mee Laung Gyaing FSRU,Import,Shelved,Myanmar,,,--,17.254775,94.4965
MCV LNG Terminal,Import,Mothballed,Myanmar,0.4,mtpa,0.54,16.788223,96.218176
Energas FSRU,Import,Proposed,Pakistan,0.75,bcf/d,7.75,24.769704,67.334731
GasPort FSRU 2,Import,Proposed,Pakistan,0.09,bcf/d,0.93,24.769704,67.334731
Tabeer LNG Terminal,Import,Proposed,Pakistan,0.75,bcf/d,7.75,24.72,67.21
Tabeer LNG Terminal,Import,Proposed,Pakistan,,,--,24.72,67.21
Batangas Clean Energy LNG Terminal,Import,Proposed,Philippines,3,mtpa,4.08,13.75391,121.040647
Singapore Offshore LNG Terminal,Import,Cancelled,Singapore,,,--,,
SLNG 2 LNG Terminal,Import,Proposed,Singapore,5,mtpa,6.8,1.200281,103.672847
Northeast Asia LNG Hub Terminal,Import,Construction,South Korea,,,--,34.871552,127.712685
Taichung (TaiPower) LNG Terminal,Import,Proposed,Taiwan,3,mtpa,4.08,24.291471,120.510622
Chana LNG Terminal,Import,Shelved,Thailand,,,--,7.235476,100.564161
Gulf MTP LNG Terminal,Import,Shelved,Thailand,5,mtpa,6.8,12.6610311,101.138036
Gulf MTP LNG Terminal,Import,Shelved,Thailand,5.8,mtpa,7.89,12.6610311,101.138036
Gulf of Thailand FSRU,Import,Cancelled,Thailand,5,mtpa,6.8,12.271182,100.836715
Songkhla FSRU,Import,Cancelled,Thailand,3,mtpa,4.08,7.229648,100.573438
Ca Na LNG Terminal,Import,Proposed,Vietnam,,,--,11.337419,108.885002
Chan May LNG Terminal,Import,Cancelled,Vietnam,,,--,16.332683,108.020046
Quang Nam LNG Terminal,Import,Shelved,Vietnam,,,--,15.876183,108.389096
Karimun Island LNG Terminal,Import,Shelved,Indonesia,,,--,0.988745,103.433783
Rakhine LNG Terminal,Import,Shelved,Myanmar,,,--,19.4281,93.5543
Filipinas LNG Gateway Project FSRU,Import,Construction,Philippines,4.4,mtpa,5.98,13.726365,120.99401
Kanbauk FSRU,Import,Cancelled,Myanmar,4,mtpa,5.44,14.56925,97.82761
Boudji FLNG Terminal,Export,Cancelled,Gabon,,,--,-4.302812,10.351025
Kulevi LNG Terminal,Import,Cancelled,Georgia,,,--,42.272729,41.64131
Etinde FLNG Terminal,Export,Proposed,Cameroon,1.3,mtpa,1.77,4.0237344,8.903989
Ksi Lisims FLNG Terminal,Export,Proposed,Canada,12,mtpa,16.32,54.991963,-130.0306788
South Pars LNG Terminal,Export,Cancelled,Iran,5,mtpa,6.8,26.619125,52.067964
South Pars LNG Terminal,Export,Cancelled,Iran,5,mtpa,6.8,26.619125,52.067964
AMIGO LNG Terminal,Export,Proposed,Mexico,4.2,mtpa,5.71,27.922867,-110.868082
AMIGO LNG Terminal,Export,Proposed,Mexico,3.6,mtpa,4.9,27.922867,-110.868082
Arctic LNG 1 Terminal,Export,Proposed,Russia,19.8,mtpa,26.93,70.908942,74.05613
Obsky LNG Terminal,Export,Proposed,Russia,3,mtpa,4.08,71.2733,72.0725
Obsky LNG Terminal,Export,Proposed,Russia,3,mtpa,4.08,71.2733,72.0725
Qilak LNG Terminal,Export,Proposed,United States,4,mtpa,5.44,70.1734,-146.2563
Port of Vlora FSRU,Import,Shelved,Albania,,,--,40.449271,19.480761
Bahia FSRU,Import,Operating,Brazil,5.6,mtpa,7.62,-12.785422,-38.703511
New Fortress Barcarena FSRU,Import,Operating,Brazil,6,mtpa,8.16,-1.539174,-48.754139
Cosan FSRU,Import,Operating,Brazil,3.7,mtpa,5.03,-23.911938,-46.342196
Geramar FSRU,Import,Proposed,Brazil,,,--,-2.579534,-44.368472
Hidrovias do Brasil FSRU,Import,Cancelled,Brazil,5.11,bcm/y,5.11,-1.504466,-48.736698
Imetame LNG Terminal,Import,Shelved,Brazil,,,--,-19.857997,-40.074054
Itacoatiara FSRU,Import,Shelved,Brazil,5.11,bcm/y,5.11,-3.15492,-58.433795
Paran?? FSRU,Import,Shelved,Brazil,5.11,bcm/y,5.11,-25.540198,-48.379359
Porto Norte Fluminense FSRU,Import,Proposed,Brazil,7.67,bcm/y,7.66,-21.514933,-40.978918
Presidente Kennedy FSRU,Import,Proposed,Brazil,7.3,bcm/y,7.3,-21.224754,-40.946933
S??o Marcos Bay FSRU,Import,Proposed,Brazil,7.67,bcm/y,7.66,-2.550981,-44.378683
Suape FSRU,Import,Construction,Brazil,5.11,bcm/y,5.11,-8.398179,-34.959574
Tepor Maca?? FSRU,Import,Proposed,Brazil,7.67,bcm/y,7.66,-22.323277,-41.72313
Terminal G??s Sul FSRU,Import,Operating,Brazil,6,mtpa,8.16,-26.230937,-48.640791
Skeena LNG Terminal,Export,Shelved,Canada,0.15,mpta,--,54.49342,-128.587023
Beihai LNG Terminal,Import,Cancelled,China,6,mtpa,8.16,21.499546,109.524152
Caofeidian LNG Terminal (Beijing Energy),Import,Cancelled,China,,,--,38.938745,118.541145
Caofeidian FSRU,Import,Cancelled,China,3,mtpa,4.08,38.938745,118.541145
Chaozhou LNG Terminal (Huaying???,Import,Operating,China,6,mtpa,8.16,23.583697,117.12851
Chaozhou LNG Terminal (Huaying???,Import,Proposed,China,6,mtpa,8.16,23.583697,117.12851
Zhangzhou LNG Terminal (China Energy Reserve),Import,Shelved,China,3,mtpa,4.08,24.406885,118.063012
Dongying LNG Terminal (China Huadian),Import,Cancelled,China,,,--,38.08339506,119.0333177
Dongying LNG Terminal (Hainuo Port),Import,Shelved,China,3,mtpa,4.08,38.08339506,119.0333177
Dongying FSRU,Import,Cancelled,China,3,mtpa,4.08,38.08339506,119.0333177
Jiangyin LNG Terminal (Garson Gas),Import,Construction,China,3,mtpa,4.08,31.949128,120.007213
Jiujiang LNG Terminal,Import,Shelved,China,,,--,29.77861542,116.2638593
Panjin LNG Terminal,Import,Shelved,China,,,--,40.679064,122.133293
Quanzhou LNG Terminal,Import,Shelved,China,3,mtpa,4.08,25.18252863,118.9743127
Quanzhou LNG Terminal,Import,Shelved,China,3,mtpa,4.08,25.18252863,118.9743127
Rongcheng LNG Terminal,Import,Cancelled,China,,,--,36.891775,122.437258
Rudong LNG Terminal (Jiangsu Guoxin),Import,Operating,China,2.95,mtpa,4.01,32.526845,121.412712
Rudong LNG Terminal (Jiangsu Guoxin),Import,Construction,China,3.05,mtpa,4.15,32.526845,121.412712
Taizhou Toumengang LNG Terminal,Import,Proposed,China,3,mtpa,4.08,28.68703057,121.7892551
Wenzhou Huagang LNG Terminal,Import,Construction,China,3,mtpa,4.08,27.903136,121.127993
Yantai FSRU,Import,Cancelled,China,,,--,37.66856,120.275379
Aguadulce FSRU,Import,Proposed,Colombia,,,--,3.921808,-77.108302
Mumbai FSRU,Import,Shelved,India,5,mtpa,6.8,18.958761,72.850767
Beddawi FSRU,Import,Shelved,Lebanon,3.5,mtpa,4.76,34.466704,35.832663
Selaata FSRU,Import,Shelved,Lebanon,,,--,34.281578,35.650967
Zahrani FSRU,Import,Shelved,Lebanon,,,--,33.508047,35.3422655
Puerto Sandino FSRU,Import,Construction,Nicaragua,1.3,mtpa,1.77,12.171182,-86.767115
Golar Lagos FSRU,Import,Cancelled,Nigeria,5.7,mtpa,7.75,6.450737,3.373252
Philippines LNG Terminal,Import,Operating,Philippines,5,mtpa,6.8,13.753821,121.040525
Hambantota LNG Terminal,Import,Shelved,Sri Lanka,1,mtpa,1.36,6.117128,81.10897
SK Group Sri Lanka LNG Terminal,Import,Shelved,Sri Lanka,,,--,,
Sharjah FSRU,Import,Cancelled,United Arab Emirates,1,bcf/d,10.34,25.379099,55.387511
CP2 LNG Terminal,Export,Proposed,United States,10,mtpa,13.6,29.77427234,-93.32394745
CP2 LNG Terminal,Export,Proposed,United States,10,mtpa,13.6,29.77427234,-93.32394745
Long Son LNG Terminal,Import,Shelved,Vietnam,4.4,mtpa,5.98,10.448768,107.053334
Mui Ke Ga FSRU,Import,Proposed,Vietnam,1.5,mtpa,2.04,10.7028408,107.987166
Tabangao FSRU,Import,Proposed,Philippines,3,mtpa,4.08,13.71335,121.06099
Vires FSRU,Import,Cancelled,Philippines,3,mtpa,4.08,13.661629,121.050747
Khanh Hoa LNG Terminal,Import,Shelved,Vietnam,3,mtpa,4.08,12.206079,109.215174
Cat Hai FSRU,Import,Shelved,Vietnam,3,mtpa,4.08,20.866225,106.678881
Port Phillip Bay FSRU,Import,Proposed,Australia,4.7,mtpa,6.39,-37.847216,144.9301
Geelong FSRU Terminal,Import,Proposed,Australia,2.5,mtpa,3.4,-34.495401,137.481029
Chernomorsky LNG Terminal,Export,Shelved,Russia,1.5,mtpa,2.04,44.15086521,39.0370808
Vista Pacifico LNG Terminal,Export,Proposed,Mexico,3,mtpa,4.08,25.581941,-109.059196
Delta LNG Terminal,Export,Proposed,United States,11.3,mtpa,15.37,29.597258,-89.872471
Delta LNG Terminal,Export,Proposed,United States,11.3,mtpa,15.37,29.597258,-89.872471
West Delta LNG Deepwater Port Terminal,Export,Proposed,United States,6.1,mtpa,8.3,29.067,-89.656
Terg??s Rio Grande LNG Terminal,Import,Shelved,Brazil,2.19,bcm/y,2.19,-32.118353,-52.106161
Ilo LNG Terminal,Export,Shelved,Peru,,,--,-17.647268,-71.347902
South West FSRU,Import,Cancelled,Vietnam,1,mtpa,1.36,9.571215183,106.5186744
Dioriga FSRU,Import,Proposed,Greece,2.6,bcm/y,2.6,37.91092,23.063539
Yakutia LNG Project,Export,Proposed,Russia,4.5,mtpa,6.12,56.46027167,138.1529212
Yakutia LNG Project,Export,Proposed,Russia,4.5,mtpa,6.12,56.46027167,138.1529212
Qushan LNG Terminal,Import,Proposed,China,3,mtpa,4.08,30.427224,122.351978
Eemshaven FSRU,Import,Operating,Netherlands,8,bcm/y,8,53.4356487,6.8330977
Wilhelmshaven NWO FSRU,Import,Shelved,Germany,9,bcm/y,9,53.516667,8.133333
Wilhelmshaven TES LNG Terminal,Import,Proposed,Germany,15,bcm/y,15,53.516667,8.133333
New Fortress Grand Isle FLNG Terminal,Export,Shelved,United States,2.8,mtpa,3.81,29.05902215,-89.82260253
Congo FLNG Terminal,Export,Operating,Republic of the Congo,0.6,mtpa,0.82,-4.774204,11.798651
Paldiski FSRU,Import,Construction,Estonia,,,--,59.38445,24.07494
Thrace FSRU,Import,Proposed,Greece,6,bcm/y,6,40.748354,25.718754
Argo FSRU,Import,Proposed,Greece,4.6,bcm/y,4.6,39.3512644,22.9324904
Le Havre FSRU,Import,Operating,France,5,bcm/y,5,49.46222839,0.042958426
Thessaloniki FSRU,Import,Proposed,Greece,7.3,bcm/y,7.3,40.2893,23.025
FGEN Batangas FSRU,Import,Operating,Philippines,5.3,mtpa,7.21,13.7707075,121.0354947
South East LNG Terminal,Import,Cancelled,Vietnam,6,mtpa,8.16,10.653405,107.776489
Placentia Bay FLNG Terminal,Export,Proposed,Canada,4,mtpa,5.44,47.417157,-53.875705
Tilbury Island LNG Terminal,Export,Operating,Canada,0.04,bcm/y,0.04,49.14251084,-123.0340825
Tilbury Island LNG Terminal,Export,Operating,Canada,0.25,mtpa,0.34,49.14251084,-123.0340825
Tilbury Island LNG Terminal,Export,Proposed,Canada,0.65,mtpa,0.88,49.14251084,-123.0340825
Tilbury Island LNG Terminal,Export,Proposed,Canada,2.5,mtpa,3.4,49.14251084,-123.0340825
New Fortress Banda LNG Terminal,Export,Shelved,Mauritania,,,--,17.948231,-16.658219
Karmol Dakar FSRU,Import,Construction,Senegal,2.5,mtpa,3.4,14.6893,-17.4323
Guinea LNG Terminal,Import,Proposed,Guinea,,,--,10.6523,-14.6149
Guinea LNG Terminal,Export,Proposed,Guinea,,,--,10.6523,-14.6149
Summit Matarbari FSRU,Import,Proposed,Bangladesh,0.6,bcf/d,6.2,21.703668,91.814862
UTM Offshore FLNG Terminal,Export,Proposed,Nigeria,2.72,mtpa,3.7,4.1485,7.5526
