ProjectID,Wiki,TerminalName,FacilityType,Status,Country,Capacity,CapacityUnits,CapacityInBcm/y,StartYearEarliest,Location,State/Province,Latitude,Longitude,CostUSD,LastUpdated
2,https://www.gem.wiki/Papua_New_Guinea_LNG_Terminal,Papua New Guinea LNG Terminal,Export,Operating,Papua New Guinea,4.15,mtpa,5.64,2014,Port Moresby,National Capital District,-9.33862,147.01825,9500000000,2024-05-29
3,https://www.gem.wiki/Papua_New_Guinea_LNG_Terminal,Papua New Guinea LNG Terminal,Export,Cancelled,Papua New Guinea,2.6,mtpa,3.54,2025,Port Moresby,National Capital District,-9.33862,147.01825,--,2024-05-29
0,https://www.gem.wiki/Bataan-Manila_LNG_Terminal,Bataan-Manila LNG Terminal,Import,Cancelled,Philippines,,,--,2020,Limay,Bataan,14.57,120.6,2400000000,2024-07-15
0,https://www.gem.wiki/Batangas_LNG_Terminal,Batangas LNG Terminal (PNOC),Import,Cancelled,Philippines,,,--,2020,Batangas,Batangas,13.690671,120.891207,--,2024-07-15
0,https://www.gem.wiki/Mariveles_LNG_Terminal,Mariveles LNG Terminal,Import,Proposed,Philippines,0.4,mtpa,0.54,--,Mariveles,Bataan,14.49791,120.609209,67000000,2024-07-15
0,https://www.gem.wiki/Pagbilao_Grande_Island_LNG_Terminal,Pagbilao Grande Island LNG Terminal,Import,Construction,Philippines,3,mtpa,4.08,2025,Pagbilao Grande Island,Quezon,13.966667,121.7,--,2024-07-15
0,https://www.gem.wiki/Singapore_LNG_Terminal,Singapore LNG Terminal,Import,Operating,Singapore,3.5,mtpa,4.76,2013,Jurong Island,West Region,1.23616,103.67135,566666666,2024-07-15
1,https://www.gem.wiki/Singapore_LNG_Terminal,Singapore LNG Terminal,Import,Operating,Singapore,2.5,mtpa,3.4,2014,Jurong Island,West Region,1.23616,103.67135,566666666,2024-07-15
2,https://www.gem.wiki/Singapore_LNG_Terminal,Singapore LNG Terminal,Import,Operating,Singapore,5,mtpa,6.8,2018,Jurong Island,West Region,1.23616,103.67135,566666666,2024-07-15
0,https://www.gem.wiki/Boryeong_LNG_Terminal,Boryeong LNG Terminal,Import,Operating,South Korea,10.8,mtpa,14.69,2016,"Yeongbo Industrial Zone, Boryeong",South Chungcheong,36.415,126.4947,607200000,2024-09-04
0,https://www.gem.wiki/Gwangyang_LNG_Terminal,Gwangyang LNG Terminal,Import,Operating,South Korea,7.1,mtpa,9.66,2005,Gwangyang,South Jeolla,34.889,127.7815,--,2024-09-04
0,https://www.gem.wiki/Incheon_LNG_Terminal,Incheon LNG Terminal,Import,Operating,South Korea,54.5,mtpa,74.12,1996,Incheon,Seoul Capital Area,37.35124,126.602,--,2024-09-04
0,https://www.gem.wiki/Pyeongtaek_LNG_Terminal,Pyeongtaek LNG Terminal,Import,Operating,South Korea,41,mtpa,55.76,1986,Pyeongtaek,Gyeonggi,37.0057,126.7841,--,2024-09-04
0,https://www.gem.wiki/Samcheok_LNG_Terminal,Samcheok LNG Terminal,Import,Operating,South Korea,11.6,mtpa,15.78,2014,Samcheok,Gangwon-do,37.1683,129.3502,1190000000,2024-09-04
0,https://www.gem.wiki/Tongyoung_LNG_Terminal,Tongyoung LNG Terminal,Import,Operating,South Korea,26.5,mtpa,36.04,2002,Tongyoung,South Gyeongsang,34.9474,128.4255,--,2024-09-04
0,https://www.gem.wiki/Kerawalapitiya_LNG_Terminal,Kerawalapitiya LNG Terminal,Import,Proposed,Sri Lanka,2.7,mtpa,3.67,2021,"Kerawalapitiya, Colombo",Western,7.016667,79.883333,250000000,2024-07-10
0,https://www.gem.wiki/Taichung_LNG_Terminal,Taichung LNG Terminal,Import,Operating,Taiwan,3,mtpa,4.08,2009,Taichung Harbor,Taichung,24.25304,120.49586,1071000000,2024-07-10
1,https://www.gem.wiki/Taichung_LNG_Terminal,Taichung LNG Terminal,Import,Operating,Taiwan,2,mtpa,2.72,2019,Taichung Harbor,Taichung,24.25304,120.49586,629000000,2024-07-10
2,https://www.gem.wiki/Taichung_LNG_Terminal,Taichung LNG Terminal,Import,Construction,Taiwan,2,mtpa,2.72,2022,Taichung Harbor,Taichung,24.25304,120.49586,--,2024-07-10
3,https://www.gem.wiki/Taichung_LNG_Terminal,Taichung LNG Terminal,Import,Construction,Taiwan,4,mtpa,5.44,2026,Taichung Harbor,Taichung,24.25304,120.49586,--,2024-07-10
4,https://www.gem.wiki/Taichung_LNG_Terminal,Taichung LNG Terminal,Import,Proposed,Taiwan,3,mtpa,4.08,2029,Taichung Harbor,Taichung,24.25304,120.49586,--,2024-07-10
0,https://www.gem.wiki/Taoyuan_LNG_Terminal,Taoyuan LNG Terminal,Import,Construction,Taiwan,3,mtpa,4.08,2023,Guantang (Kwun Tong) Industrial Area,Taoyuan,25.045533,121.060884,--,2024-07-10
1,https://www.gem.wiki/Taoyuan_LNG_Terminal,Taoyuan LNG Terminal,Import,Proposed,Taiwan,3,mtpa,4.08,2025,Guantang (Kwun Tong) Industrial Area,Taoyuan,25.045533,121.060884,--,2024-07-10
0,https://www.gem.wiki/Yung-An_LNG_Terminal,Yung-An LNG Terminal,Import,Operating,Taiwan,10.5,mtpa,14.28,1990,"Kaohsiung City, Yong'an District",Kaohsiung,22.80928,120.2054,--,2024-07-10
1,https://www.gem.wiki/Yung-An_LNG_Terminal,Yung-An LNG Terminal,Import,Proposed,Taiwan,1.8,mtpa,2.45,2027,"Kaohsiung City, Yong'an District",Kaohsiung,22.80928,120.2054,--,2024-07-10
0,https://www.gem.wiki/Map_Ta_Phut_LNG_Terminal_1,Map Ta Phut LNG Terminal 1,Import,Operating,Thailand,10,mtpa,13.6,2011,Map Ta Phut,Rayong,12.651686,101.159533,--,2024-07-15
1,https://www.gem.wiki/Map_Ta_Phut_LNG_Terminal_1,Map Ta Phut LNG Terminal 1,Import,Operating,Thailand,1.5,mtpa,2.04,2019,Map Ta Phut,Rayong,12.651686,101.159533,28000000,2024-07-15
0,https://www.gem.wiki/Map_Ta_Phut_LNG_Terminal_2,Map Ta Phut LNG Terminal 2,Import,Operating,Thailand,7.5,mtpa,10.2,2023,Map Ta Phut,Rayong,12.6791481,101.1178382,1116500000,2024-07-15
0,https://www.gem.wiki/Thi_Vai_LNG_Terminal,Thi Vai LNG Terminal,Import,Operating,Vietnam,1,mtpa,1.36,2023,Vũng Tàu Port,Bà Rịa–Vũng Tàu,10.527191,107.026022,285000000,2024-07-16
1,https://www.gem.wiki/Thi_Vai_LNG_Terminal,Thi Vai LNG Terminal,Import,Proposed,Vietnam,2,mtpa,2.72,2024,Vũng Tàu Port,Bà Rịa–Vũng Tàu,10.527191,107.026022,--,2024-07-16
0,https://www.gem.wiki/Cai_Mep_LNG_Terminal,Cai Mep LNG Terminal,Import,Construction,Vietnam,3,mtpa,4.08,2024,"Phu Long Island, Vung Tau",Bà Rịa–Vũng Tàu,10.383333,107.116667,--,2024-07-16
0,https://www.gem.wiki/Son_My_LNG_Terminal,Son My LNG Terminal,Import,Proposed,Vietnam,3.6,mtpa,4.9,2027,Son My,Binh Thuan,10.65008,107.68464,840000000,2024-07-16
1,https://www.gem.wiki/Son_My_LNG_Terminal,Son My LNG Terminal,Import,Proposed,Vietnam,2.4,mtpa,3.26,--,Son My,Binh Thuan,10.65008,107.68464,560000000,2024-07-16
1,https://www.gem.wiki/Arrow_Energy_LNG_Terminal,Arrow Energy LNG Terminal,Export,Cancelled,Australia,4.5,mtpa,6.12,--,Curtis Island,Queensland,-23.6243946,151.1444092,2723895000,2024-05-21
2,https://www.gem.wiki/Arrow_Energy_LNG_Terminal,Arrow Energy LNG Terminal,Export,Cancelled,Australia,4.5,mtpa,6.12,--,Curtis Island,Queensland,-23.6243946,151.1444092,2723895000,2024-05-21
3,https://www.gem.wiki/Arrow_Energy_LNG_Terminal,Arrow Energy LNG Terminal,Export,Cancelled,Australia,4.5,mtpa,6.12,--,Curtis Island,Queensland,-23.6243946,151.1444092,2723895000,2024-05-21
4,https://www.gem.wiki/Arrow_Energy_LNG_Terminal,Arrow Energy LNG Terminal,Export,Cancelled,Australia,4.5,mtpa,6.12,--,Curtis Island,Queensland,-23.6243946,151.1444092,2723895000,2024-05-21
1,https://www.gem.wiki/Australia_Pacific_LNG_Terminal,Australia Pacific LNG Terminal,Export,Operating,Australia,4.5,mtpa,6.12,2016,Curtis Island,Queensland,-23.75583,151.19061,3000000000,2024-05-15
2,https://www.gem.wiki/Australia_Pacific_LNG_Terminal,Australia Pacific LNG Terminal,Export,Operating,Australia,4.5,mtpa,6.12,2017,Curtis Island,Queensland,-23.75583,151.19061,3000000000,2024-05-15
1,https://www.gem.wiki/Bonaparte_FLNG_Terminal,Bonaparte FLNG Terminal,Export,Cancelled,Australia,2,mtpa,2.72,--,Bonaparte Island,Western Australia,-14.855412,124.768939,--,2024-05-22
1,https://www.gem.wiki/Browse_FLNG_Terminal,Browse FLNG Terminal,Export,Proposed,Australia,5.7,mtpa,7.75,2023,Broome,Western Australia,-17.961944,122.236111,10250000000,2024-05-15
2,https://www.gem.wiki/Browse_FLNG_Terminal,Browse FLNG Terminal,Export,Proposed,Australia,5.7,mtpa,7.75,2023,Broome,Western Australia,-17.961944,122.236111,10250000000,2024-05-15
0,https://www.gem.wiki/Crib_Point_FSRU_Terminal,Crib Point FSRU Terminal,Import,Cancelled,Australia,1.75,mtpa,2.38,2022,Melbourne,Victoria,-38.366667,145.333333,181593000,2024-05-22
1,https://www.gem.wiki/Darwin_LNG_Terminal,Darwin LNG Terminal,Export,Idle,Australia,3.7,mtpa,5.03,1,Darwin,Northern Territory,-12.5221,130.8663,1600000000,2024-05-20
2,https://www.gem.wiki/Darwin_LNG_Terminal,Darwin LNG Terminal,Export,Shelved,Australia,3.7,mtpa,5.03,--,Darwin,Northern Territory,-12.5221,130.8663,--,2024-05-20
1,https://www.gem.wiki/Fishermans_Landing_LNG_Terminal,Fishermans Landing LNG Terminal,Export,Cancelled,Australia,1.8,mtpa,2.45,--,Port of Gladstone,Queensland,-23.820194,151.242522,--,2024-05-22
2,https://www.gem.wiki/Fishermans_Landing_LNG_Terminal,Fishermans Landing LNG Terminal,Export,Cancelled,Australia,1.8,mtpa,2.45,--,Port of Gladstone,Queensland,-23.820194,151.242522,--,2024-05-22
1,https://www.gem.wiki/Gladstone_LNG_Terminal,Gladstone LNG Terminal,Export,Operating,Australia,3.9,mtpa,5.3,2015,Curtis Island,Queensland,-23.776,151.2103,4250000000,2024-05-23
2,https://www.gem.wiki/Gladstone_LNG_Terminal,Gladstone LNG Terminal,Export,Operating,Australia,3.9,mtpa,5.3,2016,Curtis Island,Queensland,-23.776,151.2103,4250000000,2024-05-23
1,https://www.gem.wiki/Gorgon_LNG_Terminal,Gorgon LNG Terminal,Export,Operating,Australia,5.2,mtpa,7.07,2016,Barrow Island,Western Australia,-20.79,115.44965,13750000000,2024-05-16
2,https://www.gem.wiki/Gorgon_LNG_Terminal,Gorgon LNG Terminal,Export,Operating,Australia,5.2,mtpa,7.07,2016,Barrow Island,Western Australia,-20.79,115.44965,13750000000,2024-05-16
3,https://www.gem.wiki/Gorgon_LNG_Terminal,Gorgon LNG Terminal,Export,Operating,Australia,5.2,mtpa,7.07,2017,Barrow Island,Western Australia,-20.79,115.44965,13750000000,2024-05-16
4,https://www.gem.wiki/Gorgon_LNG_Terminal,Gorgon LNG Terminal,Export,Cancelled,Australia,5.2,mtpa,7.07,--,Barrow Island,Western Australia,-20.79,115.44965,13750000000,2024-05-16
1,https://www.gem.wiki/Ichthys_FLNG_Terminal,Ichthys FLNG Terminal,Export,Operating,Australia,4.45,mtpa,6.05,2018,Browse Basin,Western Australia,-17.961944,122.236111,22500000000,2024-05-16
2,https://www.gem.wiki/Ichthys_FLNG_Terminal,Ichthys FLNG Terminal,Export,Operating,Australia,4.45,mtpa,6.05,2018,Browse Basin,Western Australia,-17.961944,122.236111,22500000000,2024-05-16
3,https://www.gem.wiki/Ichthys_FLNG_Terminal,Ichthys FLNG Terminal,Export,Proposed,Australia,,,--,2030,Browse Basin,Western Australia,-17.961944,122.236111,--,2024-05-16
0,https://www.gem.wiki/Newcastle_FSRU,Newcastle FSRU,Import,Shelved,Australia,1,mtpa,1.36,2022,Newcastle,New South Wales,-32.916667,151.75,427833108,2024-05-20
1,https://www.gem.wiki/North_West_Shelf_LNG_Terminal,North West Shelf LNG Terminal,Export,Operating,Australia,2.5,mtpa,3.4,1989,Perth,Western Australia,-20.59424,116.7767,--,2024-05-13
2,https://www.gem.wiki/North_West_Shelf_LNG_Terminal,North West Shelf LNG Terminal,Export,Operating,Australia,2.5,mtpa,3.4,1989,Perth,Western Australia,-20.59424,116.7767,--,2024-05-13
3,https://www.gem.wiki/North_West_Shelf_LNG_Terminal,North West Shelf LNG Terminal,Export,Operating,Australia,2.5,mtpa,3.4,1992,Perth,Western Australia,-20.59424,116.7767,--,2024-05-13
4,https://www.gem.wiki/North_West_Shelf_LNG_Terminal,North West Shelf LNG Terminal,Export,Operating,Australia,4.6,mtpa,6.26,2004,Perth,Western Australia,-20.59424,116.7767,--,2024-05-13
5,https://www.gem.wiki/North_West_Shelf_LNG_Terminal,North West Shelf LNG Terminal,Export,Operating,Australia,4.6,mtpa,6.26,2008,Perth,Western Australia,-20.59424,116.7767,--,2024-05-13
1,https://www.gem.wiki/Pluto_LNG_Terminal,Pluto LNG Terminal,Export,Operating,Australia,4.9,mtpa,6.66,2012,Perth,Western Australia,-20.6128,116.76556,12000000000,2024-05-16
2,https://www.gem.wiki/Pluto_LNG_Terminal,Pluto LNG Terminal,Export,Construction,Australia,5,mtpa,6.8,2026,Perth,Western Australia,-20.6128,116.76556,5600000000,2024-05-16
3,https://www.gem.wiki/Pluto_LNG_Terminal,Pluto LNG Terminal,Export,Cancelled,Australia,4.3,mtpa,5.85,--,Perth,Western Australia,-20.6128,116.76556,--,2024-05-16
1,https://www.gem.wiki/Prelude_FLNG_Terminal,Prelude FLNG Terminal,Export,Operating,Australia,3.6,mtpa,4.9,2019,Browse Basin,Western Australia,-15.2539252,123.5381736,17432928000,2024-05-23
1,https://www.gem.wiki/Queensland_Curtis_LNG_Terminal,Queensland Curtis LNG Terminal,Export,Operating,Australia,4.25,mtpa,5.78,2014,Curtis Island,Queensland,-23.7693,151.199,3000000000,2024-05-17
2,https://www.gem.wiki/Queensland_Curtis_LNG_Terminal,Queensland Curtis LNG Terminal,Export,Operating,Australia,4.25,mtpa,5.78,2014,Curtis Island,Queensland,-23.7693,151.199,3000000000,2024-05-17
1,https://www.gem.wiki/Scarborough_FSRU,Scarborough FLNG Terminal,Export,Cancelled,Australia,7,mtpa,9.52,--,Onslow,Western Australia,-21.633333,115.116667,--,2024-05-23
1,https://www.gem.wiki/Sunrise_FLNG_Terminal,Sunrise FLNG Terminal,Export,Proposed,Timor-Leste,,,--,--,Timor Sea,Australia and East Timor,-10,127,--,7/15/2024
1,https://www.gem.wiki/Tassie_Shoal_LNG_Terminal,Tassie Shoal LNG Terminal,Export,Cancelled,Australia,3,mtpa,4.08,2023,Darwin,Northern Territory,-10.0512327,130.2960983,6280000000,2024-05-23
1,https://www.gem.wiki/Wheatstone_LNG_Terminal,Wheatstone LNG Terminal,Export,Operating,Australia,4.45,mtpa,6.05,2017,Ashburton North,Western Australia,-21.6978845,115.001141,15000000000,2024-05-23
2,https://www.gem.wiki/Wheatstone_LNG_Terminal,Wheatstone LNG Terminal,Export,Operating,Australia,4.45,mtpa,6.05,2018,Ashburton North,Western Australia,-21.6978845,115.001141,15000000000,2024-05-23
1,https://www.gem.wiki/Atlantic_Coast_LNG_Terminal,Atlantic Coast LNG Terminal,Export,Cancelled,Canada,16,mtpa,21.76,2024,Byers Cove,Nova Scotia,45.548673,-61.334441,--,2024-09-09
1,https://www.gem.wiki/Aurora_LNG_Terminal,Aurora LNG Terminal,Export,Cancelled,Canada,12,mtpa,16.32,2023,Delusion Bay,British Columbia,54.284,-130.417,--,2024-09-09
2,https://www.gem.wiki/Aurora_LNG_Terminal,Aurora LNG Terminal,Export,Cancelled,Canada,12,mtpa,16.32,2023,Delusion Bay,British Columbia,54.284,-130.417,--,2024-09-09
1,https://www.gem.wiki/Bearhead_LNG_Terminal,Bear Head LNG Terminal,Export,Cancelled,Canada,3,mtpa,4.08,2027,Point Tupper,Nova Scotia,45.604444,-61.3675,--,2024-09-09
2,https://www.gem.wiki/Bearhead_LNG_Terminal,Bear Head LNG Terminal,Export,Cancelled,Canada,3,mtpa,4.08,2027,Point Tupper,Nova Scotia,45.604444,-61.3675,--,2024-09-09
3,https://www.gem.wiki/Bearhead_LNG_Terminal,Bear Head LNG Terminal,Export,Cancelled,Canada,3,mtpa,4.08,2027,Point Tupper,Nova Scotia,45.604444,-61.3675,--,2024-09-09
4,https://www.gem.wiki/Bearhead_LNG_Terminal,Bear Head LNG Terminal,Export,Cancelled,Canada,3,mtpa,4.08,2027,Point Tupper,Nova Scotia,45.604444,-61.3675,--,2024-09-09
0,https://www.gem.wiki/Cacouna_LNG_Terminal,Cacouna LNG Terminal,Import,Cancelled,Canada,3.8,mtpa,5.17,--,Gros Cacouna,Quebec,47.916667,-69.5,660000000,2024-09-09
0,https://www.gem.wiki/Saint_John_LNG_Terminal,Saint John LNG Terminal,Import,Operating,Canada,7.5,mtpa,10.2,2009,Saint John,New Brunswick,45.2114,-65.978,756000000,2024-09-09
1,https://www.gem.wiki/Saint_John_LNG_Terminal,Canaport LNG Export Terminal,Export,Cancelled,Canada,7.5,mtpa,10.2,2009,Saint John,New Brunswick,45.2114,-65.978,--,2024-09-09
2,https://www.gem.wiki/Saint_John_LNG_Terminal,Saint John LNG Terminal,Export,Cancelled,Canada,,,--,--,Saint John,New Brunswick,45.2114,-65.978,--,2024-09-09
1,https://www.gem.wiki/Cedar_FLNG_Terminal,Cedar FLNG Terminal,Export,Proposed,Canada,3.3,mtpa,4.49,2029,Kitimat,British Columbia,54,-128.7,4000000000,2024-09-09
1,https://www.gem.wiki/Discovery_LNG_Terminal,Discovery LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,2030,Campbell River,British Columbia,50.024444,-125.2475,--,2024-09-09
2,https://www.gem.wiki/Discovery_LNG_Terminal,Discovery LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,2030,Campbell River,British Columbia,50.024444,-125.2475,--,2024-09-09
3,https://www.gem.wiki/Discovery_LNG_Terminal,Discovery LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,2030,Campbell River,British Columbia,50.024444,-125.2475,--,2024-09-09
4,https://www.gem.wiki/Discovery_LNG_Terminal,Discovery LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,2030,Campbell River,British Columbia,50.024444,-125.2475,--,2024-09-09
1,https://www.gem.wiki/Douglas_Channel_LNG_Terminal,Douglas Channel LNG Terminal,Export,Cancelled,Canada,0.9,mtpa,1.22,--,Douglas Channel,British Columbia,53.666667,-129.133333,--,2024-09-09
1,https://www.gem.wiki/Goldboro_LNG_Terminal,Goldboro LNG Terminal,Export,Shelved,Canada,,,--,2025,Goldboro,Nova Scotia,45.182556,-61.645528,--,2024-09-09
2,https://www.gem.wiki/Goldboro_LNG_Terminal,Goldboro LNG Terminal,Export,Shelved,Canada,,,--,2025,Goldboro,Nova Scotia,45.182556,-61.645528,--,2024-09-09
1,https://www.gem.wiki/Grassy_Point_LNG_Terminal,Grassy Point LNG Terminal,Export,Cancelled,Canada,15,mtpa,20.4,--,Grassy Point,British Columbia,54.312194,-130.327083,--,2024-09-09
2,https://www.gem.wiki/Grassy_Point_LNG_Terminal,Grassy Point LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,--,Grassy Point,British Columbia,54.312194,-130.327083,--,2024-09-09
1,https://www.gem.wiki/Kitimat_LNG_Terminal,Kitimat LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,2029,Port of Kitimat,British Columbia,53.92569797,-128.7530518,--,2024-09-09
2,https://www.gem.wiki/Kitimat_LNG_Terminal,Kitimat LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,2029,Port of Kitimat,British Columbia,53.92569797,-128.7530518,--,2024-09-09
3,https://www.gem.wiki/Kitimat_LNG_Terminal,Kitimat LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,2029,,,53.92569797,-128.7530518,--,2024-09-09
1,https://www.gem.wiki/Kitsault_LNG_Terminal,Kitsault LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,--,Kitsault,British Columbia,55.466667,-129.483333,--,2024-09-09
2,https://www.gem.wiki/Kitsault_LNG_Terminal,Kitsault LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,--,Kitsault,British Columbia,55.466667,-129.483333,--,2024-09-09
3,https://www.gem.wiki/Kitsault_LNG_Terminal,Kitsault LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,--,Kitsault,British Columbia,55.466667,-129.483333,--,2024-09-09
4,https://www.gem.wiki/Kitsault_LNG_Terminal,Kitsault LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,--,Kitsault,British Columbia,55.466667,-129.483333,--,2024-09-09
1,https://www.gem.wiki/LNG_Canada_Terminal,LNG Canada Terminal,Export,Construction,Canada,7,mtpa,9.52,2025,Kitimat,British Columbia,53.9245114,-128.7515172,8000000000,2024-09-06
2,https://www.gem.wiki/LNG_Canada_Terminal,LNG Canada Terminal,Export,Construction,Canada,7,mtpa,9.52,2025,Kitimat,British Columbia,53.9245114,-128.7515172,8000000000,2024-09-06
3,https://www.gem.wiki/LNG_Canada_Terminal,LNG Canada Terminal,Export,Proposed,Canada,7,mtpa,9.52,2025,Kitimat,British Columbia,53.9245114,-128.7515172,8000000000,2024-09-06
4,https://www.gem.wiki/LNG_Canada_Terminal,LNG Canada Terminal,Export,Proposed,Canada,7,mtpa,9.52,2025,Kitimat,British Columbia,53.9245114,-128.7515172,8000000000,2024-09-06
1,https://www.gem.wiki/Malahat_LNG_Terminal,Malahat LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,--,Victoria,British Columbia,48.422,-123.365,--,2024-09-09
1,https://www.gem.wiki/NewTimes_Energy_LNG_Terminal,New Times Energy LNG Terminal,Export,Cancelled,Canada,4,mtpa,5.44,2019,Prince Rupert,British Columbia,54.312194,-130.327083,--,2024-09-09
2,https://www.gem.wiki/NewTimes_Energy_LNG_Terminal,New Times Energy LNG Terminal,Export,Cancelled,Canada,4,mtpa,5.44,2020,Prince Rupert,British Columbia,54.312194,-130.327083,--,2024-09-09
3,https://www.gem.wiki/NewTimes_Energy_LNG_Terminal,New Times Energy LNG Terminal,Export,Cancelled,Canada,4,mtpa,5.44,2021,Prince Rupert,British Columbia,54.312194,-130.327083,--,2024-09-09
1,https://www.gem.wiki/Nisga'a_LNG_Terminal,Nisga'a LNG Terminal,Export,Cancelled,Canada,,,--,--,Portland Inlet,British Columbia,54.733333,-130.4,--,2024-09-09
1,https://www.gem.wiki/Orca_FLNG_Terminal,Orca FLNG Terminal,Export,Cancelled,Canada,4,mtpa,5.44,2019,Prince Rupert,British Columbia,54.312194,-130.327083,--,2024-09-09
2,https://www.gem.wiki/Orca_FLNG_Terminal,Orca FLNG Terminal,Export,Cancelled,Canada,4,mtpa,5.44,2019,Prince Rupert,British Columbia,54.312194,-130.327083,--,2024-09-09
3,https://www.gem.wiki/Orca_FLNG_Terminal,Orca FLNG Terminal,Export,Cancelled,Canada,4,mtpa,5.44,2019,Prince Rupert,British Columbia,54.312194,-130.327083,--,2024-09-09
4,https://www.gem.wiki/Orca_FLNG_Terminal,Orca FLNG Terminal,Export,Cancelled,Canada,4,mtpa,5.44,2019,Prince Rupert,British Columbia,54.312194,-130.327083,--,2024-09-09
5,https://www.gem.wiki/Orca_FLNG_Terminal,Orca FLNG Terminal,Export,Cancelled,Canada,4,mtpa,5.44,2019,Prince Rupert,British Columbia,54.312194,-130.327083,--,2024-09-09
6,https://www.gem.wiki/Orca_FLNG_Terminal,Orca FLNG Terminal,Export,Cancelled,Canada,4,mtpa,5.44,2019,Prince Rupert,British Columbia,54.312194,-130.327083,--,2024-09-09
1,https://www.gem.wiki/Pacific_NorthWest_LNG_Terminal,Pacific Northwest LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,--,Lelu Island,British Columbia,54.2,-130.289,--,2024-09-09
2,https://www.gem.wiki/Pacific_NorthWest_LNG_Terminal,Pacific Northwest LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,--,Lelu Island,British Columbia,54.2,-130.289,--,2024-09-09
3,https://www.gem.wiki/Pacific_NorthWest_LNG_Terminal,Pacific Northwest LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,--,Lelu Island,British Columbia,54.2,-130.289,--,2024-09-09
1,https://www.gem.wiki/Prince_Rupert_LNG_Terminal,Prince Rupert LNG Terminal,Export,Cancelled,Canada,7,mtpa,9.52,--,"Ridley Island, Prince Rupert",British Columbia,54.312194,-130.327083,--,2024-09-09
2,https://www.gem.wiki/Prince_Rupert_LNG_Terminal,Prince Rupert LNG Terminal,Export,Cancelled,Canada,7,mtpa,9.52,--,"Ridley Island, Prince Rupert",British Columbia,54.312194,-130.327083,--,2024-09-09
3,https://www.gem.wiki/Prince_Rupert_LNG_Terminal,Prince Rupert LNG Terminal,Export,Cancelled,Canada,7,mtpa,9.52,--,"Ridley Island, Prince Rupert",British Columbia,54.312194,-130.327083,--,2024-09-09
0,https://www.gem.wiki/Rabaska_LNG_Terminal,Rabaska LNG Terminal,Import,Cancelled,Canada,3.6,mtpa,4.9,--,Lévis,Quebec,46.8,-71.183333,--,2024-09-09
1,https://www.gem.wiki/Sarita_Bay_LNG_Terminal,Kwispaa LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,--,Port Alberni,British Columbia,49.233889,-124.805,--,2024-09-09
2,https://www.gem.wiki/Sarita_Bay_LNG_Terminal,Kwispaa LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,--,Port Alberni,British Columbia,49.233889,-124.805,--,2024-09-09
3,https://www.gem.wiki/Sarita_Bay_LNG_Terminal,Kwispaa LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,--,Port Alberni,British Columbia,49.233889,-124.805,--,2024-09-09
4,https://www.gem.wiki/Sarita_Bay_LNG_Terminal,Kwispaa LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,--,Port Alberni,British Columbia,49.233889,-124.805,--,2024-09-09
1,https://www.gem.wiki/Stewart_Energy_LNG_Terminal,Stewart Energy LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,2025,Stewart,British Columbia,55.935833,-129.990833,--,2024-09-09
2,https://www.gem.wiki/Stewart_Energy_LNG_Terminal,Stewart Energy LNG Terminal,Export,Cancelled,Canada,1,mtpa,1.36,2025,Stewart,British Columbia,55.935833,-129.990833,--,2024-09-09
3,https://www.gem.wiki/Stewart_Energy_LNG_Terminal,Stewart Energy LNG Terminal,Export,Cancelled,Canada,1,mtpa,1.36,2025,Stewart,British Columbia,55.935833,-129.990833,--,2024-09-09
4,https://www.gem.wiki/Stewart_Energy_LNG_Terminal,Stewart Energy LNG Terminal,Export,Cancelled,Canada,1,mtpa,1.36,2025,Stewart,British Columbia,55.935833,-129.990833,--,2024-09-09
5,https://www.gem.wiki/Stewart_Energy_LNG_Terminal,Stewart Energy LNG Terminal,Export,Cancelled,Canada,1,mtpa,1.36,2025,Stewart,British Columbia,55.935833,-129.990833,--,2024-09-09
6,https://www.gem.wiki/Stewart_Energy_LNG_Terminal,Stewart Energy LNG Terminal,Export,Cancelled,Canada,1,mtpa,1.36,2025,Stewart,British Columbia,55.935833,-129.990833,--,2024-09-09
