Ref,Project name,Country,Status,Technology,Technology_electricity,Technology_electricity_details,Product,EndUse_Refining,EndUse_Ammonia,EndUse_Methanol,EndUse_Iron&Steel,EndUse_Other Ind,EndUse_Mobility,EndUse_Power,EndUse_Grid inj.,EndUse_CHP,EndUse_Domestic heat,EndUse_Biofuels,EndUse_Synfuels,EndUse_CH4 grid inj.,EndUse_CH4 mobility,Capacity_MWel,Capacity_Nm³ H₂/h,Capacity_kt H2/y,Capacity_t CO₂ captured/y,References,Latitude,Longitude,Dummy_1,LOWE_CF,,,,,
1169,GreenH2Atlantic,PRT,Feasibility study,PEM,Grid+Renewables,,H2,1,,,,,,,,,,,,,,100,19231,15.0,,[952] [2117],37.96403252,-8.810157888,Electrolysis,0.7,,,,,
1170,Porto do Acu Fortescue Ammonia Project,BRA,Feasibility study,Other Electrolysis,Dedicated renewable,Others/Various,Ammonia,,1,,1,,,,,,,,1,,,300,66667,52.0,,[955] [956],-21.83434976,-41.04132684,Electrolysis,0.5,,,,,
1171,Hoasis (TCP Gecomp),CHL,Concept,Other Electrolysis,Dedicated renewable,Solar PV,Ammonia,,1,,,,1,,,,,,,,,2100,466667,363.8,,[959],-23.39908036,-69.25218282,Electrolysis,0.3,,,,,
1172,Ecopetrol 50kW electrolyser,COL,Operational,PEM,Dedicated renewable,Solar PV,H2,1,,,,,,,,,,,,,,0.05,10,0.0,,[960][1299],10.33779801,-75.49612978,Electrolysis,0.3,,,,,
1173,HValleSur,CHL,Concept,Other Electrolysis,Dedicated renewable,Solar PV,H2,,,,,,1,,,,,,,,,5,1111,0.9,,[961],-36.42129877,-72.20167673,Electrolysis,0.3,,,,,
1174,METH2 Atacama,CHL,Concept,Other Electrolysis,Other/Unknown,Others/Various,MeOH,,,1,,1,1,,,,,,,,,300,66667,52.0,,,-23.39908036,-69.25218282,Electrolysis,0.57,,,,,
1175,Villa Lisa ,PRY,Feasibility study,Other Electrolysis,Other/Unknown,,H2,,,,,,1,,,,,,,,,0.4,94,0.1,,[962][963][964],-25.37468049,-57.58885117,Electrolysis,0.57,,,,,
1176,Ciudad del Este ,PRY,Concept,Other Electrolysis,Other/Unknown,,H2,,,,,,1,,,,,,,,,,,,,[963],-25.48005734,-54.65073031,Electrolysis,0.57,,,,,
1177,Encarnacion ,PRY,Concept,Other Electrolysis,Other/Unknown,,H2,,,,,,1,,,,,,,,,,,,,[963],-27.25124394,-55.89586575,Electrolysis,0.57,,,,,
1178,TA’ZIZ blue ammonia,ARE,Feasibility study,NG w CCUS,,,Ammonia,,1,,,,,,,,,,,,,,230968,180.1,,[965],24.48524216,54.39272804,Fossil fuels with CCUS,0.9,,,,,
1180,BHP Nickel West Green Hydrogen ,AUS,Feasibility study,Other Electrolysis,Dedicated renewable,Unknown,H2,,,,,1,,,,,,,,,,10,2222,1.7,,[967],-27.81834985,120.7006064,Electrolysis,0.5,,,,,
1181,Dawson Mine,AUS,Feasibility study,Other Electrolysis,Dedicated renewable,Solar PV,H2,,,,,,1,,,,,,,,,10,2222,1.7,,[967],-24.63083226,150.0624416,Electrolysis,0.3,,,,,
1182,"Camden County (GA), green power plant",USA,Operational,PEM,Grid,,H2,,,,,,1,,,,,,,,,40,7692,6.0,,[971] [2229] [2286],30.95768278,-81.64722855,Electrolysis,0.57,,,,,
1183,Pego coal plant transition,PRT,Feasibility study,Other Electrolysis,Dedicated renewable,Solar PV,H2,,,,,,,,,,,,,,,0.5,111,0.1,,[973],39.46428751,-8.11183461,Electrolysis,0.3,,,,,
1184,Sealhyfe,FRA,DEMO,PEM,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,1,192,0.1,,"[974],[1584]",47.29447627,-2.511819652,Electrolysis,0.55,,,,,
1185,Rajasthan pilot plant,IND,Operational,Other Electrolysis,Dedicated renewable,Solar PV,Ammonia,,1,,,,,,,,,,,,,2.1,467,0.4,,[975][1196],28.33215605,73.28154584,Electrolysis,0.3,,,,,
1186,OCP Group demo project,MAR,FID/Construction,Other Electrolysis,Dedicated renewable,Unknown,Ammonia,,1,,,,,,,,,,,,,,,,,[976][994][1126],33.12983107,-8.622006959,Electrolysis,0.5,,,,,
1187,Hofors rolling project,SWE,Operational,ALK,Grid,,H2,,,,1,,,,,,,,,,,17,3696,2.9,,[978][1118] [1677] [1999] [2081],60.55783959,16.29933502,Electrolysis,0.57,,,,,
1188,Hyrasia one,KAZ,Feasibility study,Other Electrolysis,Dedicated renewable,Others/Various,Ammonia,,1,,,,,,,,,,,,,20000,4444444,3465.1,,[980][990] [1088][1484][1804] [2142] [2196],42.79816358,53.59887962,Electrolysis,0.5,,,,,
1189,Manilla Solar & Renewable Energy Storage Project,AUS,FID/Construction,Other Electrolysis,Dedicated renewable,Solar PV,H2,,,,,,,1,,,,,,,,2,444,0.3,,[1030] [1637],-30.7500912,150.7227758,Electrolysis,0.3,,,,,
1190,"Green Hydrogen Oman (GEO), phase 2 (former Oman-Al Wusta green H2 project)",OMN,Feasibility study,Other Electrolysis,Dedicated renewable,Others/Various,Ammonia,,,,,,,,,,,,,,,9333,2074000,1617.0,,[913] [928][980],19.68668404,56.86378032,Electrolysis,0.5,,,,,
1191,AquaVentus (completion),DEU,Concept,Other Electrolysis,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,5000,1111111,866.3,,[677] [980],54.20234361,7.921268609,Electrolysis,0.55,,,,,
1192,EI-H2 - Aghada (phase 2),IRL,Concept,Other Electrolysis,Dedicated renewable,Offshore wind,H2,1,,,,1,1,,,,,,,,,2650,588889,459.1,,[981],51.84045272,-8.218320265,Electrolysis,0.55,,,,,
1193,EI-H2 - Aghada (phase 3),IRL,Concept,Other Electrolysis,Dedicated renewable,Offshore wind,Ammonia,,1,,,,,,,,,,,,,500,111111,86.6,,[981],51.84045272,-8.218320265,Electrolysis,0.55,,,,,
1195,New Jersey Offshore Wind plant,USA,Feasibility study,Other Electrolysis,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,7.5,1667,1.3,,[984],40.2042419,-74.15376049,Electrolysis,0.55,,,,,
1196,Delicias Solar,MEX,Feasibility study,Other Electrolysis,Dedicated renewable,Solar PV,H2,,,,,,,,,,,,,,,35,7778,6.1,,[985],21.257528,-100.588878,Electrolysis,0.3,,,,,
1197,Pico Truncado,ARG,Concept,Other Electrolysis,Dedicated renewable,Unknown,H2,,,,,,,,,,,,,,,,,,,[986],0,0,Electrolysis,0.5,,,,,
1198,Dhamma Energy Guanajuato ,MEX,Concept,Other Electrolysis,Dedicated renewable,Solar PV,H2,,,,,,,,,,,,,,,,,,,,21.01949831,-101.2566787,Electrolysis,0.3,,,,,
1199,"Mexican Green Hydrogen Hub, phase 1",MEX,Feasibility study,PEM,Dedicated renewable,Solar PV,Ammonia,,1,,,,,,,,,,,,,69,13269,10.3,,[987][1817],24.05111224,-104.5229752,Electrolysis,0.3,,,,,
1200,Algeciras Bay,ESP,Feasibility study,Other Electrolysis,Dedicated renewable,Unknown,H2,,,,,1,1,1,,,,,,,,237,52667,41.1,,[988][991],36.14068759,-5.452604114,Electrolysis,0.5,,,,,
1201,Gazifere grid injection,CAN,FID/Construction,Other Electrolysis,Dedicated renewable,Unknown,H2,,,,,,,,1,,,,,,,20,4444,3.5,,[989],0,0,Electrolysis,0.5,,,,,
1202,GREEN H2 Langosteira,ESP,Feasibility study,Other Electrolysis,Dedicated renewable,Unknown,H2,,,,,,1,,,,,,,,,1,222,0.2,,[992],42.9222605,-9.271734499,Electrolysis,0.5,,,,,
1204,Pouakai - Taranaki - NH3,NZL,Feasibility study,NG w CCUS,,,Ammonia,,1,,,,,,,,,,,,,,286632,223.5,500000,[996][997],-39.11974032,173.9380123,Fossil fuels with CCUS,0.9,,,,,
1205,Pouakai - Taranaki - H2,NZL,Feasibility study,NG w CCUS,,,H2,,,,,,,,,,,,,,,,280899,219.0,500000,[996][997],-39.32205121,174.4101175,Fossil fuels with CCUS,0.9,,,,,
1215,Jintongling Biomass Gasification ,CHN,FID/Construction,Biomass,,,H2,,,,,,,,,,,,,,,,22831,17.8,,,0,0,Other,0.9,,,,,
1217,Khalifa Industrial Zone Abu Dhabi (KIZAD) Helios Industry- phase 2,ARE,Feasibility study,ALK,Dedicated renewable,Solar PV,Ammonia,,1,,,,,,,,,,,,,584.3,127032,99.0,,[927],24.48524216,54.39272804,Electrolysis,0.3,,,,,
1218,Veolia wastewater sludge plant,FRA,Operational,Biomass,,,H2,,,,,,1,,,,,,,,,,,,,[999],0,0,Other,0.9,,,,,
1220,IPCEI Blue Danube - first project,DEU,Feasibility study,Other Electrolysis,Dedicated renewable,Hydropower,H2,,,,,,,,,,,,,,,20,4444,3.5,,[1004],0,0,Electrolysis,0.8,,,,,
1221,Bay.H2 Project - Bayern Oil Refinery,DEU,Feasibility study,PEM,Grid,N/A,H2,1,,,,,,,,,,,,,,,,,,[1004],49.35088434,8.144561438,Electrolysis,0.57,,,,,
1222,Enid fertiliser,USA,Operational,NG w CCUS,,,Ammonia,,1,,,,,,,,,,,,,,,,680000,[1005],36.37933532,-97.76301183,Fossil fuels with CCUS,0.9,,,,,
1223,Ervia CCS - Irving refinery,IRL,Feasibility study,NG w CCUS,,,H2,1,,,,,,,,,,,,,,,,,2500000,[1006],51.84203641,-8.067696095,Fossil fuels with CCUS,0.9,,,,,
1224,Energean Prinos oil field,GRC,Concept,NG w CCUS,,,H2,,,,,,,,,,,,,,,,,,2500000,[1007],40.81817142,24.45065136,Fossil fuels with CCUS,0.9,,,,,
1227,Sinopec Zhongyuan Oilfield EOR,CHN,Decommisioned,Coal w CCUS,,,H2,1,,,,,,,,,,,,,,,,,100000,,35.762928,114.980511,Fossil fuels with CCUS,0.9,,,,,
1228,Changqing Oil Field EOR,CHN,Operational,Coal w CCUS,,,MeOH,,,1,,,,,,,,,,,,,,,50000,,0,0,Fossil fuels with CCUS,0.9,,,,,
1229,Fortescue Future Industries - Port of Pecem  (Phase I and II),BRA,Feasibility study,Other Electrolysis,Dedicated renewable,Offshore wind,Ammonia,,1,,,,,,,,,,,,,1006.0,223565,174.3,,[1010][1011][2094][2105][2626],-3.530928034,-38.79237746,Electrolysis,0.55,,,,,
1230,Marítimo Dragão - Qair,BRA,Feasibility study,Other Electrolysis,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,1216,270222,210.7,,[1010][1011][2156],-3.530928034,-38.79237746,Electrolysis,0.55,,,,,
1231,RIST Hydrogen Research Centre - nuclear Hydrogen project,KOR,DEMO,Other Electrolysis,Nuclear,,H2,,,,,,,,,,,,,,,,,,,[1012],0,0,Electrolysis,0.8,,,,,
1232,Rhode Green Energy Park ,IRL,DEMO,Other Electrolysis,Dedicated renewable,Unknown,H2,,,,,,,,,,,,,,,,,,,[1013],53.36134868,-7.210691025,Electrolysis,0.5,,,,,
1233,Lysekil refinery (phase 2),SWE,Feasibility study,Other Electrolysis,Dedicated renewable,Others/Various,H2,,,,,,,,,,,1,,,,300,66667,52.0,,[722],58.35011013,11.41815657,Electrolysis,0.5,,,,,
1234,KIMA - Aswan electrolyser,EGY,Decommisioned,ALK,Dedicated renewable,Hydropower,Ammonia,,1,,,,,,,,,,,,,,,,,[1015][1016],24.12201459,33.02207094,Electrolysis,0.8,,,,,
1235,Zimbabwe NH3 plant,ZWE,Decommisioned,ALK,Other/Unknown,,Ammonia,,1,,,,,,,,,,,,,,,,,[1015],0,0,Electrolysis,0.57,,,,,
1239,APEX-Plug Power H2 plamt,USA,Feasibility study,PEM,Dedicated renewable,Onshore wind,H2,,,,,,1,,,,,,,,,182.6,35112,27.4,,[1019],30.925541,-97.177594,Electrolysis,0.4,,,,,
1240,3 x 1250 kW projects in USA,USA,Operational,PEM,Other/Unknown,,H2,,,,,,,,,,,,,,,3.75,721,0.6,,[1020],0,0,Electrolysis,0.57,,,,,
1241,1 x 500 kW projects in USA,USA,Operational,PEM,Other/Unknown,,H2,,,,,,,,,,,,,,,0.5,96,0.1,,[1020],0,0,Electrolysis,0.57,,,,,
1243,18x180 kW projects in USA,USA,Operational,PEM,Other/Unknown,,H2,,,,,,,,,,,,,,,3.24,623,0.5,,[1020],0,0,Electrolysis,0.57,,,,,
1245,12 x 120 kW projects in USA,USA,Operational,PEM,Other/Unknown,,H2,,,,,,,,,,,,,,,1.44,277,0.2,,[1020],0,0,Electrolysis,0.57,,,,,
1247,"Frontier Energy, H2@Scale - gasification",USA,DEMO,Biomass,,,H2,,,,,,1,1,,,,,,,,,35,0.0,,[636][637][1021],0,0,Other,0.9,,,,,
1248,Iberdrola-Foresa Green Methanol (phase 1),ESP,Feasibility study,PEM,Dedicated renewable,Onshore wind,MeOH,,,1,,,,,,,,,,,,5,962,0.7,,[1023],42.60417324,-8.646013758,Electrolysis,0.4,,,,,
1249,Iberdrola-Foresa Green Methanol (phase 2),ESP,Feasibility study,Other Electrolysis,Dedicated renewable,Onshore wind,MeOH,,,1,,,,,,,,,,,,150,33333,26.0,,[1023],42.60417324,-8.646013758,Electrolysis,0.4,,,,,
1250,Danskammer Energy - Newburgh,USA,Concept,Other Electrolysis,Dedicated renewable,Unknown,H2,,,,,,,1,,,,,,,,,,,,[1025],0,0,Electrolysis,0.5,,,,,
1251,Balico - Virginia,USA,Concept,Other Electrolysis,Dedicated renewable,Unknown,H2,,,,,,,1,,,,,,,,,,,,[1025],0,0,Electrolysis,0.5,,,,,
1252,"Harrison Power Project in Cadiz, Ohio",USA,Concept,Other Electrolysis,Dedicated renewable,Unknown,H2,,,,,,,1,,,,,,,,,,,,[1025],0,0,Electrolysis,0.5,,,,,
1253,Western Green Energy Hub,AUS,Concept,Other Electrolysis,Dedicated renewable,Others/Various,Ammonia,,1,,,,,,,,,,,,,41574.3,9238727,7202.9,,[1027],-30.74776935,121.4650079,Electrolysis,0.5,,,,,
1254,APA Renewable Methane Demonstration Project,AUS,DEMO,Other Electrolysis,Dedicated renewable,Solar PV,CH4,,,,,,,,,,,,,1,,0.005,1,0.0,,[1029],-26.49710826,148.7938334,Electrolysis,0.3,,,,,
1255,Bio-Hydrogen Demonstration Plant,AUS,DEMO,Biomass,,,H2,1,,,,,,,,,,,,,,,0,0.0,,[1028],0,0,Other,0.9,,,,,
1256,Bundaberg Hydrogen Hub,AUS,Feasibility study,Other Electrolysis,Dedicated renewable,Solar PV,H2,,,,,,1,,,,,,,,,80,17778,13.9,,[1031],-24.86622,152.3489,Electrolysis,0.3,,,,,
1257,Daintree Microgrid Project,AUS,Concept,Other Electrolysis,Dedicated renewable,Solar PV,H2,,,,,,,,,,,,,,,,,,,[1032],-16.25020305,145.3189798,Electrolysis,0.3,,,,,
1258,Christmas Creek Renewable Hydrogen Mobility Project,AUS,Operational,PEM,Dedicated renewable,Solar PV,H2,,,,,,1,,,,,,,,,1.4,269,0.21,,[1036] [2637],-22.36264868,122.7386707,Electrolysis,0.3,,,,,
1259,ABEL Energy Bell Bay Powerfuels Project - phase 1,AUS,Feasibility study,ALK,Dedicated renewable,Onshore wind,MeOH,,,1,,,,,,,,,,,,260,56522,44.1,,[1039][1765][2582],-41.13101583,146.8704779,Electrolysis,0.4,,,,,
1260,Grange Resources Renewable Hydrogen,AUS,Feasibility study,Other Electrolysis,Dedicated renewable,Unknown,H2,,,,,1,,,,,,,,,,95,21111,16.5,,[1040],0,0,Electrolysis,0.5,,,,,
1261,Melbourne Hydrogen Hub,AUS,Feasibility study,PEM,Grid,,H2,,,,,,1,,1,,,,,,,10,1923,1.5,,[1041],-37.80845507,144.9404822,Electrolysis,0.57,,,,,
1262,Portland Renewable Hydrogen Project,AUS,Feasibility study,Other Electrolysis,Dedicated renewable,Onshore wind,H2,,,,,,,,1,,,,,,,50,11111,8.7,,[1042],-38.361674,141.603662,Electrolysis,0.4,,,,,
1263,Swinburne University of Technology Victorian Hydrogen Hub – CSIRO Hydrogen Refuelling Station,AUS,Operational,Other Electrolysis,Grid,,H2,,,,,,1,,,,,,,,,0.0,9,0.0,,[1043] [1639] [2274],-37.80845507,144.9404822,Electrolysis,0.57,,,,,
1264,Agnes Energy Hub,ITA,Concept,Other Electrolysis,Dedicated renewable,Others/Various,H2,,,,,,,,,,,,,,,,,,,[1556],0,0,Electrolysis,0.5,,,,,
1265,"Konin Power Plant, phase 2 - ZE PAK",POL,FID/Construction,PEM,Dedicated renewable,Others/Various,H2,,,,,,1,,,,,,,,,2.5,481,0.4,,"[846], Platts European Gas Daily 23-07-2021, [1635]",52.2875093,18.2839037,Electrolysis,0.5,,,,,
1266,"Konin Power Plant, phase 3",POL,Feasibility study,PEM,Dedicated renewable,Others/Various,H2,,,,,,1,,,,,,,,,45,8654,6.7,,"[846], Platts European Gas Daily 23-07-2021, [1635]",52.2875093,18.2839037,Electrolysis,0.5,,,,,
1267,AquaSector,DEU,Feasibility study,Other Electrolysis,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,272,60444,47.1,,Platts European Gas Daily 26-07-2021,54.20234361,7.921268609,Electrolysis,0.55,,,,,
1269,H2Mare,DEU,FID/Construction,PEM,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,14,2692,2.1,,"[1046], Platts European Gas Daily 26-07-2021",0,0,Electrolysis,0.55,,,,,
1271,"Meirama plant, phase 2",ESP,Concept,Other Electrolysis,Dedicated renewable,Onshore wind,H2,,,,,1,,,,,,,,,,150,33333,26.0,,"[648], Platts European Gas Daily 29-07-2021",43.17444109,-8.407700488,Electrolysis,0.4,,,,,
1272,Freienbach plant,CHE,Feasibility study,Other Electrolysis,Grid,,H2,,,,,,1,,,,,,,,,10,2222,1.7,,[1559],47.20080987,8.767420442,Electrolysis,0.57,,,,,
1273,"Trailblazer - Siemens-Air Liquide Oberhausen, Phase 1",DEU,Operational,PEM,Dedicated renewable,Unknown,H2,,,,1,1,1,,,,,,,,,20,3846,3.0,,[1560] [2725],51.48694451,6.866316126,Electrolysis,0.5,,,,,
1274,"Trailblazer - Siemens-Air Liquide Oberhausen, Phase 2",DEU,FID/Construction,PEM,Dedicated renewable,Unknown,H2,,,,1,1,1,,,,,,,,,10,1923,1.5,,[1560],51.48694451,6.866316126,Electrolysis,0.5,,,,,
1275,Trafford Low Carbon Energy Park - phase 1,GBR,FID/Construction,Other Electrolysis,Dedicated renewable,Others/Various,H2,,,,,1,1,,,,,,,,,10.5,2333,1.8,,[1561][1562] [2345],53.43694426,-2.408255046,Electrolysis,0.5,,,,,
1276,Hidrógeno Verde Bahía Quintero,CHL,Feasibility study,ALK,Grid,,H2,,,,,1,1,,1,,,,,,,10,2174,1.7,,[1563],-32.60769316,-70.89897675,Electrolysis,0.57,,,,,
1277,Wintershall Dea - VNG Turquoise H2 project,DEU,DEMO,Other,,,H2,,,,,,,,,,,,,,,,187,0.1,,[1564],0,0,Other,0.9,,,,,
1281,Yarwun alumina refinery,AUS,FID/Construction,Other Electrolysis,Grid,,H2,,,,,1,,,,,,,,,,2.5,556,0.4,,[1047],-23.83055373,151.1497468,Electrolysis,0.57,,,,,
1282,Hydrogen Generation Unit  - H2V Las Tortolas,CHL,Operational,PEM,Dedicated renewable,Solar PV,H2,,,,,,1,,,,,,,,,0.0,1,0.0,,[1048[]1049],-33.20572411,-70.67851224,Electrolysis,0.3,,,,,
1283,Sonam Nurboo Memorial Hopsital,IND,Feasibility study,Other Electrolysis,Dedicated renewable,Unknown,H2,,,,,,,1,,1,1,,,,,25,5556,4.3,,[1050],34.15413521,77.58227248,Electrolysis,0.5,,,,,
1285,Hokkaido green hydrogen plant,JPN,Feasibility study,Other Electrolysis,Dedicated renewable,Offshore wind,H2,,,,1,1,1,1,,,,,,,,3.2,705,0.6,,[1052],43.464549,143.5071925,Electrolysis,0.55,,,,,
1287,"MMEX - Pecos, Texas",USA,Feasibility study,PEM,Dedicated renewable,Solar PV,H2,,,,,,,,,,,,,,,405.7,78027,60.8,,[1054],31.39098157,-103.5359583,Electrolysis,0.3,,,,,
1288,Energy-Norweigian Catapult Centre,NOR,Operational,ALK,Dedicated renewable,Unknown,H2,,,,,,,,,,,,,,,0.9,196,0.2,,[1055] [1629],0,0,Electrolysis,0.5,,,,,
1289,Raven - Republic Services H2 from waste plant,USA,FID/Construction,Other,,,H2,,,,,,1,,,,,,,,,,2565,2.0,,[1056] [1638],0,0,Other,0.9,,,,,
1291,Javelina refinery,USA,Concept,NG w CCUS,,,H2,1,,,,,,,,,,,,,,,,,,[1058],27.80682114,-97.46050667,Fossil fuels with CCUS,0.9,,,,,
1292,Cromarty Green Hydrogen Facility,GBR,Feasibility study,PEM,Grid+Renewables,Onshore wind,H2,,,,,1,,,,,,,,,,15,2885,2.2,,[1059][1547][1858],57.96997752,-4.214047617,Electrolysis,0.7,,,,,
1293,North Dakota Hydrogen Hub (former Great Plains Synfuel Plant),USA,Feasibility study,NG w CCUS,,,H2,,,,,,,,,,,,,,,,397619,310.0,,[1059],47.26326389,-101.7782947,Fossil fuels with CCUS,0.9,,,,,
1294,Octopus Hydrogen - MIRA Technology Park,GBR,Operational,ALK,Dedicated renewable,Unknown,H2,,,,,,1,,,,,,,,,0.9,196,0.2,,[1660],52.55462082,-1.463244089,Electrolysis,0.5,,,,,
1295,HEVO-Sul,PRT,FID/Construction,PEM,Dedicated renewable,Solar PV,H2,,,,,1,,,1,,,,,,,4.3,827,0.6,,[1063] [1064],37.95961408,-8.858586399,Electrolysis,0.3,,,,,
1297,HYVALUE,ESP,Feasibility study,Biomass,,,H2,,,,,1,1,,,,,,,,,,2052,1.6,,[1626],0,0,Other,0.9,,,,,
1299,"H2 Valcamonica,",ITA,Feasibility study,Other Electrolysis,Other/Unknown,,H2,,,,,1,1,,,,,,,,,6,1333,1.0,,[1627],45.95516239,10.29126135,Electrolysis,0.57,,,,,
1300,H2 Évora - GreenGas I,PRT,DEMO,PEM,Dedicated renewable,Solar PV,H2,,,,,,,,,,,,,,,0.1,19,0.0,,[1064][1587],38.57136364,-7.912554052,Electrolysis,0.3,,,,,
1301,H2 Évora - GreenGas II,PRT,Operational,PEM,Dedicated renewable,Solar PV,H2,,,,,,,,1,,,,,,,0.3,58,0.0,,[1064] [1640],38.57136364,-7.912554052,Electrolysis,0.3,,,,,
1302,PRIO ENERGY,PRT,Feasibility study,PEM,Dedicated renewable,Solar PV,H2,,,,,1,1,,,,,,,,,0.9,180,0.1,,[1064],0,0,Electrolysis,0.3,,,,,
1303,KEME ENERGY,PRT,Feasibility study,PEM,Dedicated renewable,Solar PV,H2,,,,,1,,,,,,,,,,0.9,180,0.1,,[1064],37.98716395,-8.848481602,Electrolysis,0.3,,,,,
1304,HEVO Sines (Phase 2),PRT,Feasibility study,PEM,Dedicated renewable,Solar PV,Various,,,,,,,,1,,,,,,,91,17500,13.6,,[1064][2696][2697],37.95961408,-8.858586399,Electrolysis,0.3,,,,,
1305,HEVO-Morocco,MAR,Feasibility study,PEM,Dedicated renewable,Solar PV,Ammonia,,1,,,,,,,,,,,,,689.2,132540,103.3,,[1064][1163],33.1267,-8.62028,Electrolysis,0.3,,,,,
1306,OceanH2,ESP,DEMO,Other Electrolysis,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,,,,,[1065],0,0,Electrolysis,0.55,,,,,
1307,TAQA-Emirates Steel Green H2,ARE,Concept,Other Electrolysis,Dedicated renewable,Solar PV,H2,,,,1,,,,,,,,,,,,,,,[1066],24.33491011,54.47101004,Electrolysis,0.3,,,,,
1308,Salamander,GBR,Concept,Other Electrolysis,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,10,2222,1.7,,[1067],57.68261709,-1.513635316,Electrolysis,0.55,,,,,
1309,Votalia - Taqa Arabia -phase 1,EGY,Feasibility study,Other Electrolysis,Dedicated renewable,Others/Various,H2,,1,,,,,,,,,,,,,500,111111,86.6,,[1872] [2591],29.64890991,32.35073039,Electrolysis,0.5,,,,,
1311,Tokyo Sewage-to-H2 plant,JPN,Operational,Biomass,,,H2,,,,,,1,,,,,,,,,,21,0.0,,[1070],35.66380216,139.7201748,Other,0.9,,,,,
1312,Inner Mongolia green hydrogen,CHN,FID/Construction,Other Electrolysis,Dedicated renewable,Others/Various,H2,,,,,,1,,,,,,,,,,,,,[1071],39.68558922,109.8543549,Electrolysis,0.5,,,,,
1314,Heroya Industrial Park,NOR,Operational,ALK,Dedicated renewable,Unknown,H2,,,,,,,,,,,,,,,5.5,1196,0.9,,[1568][1569],59.12122228,9.6305157,Electrolysis,0.5,,,,,
1315,H2 Energy Europe Esbjerg green hydrogen,DNK,Feasibility study,PEM,Dedicated renewable,Offshore wind,H2,,,,,1,1,,,,,,,,,1000,192308,149.9,,[1249][1510],55.47683853,8.462096409,Electrolysis,0.55,,,,,
1316,HBIS DRI in Zhangxuan Technology of Hesteel Group,CHN,Feasibility study,Other Electrolysis,Dedicated renewable,Unknown,H2,,,,1,,,,,,,,,,,869.5,193228,151,,[1073],40.51834932,114.9417672,Electrolysis,0.5,,,,,
1318,Itochu/Petronas ammonia project,CAN,Concept,NG w CCUS,,,Ammonia,,1,,,,,,,,,,,,,,230968,180.1,,[1074],53.69784769,-113.2170845,Fossil fuels with CCUS,0.9,,,,,
1319,Prax Lindsey Oil Refinery Phase 1,GBR,Feasibility study,NG w CCUS,,,H2,1,,,,,,,,,,,,,,,,,550000,[1570],53.63974652,-0.257045555,Fossil fuels with CCUS,0.9,,,,,
1320,ArcelorMittal Hamburg,DEU,FID/Construction,Other Electrolysis,Dedicated renewable,Unknown,H2,,,,1,,,,,,,,,,,50,11111,8.7,,Platts European Gas Daily 08-09-2021,53.52496486,9.90024185,Electrolysis,0.5,,,,,
1321,H2GN - Power-to-gas Coquimbo,CHL,Operational,Other Electrolysis,Dedicated renewable,Solar PV,H2,,,,,,,,1,,,,,,,0.15,33,0.0,,[1075] [1630],-29.95893926,-71.33903611,Electrolysis,0.3,,,,,
1323,Shell heavy residue gasification CCUS - Pernis refinery ,NLD,Feasibility study,Oil w CCUS,,,H2,1,,,,,,,,,,,,,,,128264,100.0,1000000,[343] [344],51.88080174,4.317581836,Fossil fuels with CCUS,0.9,,,,,
1325,Southland green hydrogen project,NZL,Feasibility study,Other Electrolysis,Dedicated renewable,Unknown,Ammonia,,1,,,,,,,,,,,,,600,133333,104.0,,[1081][1287],-44.07782426,170.5405291,Electrolysis,0.5,,,,,
1326,Gonfreville Raffinerie,FRA,Concept,NG w CCUS,,,H2,1,,,,,,,,,,,,,,,119382,93.1,650000,[1082],49.4864623,0.217559312,Fossil fuels with CCUS,0.9,,,,,
1328,Vlissingen - VoltH2 - phase II,NLD,Feasibility study,Other Electrolysis,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,75,16667,13.0,,[1083] [1662],51.45546439,3.564851569,Electrolysis,0.55,,,,,
1329,Terneuzen - VoltH2 - phase I,NLD,Feasibility study,Other Electrolysis,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,25,5556,4.3,,[1083] [1115] [1671],51.3198236,3.815528055,Electrolysis,0.55,,,,,
1331,Green Wolverine,SWE,Feasibility study,Other Electrolysis,Dedicated renewable,Others/Various,Ammonia,,1,,,,,,,,,,,,,600,133333,104.0,,[1084],65.73140341,21.94926284,Electrolysis,0.5,,,,,
1332,Fairfuel Atmosfair,DEU,Operational,PEM,Dedicated renewable,Others/Various,Synfuels,,,,,,,,,,,,1,,,1.3,250,0.2,,]1085][1086][1585],52.8528701,7.6764179,Electrolysis,0.5,,,,,
1333,PYROCO2,NOR,DEMO,Other Electrolysis,Dedicated renewable,Unknown,Various,,,,,1,,,,,,,,,,2.4,530,0.4,,[1087],0,0,Electrolysis,0.5,,,,,
