type,latitude,longitude,capacity_mw
Hydro,-6.5872,-47.4594,1087.0
Hydro,-20.1506,-47.2794,1048.0
Hydro,-21.9166,-42.2549,1.4
Hydro,-21.6031,-46.9492,108.8
Hydro,-24.474,-51.7922,1.0
Hydro,-20.1169,-43.8681,3.792
Hydro,-22.2042,-43.0931,4.8
Biomass,-22.3051,-51.2115,1.2
Hydro,-20.7942,-42.0,1.224
Hydro,-19.067,-42.8092,1.35
Hydro,-10.1622,-59.4578,30.0
Hydro,-26.7636,-52.2183,4.0
Hydro,-10.1648,-59.4466,2.788
Hydro,-17.968,-51.7613,16.5
Hydro,-22.6975,-46.8512,1.3
Hydro,-27.5594,-53.5767,9.2
Biomass,-21.8411,-47.3514,80.5
Hydro,0.852,-51.2,252.0
Biomass,-20.751,-51.678,163.2
Biomass,-21.111,-50.2236,4.4
Hydro,-15.3926,-58.6378,19.41
Biomass,-22.5136,-47.3723,5.0
Hydro,-26.8481,-51.8794,4.8
Hydro,-26.7877,-53.3942,16.5
Biomass,-3.1995,-47.5937,1.25
Biomass,0.0408,-51.1351,1.7
Hydro,-22.7031,-43.8814,130.3
Hydro,-27.6667,-51.7333,1.0
Hydro,-27.1417,-53.0397,855.0
Hydro,-21.0537,-41.72,4.5
Hydro,-20.7,-41.5167,29.0
Hydro,-23.9406,-47.1944,29.52
Hydro,-26.9564,-50.4889,2.2
Hydro,-27.5103,-53.4253,1.2
Biomass,-20.2996,-49.1965,2.6
Biomass,-20.0803,-48.8124,16.092
Hydro,-20.7022,-41.0894,8.736
Hydro,-24.0075,-47.2639,36.4
Hydro,-20.45,-43.2667,10.0
Hydro,-20.7492,-41.8761,4.5
Hydro,-25.7086,-51.9981,120.168
Hydro,-25.7086,-51.9981,2.475
Hydro,-22.5303,-44.5669,216.0
Hydro,-20.4967,-43.4722,3.6
Hydro,-19.0833,-42.85,22.5
Hydro,-21.1436,-45.0372,180.0
Hydro,-14.1833,-39.4667,30.0
Biomass,-22.7576,-47.4689,3.6
Biomass,-23.0459,-49.0334,30.0
Hydro,-20.6471,-46.3286,1216.0
Hydro,-29.3653,-54.5039,9.8
Hydro,-20.3667,-43.2033,6.0
Hydro,-20.1364,-43.8717,1.44
Hydro,-13.3934,-46.3906,12.06
Biomass,-22.7444,-47.1356,11.5
Hydro,-29.2501,-51.1676,1.5
Biomass,-10.6505,-51.4092,2.032
Hydro,-13.3906,-57.6242,29.3
Hydro,-27.6217,-50.9882,191.9
Biomass,-20.7659,-51.2492,78.0
Hydro,-21.85,-48.5167,4.8
Biomass,-20.5711,-50.3749,3.8
Biomass,-7.3481,-35.0174,30.0
Hydro,-8.6361,-35.2036,4.5
Hydro,-13.9969,-45.403,1.0
Hydro,-21.0358,-42.3317,11.36
Hydro,-16.0311,-55.3611,1.0
Hydro,-18.2167,-48.25,27.0
Biomass,-15.2112,-49.0874,7.3
Biomass,-18.0668,-49.6613,46.52
Hydro,-26.0833,-51.65,1676.0
Hydro,-24.0622,-50.7064,363.138
Hydro,-25.5431,-53.4981,1240.0
Hydro,-25.7833,-52.1333,1260.0
Hydro,-25.1386,-48.8738,260.0
Hydro,-14.793,-57.9672,27.4
Biomass,-22.2347,-48.4633,1.968
Hydro,-15.1239,-58.9647,124.2
Biomass,-20.8171,-48.8132,9.4
Biomass,-20.5032,-49.5514,38.0
Biomass,-20.4818,-49.5282,34.0
Hydro,-25.7148,-48.9745,36.0
Biomass,-20.1098,-49.7508,12.0
Hydro,-27.767,-53.56,1.76
Hydro,-21.4914,-43.4544,5.4
Biomass,-10.0817,-36.2231,14.312
Biomass,-10.1811,-57.4505,30.0
Biomass,-20.4184,-48.2114,55.0
Hydro,-19.7083,-42.96,140.04
Biomass,-4.8888,-47.3775,10.0
Hydro,-23.8753,-46.4486,889.0
Hydro,-29.5,-50.8333,1.44
Biomass,-21.7932,-49.0027,57.0
Biomass,-18.7921,-52.8859,64.0
Hydro,-27.0372,-49.5708,21.0
Hydro,-21.7592,-48.9906,131.49
Biomass,-21.0013,-48.2761,33.0
Biomass,-22.1616,-50.4744,6.52
Hydro,-19.9833,-47.75,210.0
Biomass,-23.3953,-52.0839,3.4
Hydro,-28.365,-54.3743,3.6
Hydro,-28.443,-54.2889,1.0
Hydro,-13.1975,-58.9839,20.16
Hydro,-20.3822,-51.3636,3444.0
Hydro,-20.8342,-41.1225,3.8
Hydro,-21.85,-42.5833,187.169
Hydro,-19.2008,-52.3542,12.5
Hydro,-19.2836,-52.3983,19.998
Hydro,-15.255,-58.7164,28.0
Biomass,-2.9039,-48.7272,2.7104
Biomass,-2.0315,-48.4021,1.64
Hydro,-19.5317,-42.1231,6.0
Biomass,-20.5265,-51.2345,40.0
Hydro,-13.3669,-57.6175,20.6
Biomass,-10.5586,-37.0292,8.0
Biomass,-23.0957,-49.5836,76.0
Biomass,-21.3441,-47.1555,4.2
Biomass,-21.8278,-47.741,3.025
Biomass,-8.3892,-35.0821,11.2
Biomass,-21.1004,-51.4821,25.0
Biomass,-22.5824,-47.5216,14.0
Biomass,-26.9293,-51.7905,9.8
Hydro,-16.7381,-42.5747,399.0
Hydro,-18.0833,-51.1667,30.0
Hydro,-10.7008,-47.7939,29.064
Biomass,-7.9058,-35.2847,47.0
Hydro,-24.6933,-51.5192,14.0
Hydro,-21.4167,-47.3333,3.88
Hydro,-25.4269,-54.5931,7000.0
Biomass,-21.4717,-46.7957,3.2
Biomass,-14.7542,-57.1856,37.5
Biomass,-19.8893,-49.6895,6.0
Hydro,-15.9403,-39.5206,456.0
Hydro,-23.7519,-46.1394,15.0
Hydro,-29.2607,-53.2359,500.4
Hydro,-17.0906,-54.8307,156.0
Hydro,-21.3,-43.2167,4.04
Biomass,-19.0114,-49.6619,56.0
Hydro,-18.4213,-49.116,2080.5
Biomass,-18.369,-49.2605,56.0
Hydro,-23.6125,-47.3969,56.17
Hydro,-21.2913,-44.6224,52.0
Hydro,-27.2767,-52.3822,1450.0
Hydro,-21.4,-43.0167,24.4
Hydro,-21.35,-42.9667,12.48
Hydro,-21.3,-42.9,24.4
Biomass,-21.5285,-48.3655,1.6
Biomass,-23.1575,-47.7737,3.8
Biomass,-8.2239,-35.2718,33.2
Biomass,-23.0895,-49.9321,4.6
Hydro,-22.425,-48.02,2.0
Biomass,-15.9222,-55.2163,2.8
Hydro,-29.0735,-53.209,180.0
Hydro,-20.0231,-47.4344,424.0
Hydro,-23.195,-46.0278,27.6
Hydro,-22.8167,-46.9,11.8
Biomass,-15.2071,-48.9758,50.0
Hydro,-9.9537,-63.0917,20.0
Biomass,-6.9869,-35.0143,28.8
Hydro,-28.9361,-51.4648,28.0
Biomass,-0.9196,-52.4258,55.0
Biomass,-17.6918,-51.6155,105.0
Hydro,-17.8933,-51.7233,30.0
Hydro,-15.2356,-58.7278,121.5
Hydro,-9.2664,-64.6478,3750.0
Hydro,-23.8133,-47.6731,1.55
Hydro,-28.2931,-53.8742,14.335
Biomass,-21.082,-49.912,19.0
Hydro,-21.5828,-46.7467,3.5
Hydro,-27.7178,-50.6569,18.99
Hydro,-20.12,-42.3939,22.02
Hydro,-21.8344,-46.0919,1.0
Biomass,-19.754,-40.3765,3.5
Hydro,-19.6397,-45.1092,1.548
Hydro,-14.7483,-58.0739,42.0
Hydro,-14.7561,-58.0231,42.0
Hydro,-8.006,-35.6969,1.0
Hydro,-20.3953,-40.5708,4.84
Hydro,-20.4705,-44.2464,3.4
Biomass,-10.5573,-37.0301,1.2
Biomass,-19.9841,-47.7887,7.2
Hydro,-20.7758,-51.6267,1551.2
Hydro,-23.2094,-49.23,100.956
Hydro,-23.9622,-47.39,7.2
Hydro,-11.3033,-59.2236,2.648
Biomass,-28.6338,-49.2327,1.2
Biomass,-24.2436,-50.7414,330.0
Biomass,-27.5585,-50.303,37.882
Biomass,-20.0709,-45.5429,85.0
Biomass,-22.1575,-47.2496,39.6
Biomass,-21.5139,-54.7018,90.0
Hydro,-9.8394,-48.2919,1.776
Biomass,-17.2536,-47.6785,2.0
Hydro,-17.2799,-47.5251,3.992
Hydro,-12.1525,-46.8177,25.6
Hydro,-19.0572,-52.5308,8.838
Hydro,-26.5439,-52.3694,1.0
Hydro,-6.7819,-48.1508,2.07
Hydro,-27.1456,-52.8392,1.0008
Biomass,-10.0085,-67.7578,1.5
Biomass,-7.6571,-35.3309,4.825
Hydro,-22.5667,-44.8631,30.0
Hydro,-22.5167,-48.65,1.68
Hydro,-21.0142,-42.461,1.26
Hydro,-22.5781,-46.4194,1.25
Hydro,-21.6253,-47.0094,32.0
Hydro,-28.9333,-51.7667,19.5
Hydro,-27.4275,-53.5408,1.0
Hydro,-22.1615,-47.9011,2.0
Biomass,-23.5243,-48.9287,3.88
Biomass,-23.6461,-46.6386,4.0
Biomass,-21.5649,-50.9594,15.7
Hydro,-26.5778,-52.4961,30.0
Hydro,-22.3688,-45.3516,1.62
Hydro,-8.6514,-35.2175,5.751
Hydro,-9.144,-38.3134,1479.6
Hydro,-22.7169,-47.6517,2.88
Hydro,-9.7572,-48.3714,902.5
Biomass,-22.6721,-48.8156,4.0
Biomass,-22.5402,-48.7994,38.0
Hydro,-14.4178,-59.5236,2.5
Biomass,-20.7787,-48.1919,16.4
Hydro,-22.125,-41.8333,21.0
Hydro,-22.7906,-46.8972,2.363
Hydro,-27.5278,-51.7903,1140.0
Hydro,-15.5225,-41.5111,1.72
Hydro,-19.6428,-43.6911,2.88
Biomass,-26.7717,-51.0044,3.2
Hydro,-27.0367,-49.575,4.0
Hydro,-18.6806,-48.4908,19.0
Hydro,-14.6828,-46.2961,12.0
Biomass,-18.3495,-49.4084,5.0
Biomass,-20.479,-48.4015,90.0
Hydro,-14.8744,-55.7858,210.9
Biomass,-21.3488,-55.4292,7.4
Hydro,-14.3389,-57.6192,10.5
Biomass,-22.5711,-50.6442,46.82
Hydro,-21.9897,-42.2972,1.0
Hydro,-27.57,-53.7858,16.55
Hydro,-20.2878,-47.0661,492.1
Hydro,-20.3011,-49.1967,1440.0
Hydro,-27.2072,-51.5117,1.71
Biomass,-10.1446,-36.5339,20.5
Biomass,-9.464,-59.6949,2.0
Hydro,-12.8217,-60.2958,1.84
Hydro,-19.5005,-40.9185,189.0
Hydro,-28.0978,-53.0142,2.88
Hydro,-16.2,-47.1667,24.0
Hydro,-24.6,-53.2333,1.0
Hydro,-22.0392,-43.7683,9.54
Biomass,-20.4503,-50.1965,60.0
Hydro,-15.9781,-55.3594,2.0
Biomass,-26.253,-51.0903,16.0
Hydro,-20.865,-42.355,1.26
Hydro,-18.9122,-48.0414,408.0
Hydro,-13.5542,-59.9353,1.94
Biomass,-6.9447,-35.1299,11.7
Biomass,-20.2312,-49.3503,89.0
Hydro,-22.3669,-46.9,7.2
Biomass,-20.4724,-47.8749,4.0
Hydro,-24.4181,-54.0271,3.7
Hydro,-27.7539,-51.3122,13.7
Hydro,-27.3456,-52.7311,74.0
Hydro,-20.775,-46.725,7.36
Hydro,-11.9319,-62.1828,4.8
Hydro,-29.0303,-51.5206,130.0
Hydro,-22.0197,-43.3022,25.0
Biomass,-21.2063,-49.7316,3.5
Biomass,-22.2916,-55.0938,20.0
Biomass,-20.8512,-50.0799,20.0
Biomass,-21.4779,-47.7607,5.52
Hydro,-30.3176,-51.8654,2.25
Hydro,-16.3419,-51.4375,30.0
Hydro,-17.5833,-40.9833,19.1
Biomass,-22.6597,-50.2072,1.52
Biomass,-21.194,-51.2062,4.65
Hydro,-20.4667,-41.4667,25.0
Biomass,-21.9143,-47.498,2.18
Biomass,-22.3462,-47.3239,18.0
Biomass,-16.9647,-50.4381,33.0
Biomass,-21.1815,-48.6447,54.0
Biomass,-16.354,-46.8965,1.0
Hydro,-22.6833,-43.8739,378.42
Hydro,-22.5,-45.3333,10.0
Biomass,-20.581,-49.9424,30.0
Biomass,-20.4503,-50.197,30.0
Biomass,-22.92,-45.4525,3.2
Hydro,-14.8633,-53.29,1.0
Biomass,-20.581,-49.9424,60.0
Biomass,-10.189,-59.4345,1.275
Hydro,-18.1428,-48.27,21.0
Hydro,-21.1189,-50.2011,347.4
Hydro,-28.0411,-49.13,4.1
Biomass,-17.2743,-50.1395,6.2
Hydro,-21.4667,-42.85,29.232
Biomass,-20.8238,-49.7558,15.504
Hydro,-13.5903,-56.2171,14.0
Hydro,-19.1331,-47.6936,510.0
Biomass,-21.9082,-48.1044,3.6
Hydro,-13.9848,-57.067,2.99999
Hydro,-25.0114,-48.6222,23.0
Hydro,-20.7667,-44.6833,2.88
Hydro,-15.1,-58.7333,26.0
Hydro,-9.0004,-36.1129,1.25
Hydro,-21.0897,-42.3425,22.7
Hydro,-23.0684,-49.8381,44.4
Hydro,-27.6367,-51.49,16.0
Biomass,-19.9962,-50.3726,12.0
Biomass,-17.1692,-46.8747,1.2
Biomass,-31.7455,-52.4246,5.8
Hydro,-26.5845,-52.1836,2.0
Hydro,-21.7481,-46.5756,7.8
Hydro,-22.1844,-44.2669,1.92
Hydro,-19.5,-47.5167,23.0
Hydro,-24.8919,-49.5936,1.2
Biomass,-20.9508,-40.9427,3.2
Hydro,-18.5992,-41.8478,20.0
Hydro,-28.9039,-50.8119,24.165
Hydro,-27.5979,-49.74,1.84
Hydro,-26.6667,-49.3333,24.602
Hydro,-20.548,-47.8136,16.5
Hydro,-14.8301,-57.9116,27.99
Hydro,-15.5031,-44.7558,4.2
Biomass,-23.4957,-49.0289,3.7
Biomass,-15.9213,-55.215,5.0
Hydro,-22.6833,-43.7667,25.0
Hydro,-23.41,-45.6006,87.02
Biomass,-22.5463,-51.8189,60.0
Hydro,-23.1869,-49.3839,31.5
Hydro,-13.8517,-53.2558,29.02
Hydro,-19.0,-53.0,21.6
Hydro,-18.6381,-43.9647,4.28
Hydro,-21.9042,-46.2681,1.25
Hydro,-26.4458,-50.9878,10.0
Hydro,-13.0742,-58.9754,15.4
Biomass,-21.724,-54.4916,73.8
Hydro,-26.7546,-52.3838,4.0
Hydro,-27.55,-52.7333,226.0
Hydro,-29.0167,-53.1833,158.0
Hydro,-28.1394,-55.0478,77.0
Hydro,-28.2825,-53.8097,3.2
Hydro,-29.2833,-50.75,1.332
Hydro,-28.8,-50.6,30.0
Biomass,-20.5444,-46.6461,14.09
Biomass,-22.7681,-50.1118,4.16
Hydro,-8.5922,-35.3914,1.224
Biomass,-21.2789,-51.7723,33.75
Hydro,-9.3984,-38.2026,180.001
Hydro,-9.3984,-38.2026,443.0
Hydro,-9.3984,-38.2026,794.2
Hydro,-9.4132,-38.2106,2462.4
Hydro,-20.24,-42.91,1.0
Biomass,-10.288,-36.4903,4.8
Biomass,-22.9696,-47.7851,2.4
Hydro,-13.8688,-40.2351,20.007
Hydro,-8.5164,-35.4839,6.5
Hydro,-12.5852,-38.9986,162.0
Hydro,-21.1986,-41.3764,19.0
Hydro,-24.7875,-51.43,16.04
Hydro,-21.75,-46.6,8.86
Biomass,-9.1941,-48.1335,80.0
Hydro,-22.6083,-46.4417,1.0
Hydro,-12.2391,-48.3824,498.75
Hydro,-16.0033,-55.1153,6.0
Hydro,-22.6864,-43.8253,99.11
Biomass,-23.9052,-53.463,2.4
Hydro,-27.4578,-50.6406,30.0
Hydro,-24.1328,-49.6358,12.44
Hydro,-19.8814,-43.3678,9.4
Biomass,-7.9058,-35.2847,36.5
Hydro,-22.4756,-43.1544,1.0
Hydro,-28.7912,-50.5643,19.0
Hydro,-22.2022,-43.1553,9.0
Hydro,-21.8849,-43.5408,50.0
Hydro,-29.5833,-51.1278,1.4014
Hydro,-18.6889,-49.0089,21.69
Hydro,-23.8359,-47.6565,1.3
Biomass,-10.1561,-36.3391,4.0
Hydro,-22.2833,-46.7833,6.8
Hydro,-26.2439,-52.4381,1.279
Biomass,-20.7255,-50.9526,42.0
Biomass,-20.7263,-50.9525,35.0
Hydro,-19.75,-41.7667,20.0
Hydro,-22.7083,-47.6333,1.12
Hydro,-23.1544,-49.38,81.0
Hydro,-16.5833,-51.8167,18.05
Biomass,-8.224,-35.272,25.0
Hydro,-21.0172,-42.4408,1.26
Hydro,-21.1208,-41.72,20.0
Hydro,-23.383,-46.983,25.024
Biomass,-24.522,-49.9395,9.0
Hydro,-19.08,-42.685,1.25
Hydro,-0.8664,-59.6047,24.96
Hydro,-27.5801,-51.3543,4.0
Biomass,-26.424,-51.3065,2.0
Hydro,-18.7833,-52.3833,17.0
Hydro,-26.9578,-52.3404,16.0
Biomass,-19.4299,-44.325,5.0
Hydro,-18.7414,-52.2867,13.774
Hydro,-19.4103,-54.4931,13.0
Hydro,-17.6103,-54.8269,176.1
Biomass,-8.9378,-35.7506,2.4
Hydro,-20.1242,-48.5719,319.2
Hydro,-19.1167,-42.6592,112.0
Hydro,-11.8142,-46.7831,30.0
Hydro,-23.2092,-47.2964,24.8
Hydro,-22.478,-52.9561,1540.0
Hydro,-24.0625,-47.4158,28.4
Hydro,-19.4736,-52.5397,28.03
Biomass,-18.4581,-52.5995,160.0
Biomass,-21.0999,-49.3177,40.2
Hydro,-15.8356,-54.4083,1.2
Hydro,-21.7906,-46.1244,9.16
Hydro,-26.7625,-53.6656,3.0
Hydro,-13.9972,-45.403,1.76
Hydro,-13.3336,-44.6328,8.0
Hydro,-15.3819,-54.4197,8.12
Hydro,-11.9044,-61.2353,24.743
Biomass,-15.0948,-54.2107,8.0
Hydro,-21.2961,-49.7831,264.0
Biomass,-8.5579,-35.535,8.04
Hydro,-26.65,-52.5333,121.5
Hydro,-16.2089,-47.3217,105.45
Hydro,-18.7342,-51.7952,30.0
Hydro,-22.55,-44.8,30.0
Biomass,-18.4252,-50.4417,80.0
Hydro,-27.0922,-50.722,2.836
Hydro,-28.3118,-53.895,5.982
Biomass,-22.9974,-47.5202,50.0
Hydro,-23.38,-47.0322,22.0
Hydro,-29.0619,-52.2181,7.02
Biomass,-20.0045,-44.5879,3.0
Hydro,-22.5333,-45.3333,3.34
Hydro,-20.4363,-47.8882,16.0
Hydro,-18.8944,-44.7817,83.657
Hydro,-18.8197,-52.1775,18.0
Hydro,-11.9505,-46.7555,9.3
Hydro,-14.3128,-46.2153,13.4
Biomass,-8.5357,-35.3865,6.4
Biomass,-12.7276,-60.1283,2.288
Biomass,-24.9565,-50.111,5.0
Hydro,-12.4533,-45.1917,3.0
Biomass,-26.102,-50.3125,32.5
Hydro,-11.9058,-62.1814,7.14
Hydro,-28.1217,-49.1356,6.85
Hydro,-26.6547,-52.9433,1.18
Hydro,-26.7989,-51.9503,1.2
Biomass,-23.0578,-49.1169,60.0
Hydro,-19.8464,-43.1228,9.0
Hydro,-13.6533,-59.8878,2.135
Hydro,-15.0625,-53.9433,1.0
Hydro,-29.0358,-51.0939,2.2
Hydro,-27.1231,-52.7658,2.08
Hydro,-26.4936,-50.7864,5.5
Biomass,-21.4874,-51.3604,40.0
Biomass,-21.3524,-51.3564,40.0
Hydro,-20.2139,-43.7317,9.28
Hydro,-21.6267,-46.7906,18.06
Hydro,-28.005,-48.8794,1.0
Hydro,-14.6116,-57.7408,5.67
Hydro,-25.1755,-50.9403,1.72
Hydro,-27.2811,-52.7948,8.0
Biomass,-22.5945,-47.3542,53.48
Hydro,-20.2061,-42.8553,140.0
Hydro,-27.1106,-52.4806,14.68
Biomass,-26.976,-49.9905,3.5
Hydro,-26.6825,-52.045,9.6
Hydro,-12.9036,-58.9128,13.0
Hydro,-11.9975,-60.6972,73.5
Hydro,-16.6694,-54.7358,26.6
Biomass,-23.2392,-47.6141,1.28
Hydro,-20.9167,-41.7,55.0
Hydro,-22.6,-52.8694,354.0
Biomass,-21.0409,-48.7108,28.0
Hydro,-16.4811,-51.417,16.0
Biomass,-29.783,-55.792,4.9
Biomass,-23.6903,-52.1983,4.365
Hydro,-13.0194,-58.1864,30.0
Biomass,-21.4274,-54.3595,4.64
Hydro,-11.9858,-62.1772,5.28
Hydro,-23.5633,-45.8364,1.0
Biomass,-8.4215,-35.0052,3.6
Biomass,-9.549,-35.8575,9.9
Hydro,-18.8083,-51.1694,116.0
Hydro,-15.2881,-58.7106,19.0
Hydro,-20.4942,-43.4506,4.24
Hydro,-10.3376,-56.9821,45.0
Hydro,-22.985,-51.823,4.2
Hydro,-14.8672,-53.2975,4.0
Hydro,-8.7748,-54.9504,10.0
Hydro,-14.4467,-59.4856,27.0
Hydro,-25.5328,-51.8156,37.042
Hydro,-8.7735,-54.9572,30.0
Hydro,-26.7572,-49.4556,1.88
Hydro,-26.7567,-49.4461,2.89
Hydro,-26.3669,-52.0072,2.23
Hydro,-29.0836,-52.2082,6.124
Hydro,-22.9833,-46.8333,4.55
Hydro,-19.1156,-42.7186,102.0
Hydro,-22.9042,-50.0003,73.8
Hydro,-27.1044,-51.2861,20.0
Hydro,-18.9492,-49.3831,2.394
Hydro,-24.0722,-52.2917,15.16
Hydro,-25.5333,-53.0333,1078.0
Hydro,-27.1167,-49.5,191.89
Hydro,-25.1667,-50.9403,2.4
Hydro,-25.65,-52.6167,1420.0
Hydro,-25.6625,-51.9656,3.65
Hydro,-8.7464,-55.0325,20.0
Hydro,-26.7833,-52.5,8.2
Hydro,-26.6667,-53.6639,6.7
Hydro,-24.0997,-47.7203,36.87
Hydro,-26.2425,-51.2758,1.19
Hydro,-20.5067,-43.9861,2.46
Hydro,-26.75,-52.4167,1.8
Hydro,-19.1456,-50.7672,93.0
Hydro,-8.7516,-63.4544,216.75
Biomass,-21.3372,-48.293,42.0
Hydro,-23.244,-47.7685,1.0
Hydro,-27.4983,-49.0353,6.304
Hydro,-23.3756,-45.8761,56.05
Hydro,-20.8061,-42.3636,1.1
Hydro,-28.6151,-51.4034,10.5
Hydro,-15.9822,-55.3756,1.75
Hydro,-17.8508,-40.3106,60.0
Hydro,-25.6478,-51.9536,120.168
Hydro,-25.6478,-51.9536,3.6
Hydro,-25.1494,-49.4217,1.4
Hydro,-12.2117,-45.4681,3.97
Biomass,-21.7545,-48.0793,86.4
Hydro,-10.2303,-63.2336,17.01
Biomass,-22.1016,-48.4722,29.0
Biomass,-22.1054,-48.529,55.0
Hydro,-14.3556,-46.1928,13.0
Hydro,-14.3717,-46.2914,11.6
Biomass,-21.1057,-48.068,58.0
Biomass,-21.119,-47.9995,4.0
Biomass,-21.8145,-48.6043,6.4
Hydro,-22.0231,-43.1628,30.0
Hydro,-17.5375,-54.4333,24.0
Hydro,-17.7561,-44.4725,5.335
Biomass,-21.9955,-53.4217,10.0
Biomass,-22.7968,-47.653,4.8
Biomass,-17.8185,-50.5298,4.4
Biomass,-22.8093,-50.0674,1.2
Biomass,-21.0821,-48.0248,2.6
Biomass,-21.5065,-49.2004,46.0
Hydro,-20.4183,-54.4197,1.0
Biomass,-19.3023,-47.464,88.0
Hydro,-26.7666,-52.3178,15.0
Hydro,-26.6119,-52.5297,28.5
Hydro,-12.3453,-61.7697,3.0
Biomass,-21.4315,-54.3718,130.0
Biomass,-22.3313,-47.3959,4.4
Hydro,-13.5436,-59.0303,5.0
Hydro,-13.5517,-59.0367,7.6
Hydro,-26.7522,-49.4189,3.47
Biomass,-25.443,-51.6453,6.4
Biomass,-9.0065,-35.4213,4.6
Biomass,-22.5406,-48.8003,3.04
Hydro,-27.897,-50.2862,6.5
Biomass,-23.2343,-47.6035,2.76
Hydro,-27.7298,-54.4082,1.4
Hydro,-22.0991,-42.2669,30.0
Biomass,-7.5485,-35.0251,20.2
Hydro,-22.3128,-46.1986,1.0
Biomass,-23.748,-52.8733,50.5
Biomass,-23.4091,-53.358,9.0
Biomass,-22.8724,-52.1736,46.0
Biomass,-18.7709,-50.224,41.4
Hydro,-22.0667,-48.0667,4.32
Hydro,-14.3911,-56.8289,14.758
Hydro,-8.8011,-63.9497,3568.0
Hydro,-27.7017,-54.4194,4.5
Biomass,-22.7223,-47.7745,1.16
Biomass,-21.1163,-47.9514,23.0
Hydro,-22.1358,-42.3483,8.0
Hydro,-16.4433,-51.3914,30.0
Hydro,-0.65,-52.5167,373.4
Hydro,-13.2656,-59.0194,16.0
Hydro,-26.5425,-53.565,1.0
Hydro,-13.2295,-59.0317,26.118
Biomass,-18.6793,-48.1485,11.4
Hydro,-16.1167,-55.3667,6.3
Biomass,-9.9092,-36.3241,9.5
Hydro,-22.5169,-43.6922,1.0
Biomass,-8.9799,-36.0533,17.2
Hydro,-13.835,-48.3011,1275.0
Hydro,-18.3609,-43.9579,30.0
Hydro,-18.0667,-47.6667,212.58
Hydro,-28.7931,-50.7046,25.0
Hydro,-28.79,-50.7444,29.0
Biomass,-18.1933,-51.912,8.6
Hydro,-24.1519,-47.5481,24.0
Hydro,-16.305,-55.0561,22.0
Biomass,-24.1866,-48.9634,2.708
Biomass,-19.462,-44.2375,2.4
Biomass,-20.0188,-44.9454,5.0
Biomass,-4.8843,-47.3764,8.0
Hydro,-21.9211,-42.7903,305.7
Biomass,-9.8811,-36.1507,18.0
Biomass,-22.6737,-49.4107,3.864
Hydro,-9.4314,-40.8278,1050.3
Hydro,-12.5292,-46.2689,4.82
Hydro,-21.94,-43.37,60.0
Hydro,-22.6,-46.5,1.0
Hydro,-22.65,-45.3,1.012
Biomass,-17.6183,-54.764,10.0
Hydro,-15.9919,-55.0872,4.5
Biomass,-9.6678,-35.8187,4.0
Biomass,-5.3358,-47.5658,254.84
Biomass,-18.0363,-39.9122,214.08
Hydro,-20.0832,-40.5766,34.515
Biomass,-12.9937,-45.5083,30.0
Hydro,-19.6466,-42.8499,78.0
Hydro,-22.5608,-45.5386,6.82
Hydro,-27.7367,-51.3128,15.0
Biomass,-28.671,-55.9147,12.5
Hydro,-13.4072,-46.3436,14.336
Biomass,-21.0943,-49.011,12.0
Hydro,-20.0833,-53.1747,48.0
Hydro,-16.2875,-52.7231,2.4
Hydro,-13.4122,-46.3692,24.3
Biomass,-23.0252,-47.4389,4.2
Biomass,-21.1235,-48.0094,25.2
Hydro,-24.7331,-53.8928,14.0
Hydro,-19.8167,-43.25,11.0
Hydro,-20.5833,-47.7833,8.05
Hydro,-21.8756,-46.8864,3.0
Hydro,-20.6131,-40.7878,21.0
Hydro,-26.7094,-53.3922,8.7
Hydro,-25.0256,-50.0511,2.3
Biomass,-22.8204,-47.5776,4.8
Hydro,-21.9381,-46.8158,4.0
Hydro,-28.18,-54.825,51.0
Biomass,-22.4835,-48.771,84.805
Biomass,-20.6709,-48.5358,83.0
Biomass,-21.4816,-49.1777,42.5
Biomass,-10.7647,-37.2045,17.5
Hydro,-20.8058,-46.8069,3.2
Hydro,-20.5081,-41.2808,25.0
Biomass,-21.9235,-46.9153,70.0
Biomass,-15.1957,-43.8748,56.0
Hydro,-16.2167,-54.9333,29.1
Biomass,-21.881,-47.2962,70.4
Biomass,-22.6663,-48.5334,14.8
Biomass,-21.3107,-48.1135,73.0
Biomass,-21.3174,-48.1099,39.5
Hydro,-28.1356,-49.1219,2.5
Hydro,-28.7666,-51.8333,16.0
Hydro,-23.2744,-47.2392,1.5
Hydro,-20.325,-40.6347,30.0
Hydro,-12.8098,-48.2393,243.2
Hydro,-27.3197,-49.0367,3.699
Hydro,-27.3897,-49.0178,9.9
Hydro,-21.935,-42.0885,13.2
Hydro,-20.6167,-41.4833,27.42
Biomass,-18.9909,-50.5386,4.2
Hydro,-19.0181,-50.4992,1710.0
Hydro,-15.7533,-55.5458,18.0
Biomass,-23.5384,-52.6406,4.0
Hydro,-27.3233,-49.0267,2.448
Hydro,-21.7433,-47.4189,1.45
Hydro,-12.4167,-45.1167,25.0
Biomass,-23.0832,-49.1589,1.2
Biomass,-7.5052,-34.8669,8.4
Hydro,-12.4703,-46.4467,1.75
Hydro,-27.44,-53.5614,8.806
Hydro,-16.5352,-51.4803,29.328
Biomass,-10.6006,-37.0517,8.0
Hydro,-22.5419,-52.0,525.0
Biomass,-22.7813,-50.5411,24.0
