type,latitude,longitude,capacity_mw
Hydro,40.1757,-121.1907,40.0
Hydro,34.1697,-81.9025,15.0
Hydro,44.5119,-92.9394,2.5
Hydro,36.7858,-80.9333,21.6
Hydro,42.5609,-114.0575,9.9
Hydro,42.9449,-115.9779,82.8
Hydro,44.2591,-85.9396,20.1
Hydro,42.1658,-121.685,1.1
Hydro,39.6551,-105.7088,300.0
Hydro,48.0844,-116.0531,265.2
Hydro,42.5875,-72.5793,61.8
Hydro,42.2,-72.61,2.6
Hydro,44.5776,-72.6119,1.6
Hydro,44.695,-73.6219,5.5
Hydro,35.4923,-83.9806,156.6
Hydro,45.3569,-88.2306,6.4
Hydro,47.6008,-121.6886,6.0
Biomass,34.1358,-118.1267,1.1
Hydro,38.2268,-121.0245,10.8
Hydro,38.8288,-120.5371,157.8
Hydro,39.0488,-121.317,7.2
Hydro,44.9993,-71.5302,1.1
Hydro,37.8997,-86.7058,87.9
Hydro,29.8706,-98.1947,6.0
Hydro,46.649,-111.7279,49.8
Hydro,18.2961,-66.6432,18.0
Hydro,18.2397,-66.6691,3.6
Biomass,42.7167,-114.6167,2.2
Biomass,42.4249,-114.2292,2.4
Hydro,40.0855,-121.1482,73.8
Hydro,40.086,-121.1494,117.9
Hydro,18.0447,-66.106,10.0
Hydro,44.286,-122.0414,114.3
Hydro,34.4425,-93.0262,56.0
Hydro,40.3242,-105.2089,2.6
Hydro,34.6121,-84.6733,500.0
Hydro,43.6262,-73.3073,1.9
Hydro,42.9094,-85.4989,1.6
Hydro,44.5256,-116.0483,12.4
Hydro,34.5872,-118.6566,1682.0
Hydro,43.8656,-89.9514,15.0
Hydro,46.3156,-87.5128,2.0
Hydro,43.4956,-70.4472,6.6
Hydro,41.2972,-111.5888,2.1
Hydro,43.3812,-72.5982,1.7
Hydro,35.2531,-83.0983,6.4
Hydro,34.5414,-80.8756,45.0
Hydro,47.4193,-121.7819,30.0
Hydro,44.9367,-91.8883,6.0
Hydro,43.0967,-73.4602,1.1
Hydro,36.0972,-85.8274,140.0
Hydro,39.7889,-121.6574,6.4
Biomass,25.7486,-80.1528,4.8
Hydro,41.8288,-74.1319,3.2
Biomass,37.7197,-120.8986,1.5
Hydro,44.49,-73.1875,7.5
Hydro,45.5136,-87.8011,7.8
Hydro,46.2668,-119.5898,12.0
Hydro,44.0995,-70.2209,28.4
Hydro,44.7533,-74.2169,3.0
Hydro,44.9318,-74.1125,1.6
Hydro,44.9099,-74.0858,1.7
Hydro,35.0191,-83.7914,13.2
Hydro,36.3208,-87.2219,36.0
Hydro,45.6375,-84.4814,1.5
Hydro,47.8347,-120.0133,59.2
Hydro,42.1919,-72.6097,1.6
Hydro,35.4478,-83.9383,140.0
Hydro,36.1682,-83.4977,135.0
Hydro,35.0642,-81.5458,4.3
Hydro,44.0183,-111.5836,3.6
Hydro,55.1169,-131.5459,1.3
Hydro,39.1779,-120.8909,44.0
Hydro,35.1018,-85.2295,159.6
Hydro,42.1596,-72.5828,2.4
Hydro,47.9951,-119.6404,2456.2
Hydro,35.5453,-84.0503,49.8
Hydro,38.7718,-120.8132,7.0
Hydro,43.1287,-71.4599,1.7
Hydro,44.9308,-91.3889,21.6
Hydro,43.4914,-112.0454,8.0
Biomass,37.6335,-122.1397,2.1
Hydro,45.9467,-92.5383,1.2
Hydro,39.5248,-91.644,58.0
Hydro,44.6356,-73.12,3.0
Hydro,37.075,-80.5847,74.8
Biomass,43.2172,-89.4792,2.0
Hydro,42.667,-114.7801,2.5
Hydro,38.9236,-122.5667,2.5
Hydro,43.2512,-122.3379,15.0
Hydro,43.2669,-122.4098,26.0
Biomass,33.7061,-91.2371,28.0
Biomass,46.4231,-116.9764,113.8
Hydro,43.4405,-71.596,2.4
Hydro,34.9953,-81.8344,1.2
Hydro,42.1171,-72.8647,33.0
Hydro,47.5375,-111.195,60.4
Hydro,37.5035,-79.3006,1.5
Hydro,40.4046,-122.1219,12.1
Hydro,39.3308,-121.1917,315.0
Hydro,38.1446,-120.3805,253.0
Hydro,42.1569,-72.4227,1.2
Biomass,41.5556,-81.5892,1.0
Hydro,44.5839,-74.9583,36.0
Hydro,33.9972,-81.0494,10.6
Hydro,41.4639,-97.3283,45.6
Biomass,33.3602,-88.46,128.6
Hydro,39.0096,-121.0591,1.5
Hydro,44.2735,-88.3005,6.2
Hydro,44.3251,-72.001,167.8
Hydro,40.4644,-79.3657,15.0
Hydro,39.6572,-76.1752,530.8
Hydro,41.8436,-85.6694,1.2
Hydro,37.4379,-118.557,37.5
Hydro,44.4726,-83.5719,9.0
Hydro,60.3923,-149.6656,19.4
Hydro,41.9789,-122.3353,20.0
Hydro,41.9757,-122.3581,27.0
Hydro,43.8997,-75.6603,3.3
Hydro,45.6652,-121.5238,2.6
Hydro,36.2895,-85.9442,99.9
Hydro,45.164,-91.1574,35.3
Hydro,42.4519,-76.4851,1.9
Hydro,33.859,-117.6106,2.9
Hydro,42.4044,-71.6872,3.2
Hydro,36.4434,-118.0439,1.6
Hydro,44.1307,-122.2439,26.0
Hydro,40.8713,-121.9487,5.0
Hydro,40.5708,-122.0209,1.4
Hydro,35.4346,-80.9588,350.0
Hydro,46.6926,-120.7372,1.7
Hydro,46.4661,-122.1097,70.0
Hydro,33.9249,-117.9552,3.1
Hydro,42.8056,-73.7226,11.6
Hydro,39.8259,-121.4097,73.8
Hydro,33.4394,-111.9461,3.0
Hydro,43.4373,-85.6645,8.9
Hydro,38.5106,-107.6253,28.0
Hydro,46.1063,-88.3345,1.0
Hydro,42.6225,-114.5009,2.3
Hydro,43.2469,-73.8281,59.0
Hydro,37.5929,-79.3808,7.5
Hydro,47.4181,-123.2252,43.2
Hydro,47.3698,-123.1603,84.6
Hydro,41.8347,-112.0521,30.0
Biomass,38.8206,-77.0183,14.1
Hydro,43.1033,-73.5369,10.5
Biomass,44.5401,-87.8056,1.4
Hydro,36.5378,-85.4517,54.0
Hydro,45.6144,-121.1369,6.5
Hydro,33.9865,-91.3158,102.6
Hydro,39.4931,-77.8269,1.9
Hydro,39.605,-77.9231,1.0
Hydro,46.0,-92.3725,1.0
Hydro,35.2503,-93.1686,160.8
Hydro,41.8217,-74.0497,4.8
Biomass,41.4928,-90.6275,1.6
Hydro,35.197,-114.5707,254.8
Hydro,41.3878,-88.7897,3.6
Hydro,39.8693,-121.6318,18.4
Biomass,30.8606,-93.3756,61.5
Hydro,39.53,-121.0958,2.0
Hydro,34.5583,-80.8914,45.0
Hydro,39.523,-79.413,20.0
Hydro,40.4044,-111.5284,4.8
Hydro,39.2981,-120.8443,5.5
Hydro,44.1346,-70.2037,6.5
Hydro,42.5731,-72.7073,4.8
Hydro,42.5995,-72.7335,4.8
Hydro,42.6198,-72.7376,4.8
Hydro,42.6912,-72.9561,17.5
Hydro,44.0381,-75.6806,12.0
Hydro,34.2119,-93.111,68.0
Hydro,44.8281,-91.5111,12.3
Hydro,33.8181,-96.5692,101.6
Hydro,41.3243,-73.1021,8.6
Biomass,41.5734,-93.5577,2.8
Hydro,44.7224,-122.2511,100.0
Hydro,34.2056,-117.3344,276.2
Hydro,43.6411,-72.4061,3.0
Hydro,43.9242,-122.8055,15.0
Hydro,44.004,-76.0413,4.2
Hydro,48.7139,-121.1317,182.4
Hydro,43.9786,-75.8861,1.2
Hydro,33.6808,-117.0698,29.7
Hydro,44.1519,-75.3217,1.8
Hydro,42.836,-114.268,4.8
Hydro,39.6208,-106.0662,1.8
Hydro,37.8966,-119.9675,156.8
Hydro,37.7864,-84.7028,28.2
Hydro,41.8453,-89.4813,3.0
Hydro,44.2081,-72.0581,5.0
Hydro,43.0906,-74.767,5.0
Biomass,36.5489,-82.5667,50.0
Hydro,44.8867,-89.6272,4.4
Hydro,37.696,-120.4202,170.8
Hydro,38.2467,-120.0341,72.0
Hydro,43.7867,-122.9581,7.5
Hydro,18.3359,-66.6663,15.0
Hydro,35.9623,-83.5393,150.8
Hydro,32.7116,-114.9427,5.7
Hydro,32.7054,-115.031,10.0
Hydro,46.4492,-120.5342,2.5
Hydro,32.7054,-115.1261,9.2
Hydro,46.4231,-120.56,1.6
Hydro,32.7053,-115.2191,19.6
Hydro,38.4044,-107.8102,2.4
Hydro,32.6731,-115.392,4.0
Hydro,39.2569,-120.7674,49.2
Hydro,39.2574,-120.767,53.1
Hydro,44.0274,-112.7194,3.6
Hydro,44.6647,-89.6511,7.2
Hydro,29.6402,-98.0459,3.6
Hydro,44.3364,-75.5027,1.0
Biomass,45.4005,-122.7658,1.6
Hydro,39.217,-120.8356,22.0
Hydro,39.2184,-120.8352,27.3
Hydro,42.1495,-72.6109,1.2
Hydro,46.5143,-116.2977,465.0
Hydro,43.3189,-73.9208,22.0
Hydro,43.1897,-71.7483,1.0
Hydro,43.9097,-75.2008,6.0
Hydro,28.8295,-100.5522,9.6
Hydro,42.5146,-122.7571,2.8
Hydro,44.3263,-72.0359,2.2
Hydro,32.6995,-115.2824,2.4
Hydro,44.7989,-74.9856,4.0
Hydro,34.2619,-118.6242,1.2
Hydro,42.2248,-121.7955,3.2
Hydro,43.4472,-71.6579,6.4
Hydro,40.9648,-111.4339,4.4
Hydro,43.814,-84.3767,4.8
Hydro,46.4974,-84.332,41.8
Hydro,39.543,-121.4922,644.1
Hydro,44.6384,-75.4905,2.5
Hydro,43.9228,-75.2779,3.0
Hydro,61.4752,-149.1501,44.4
Hydro,38.7936,-120.6192,20.0
Hydro,45.2178,-116.3158,2.6
Hydro,36.5928,-106.7321,8.0
Hydro,38.331,-120.6699,102.5
Hydro,46.991,-122.1749,22.8
Hydro,33.1534,-107.192,27.9
Hydro,41.6928,-85.965,3.4
Hydro,35.3514,-94.2943,32.4
Hydro,44.5442,-68.4306,8.9
Hydro,43.9275,-75.2883,2.0
Hydro,46.3784,-119.2545,2.2
Hydro,36.696,-77.56,2.5
Biomass,33.1165,-117.3215,3.2
Hydro,43.0092,-74.5372,4.0
Hydro,44.7866,-71.1243,3.0
Biomass,45.8044,-87.0891,122.4
Hydro,40.3768,-105.5097,45.0
Hydro,34.1035,-117.5257,23.9
Hydro,35.3069,-95.3572,90.0
Hydro,37.5843,-120.2686,94.5
Biomass,43.03,-87.9409,2.2
Hydro,44.6534,-72.9961,3.5
Hydro,34.3061,-81.3308,587.2
Hydro,26.5575,-99.1642,31.5
Hydro,41.9856,-122.3605,2.1
Hydro,44.3968,-122.3502,4.1
Hydro,35.3944,-80.0753,31.4
Hydro,44.0597,-111.3535,9.0
Hydro,41.9573,-73.3693,9.0
Hydro,45.268,-122.3201,19.2
Hydro,43.625,-116.8997,1.1
Hydro,43.2899,-73.6658,5.0
Hydro,43.9135,-111.2833,7.4
Biomass,30.6818,-81.4554,96.9
Hydro,42.6857,-72.9776,11.2
Hydro,43.2742,-122.449,11.0
Hydro,34.6,-80.8928,42.3
Hydro,44.4555,-83.6763,6.0
Hydro,44.5275,-74.8492,24.0
Hydro,45.8683,-90.5844,1.5
Hydro,45.4918,-91.0472,22.0
Hydro,45.9135,-90.4475,1.2
Hydro,40.9146,-109.4217,151.8
Hydro,44.2217,-75.0742,5.0
Hydro,40.365,-105.236,94.5
Hydro,39.2851,-119.5933,2.0
Hydro,46.2275,-113.2947,2.0
Hydro,31.6028,-84.1376,5.4
Biomass,32.2544,-84.0667,85.1
Hydro,38.7067,-121.1584,198.6
Hydro,46.6668,-92.2939,12.0
Hydro,34.1552,-117.3971,3.0
Hydro,35.4507,-83.805,254.7
Hydro,42.027,-110.064,10.0
Hydro,44.4354,-83.4407,9.0
Hydro,34.3182,-118.4944,10.1
Hydro,34.5148,-118.6092,9.0
Hydro,39.4588,-105.0657,3.1
Hydro,39.551,-121.2788,41.9
Hydro,46.3838,-115.9493,1.2
Hydro,43.4425,-75.2159,3.4
Hydro,39.8693,-121.6319,14.5
Hydro,35.8693,-95.2269,44.8
Hydro,35.7917,-84.2431,153.3
Hydro,43.1609,-73.5841,5.0
Hydro,36.4982,-82.5086,59.4
Hydro,48.0122,-106.4123,179.7
Hydro,43.0653,-98.5539,320.0
Hydro,44.4146,-122.6712,20.0
Hydro,45.0933,-83.5025,2.0
Biomass,34.6968,-92.165,1.3
Hydro,42.7876,-73.6917,3.3
Hydro,37.8304,-120.807,5.3
Hydro,34.1039,-118.4134,2.0
Hydro,35.2194,-83.3708,1.0
Hydro,44.4372,-73.9725,2.0
Hydro,42.4766,-106.7959,66.8
Biomass,43.4597,-85.9761,5.8
Hydro,42.2143,-83.4407,1.6
Hydro,39.078,-120.4061,15.3
Hydro,41.8203,-86.2592,1.3
Hydro,36.9977,-119.7035,37.5
Hydro,36.7151,-80.9856,5.4
Hydro,43.3241,-76.419,1.3
Biomass,43.1244,-89.545,2.0
Hydro,42.8489,-123.1778,1.6
Hydro,31.4033,-86.4795,3.0
Hydro,44.2218,-69.7857,1.0
Hydro,42.5914,-72.7308,3.5
Hydro,44.7264,-108.8644,2.9
Hydro,47.4945,-101.4115,583.4
Hydro,43.1655,-71.5094,12.4
Hydro,18.0941,-66.7346,7.2
Hydro,18.0727,-66.7305,5.04
Biomass,32.6792,-117.2467,6.1
Hydro,36.4991,-77.8115,177.6
Hydro,35.1381,-81.5975,6.7
Hydro,41.1365,-111.8314,4.0
Hydro,38.2192,-80.8906,80.0
Hydro,42.8488,-97.4815,132.3
Hydro,21.9178,-159.6294,8.7
Hydro,43.4202,-112.1019,23.4
Hydro,43.2597,-70.8597,2.1
Hydro,39.6919,-105.6978,1.2
Biomass,31.077,-87.1116,103.4
Biomass,31.166,-85.0951,101.2
Biomass,32.2268,-88.0252,87.5
Biomass,33.1421,-91.975,25.0
Biomass,31.6285,-90.0809,81.5
Biomass,29.6807,-81.6809,79.8
Biomass,44.6119,-123.9319,37.3
Biomass,46.154,-123.4066,36.0
Biomass,39.9503,-77.1253,3.3
Hydro,44.4122,-71.7228,4.8
Hydro,43.6368,-72.9758,2.0
Hydro,36.9366,-111.4839,1312.0
Hydro,38.1483,-81.2147,6.2
Hydro,44.0006,-75.9612,32.6
Hydro,42.4673,-104.9555,38.0
Hydro,43.2358,-78.3906,1.5
Hydro,59.5357,-135.2123,4.0
Hydro,32.6097,-85.0805,38.6
Hydro,41.9886,-73.0194,3.2
Hydro,42.5025,-74.9836,1.4
Hydro,48.6981,-121.2086,207.3
Hydro,44.49,-73.1693,3.0
Hydro,44.4083,-71.1954,2.2
Hydro,40.37,-123.4347,2.0
Hydro,43.6126,-75.3391,2.0
Hydro,42.5367,-111.794,33.0
Hydro,41.8592,-74.5106,18.0
Hydro,43.3234,-76.4208,10.0
Hydro,40.1464,-105.8683,1.2
Hydro,47.9575,-118.9773,6809.0
Hydro,45.3547,-87.6494,7.5
Hydro,39.1017,-108.3456,1.5
Hydro,45.3019,-89.7917,17.2
Hydro,40.6192,-111.7821,2.0
Hydro,44.8117,-95.5345,1.3
Hydro,30.556,-98.3384,54.0
Hydro,33.477,-81.9827,1.2
Hydro,34.5592,-80.8917,12.0
Hydro,35.8067,-85.6341,33.7
Hydro,44.5002,-71.9989,1.9
Hydro,40.9153,-74.181,12.3
Hydro,45.6472,-68.7044,138.0
Biomass,41.5367,-85.9272,3.0
Hydro,42.7481,-73.6902,6.0
Hydro,56.9863,-135.1227,18.6
Hydro,39.8788,-106.3327,26.0
Hydro,44.4494,-122.5494,80.0
Hydro,42.1212,-122.5479,17.2
Biomass,45.3903,-92.1625,3.2
Hydro,38.6472,-82.8594,70.2
Hydro,35.5207,-91.9953,96.0
Hydro,34.2079,-118.3516,1.0
Hydro,43.0168,-71.5679,3.5
Hydro,39.8893,-121.2792,22.0
Hydro,39.9456,-105.3565,7.8
Hydro,42.2899,-104.7606,6.4
Hydro,44.1529,-70.2094,19.2
Hydro,34.4213,-86.3939,115.2
Hydro,29.4952,-97.6249,2.4
Hydro,29.4681,-97.4919,2.4
Hydro,47.9084,-121.8144,111.8
Hydro,33.7845,-86.0524,72.9
Hydro,36.9274,-119.0203,135.0
Hydro,42.2119,-72.6036,33.4
Hydro,44.3117,-75.445,1.4
Hydro,36.1097,-117.9567,5.6
Hydro,36.7817,-78.9236,1.6
Hydro,38.957,-121.0419,13.6
Hydro,40.2687,-121.0895,5.3
Hydro,39.4128,-84.5558,2.2
Hydro,44.2965,-75.3665,3.4
Hydro,47.5722,-121.6897,6.0
Hydro,44.6192,-74.9733,7.2
Hydro,43.4866,-85.6299,31.5
Hydro,42.7936,-72.9144,33.6
Hydro,33.2583,-85.616,135.0
Hydro,45.4592,-69.8658,76.4
Hydro,38.2623,-93.4062,161.4
Hydro,34.3564,-82.8219,420.0
Biomass,28.3761,-81.5906,3.2
Hydro,44.7602,-92.8677,4.4
Hydro,40.9293,-121.5445,10.0
Hydro,40.9607,-121.5487,10.0
Hydro,45.5711,-89.4806,1.7
Hydro,40.8741,-121.9204,6.8
Hydro,46.7659,-111.8873,17.7
Hydro,35.9483,-79.3244,1.5
Hydro,38.1478,-81.1753,102.0
Hydro,39.5657,-120.5817,10.0
Hydro,42.6051,-114.093,7.6
Hydro,42.7628,-114.3958,1.2
Hydro,34.1683,-114.2774,19.5
Hydro,44.5138,-109.1296,5.0
Hydro,45.2439,-116.7008,391.5
Hydro,37.0293,-118.9683,1053.0
Hydro,46.1311,-88.225,2.8
Hydro,44.9824,-93.2542,13.7
Hydro,43.0336,-74.9834,1.6
Hydro,44.0217,-75.6511,5.4
Hydro,44.6172,-75.4042,1.0
Hydro,44.7052,-75.0079,3.0
Hydro,37.6215,-120.7462,1.0
Biomass,41.0328,-87.0725,1.7
Hydro,43.4436,-76.4961,11.9
Hydro,45.2794,-88.1997,7.0
Hydro,43.9247,-75.3731,6.0
Hydro,44.6389,-73.7492,15.0
Hydro,35.6008,-80.2339,33.0
Hydro,33.8165,-83.5049,1.4
Hydro,35.3943,-81.201,1.8
Hydro,44.9336,-73.0511,11.1
Hydro,44.5306,-74.9331,6.0
Hydro,39.6419,-104.9138,2.0
Hydro,43.7107,-122.4238,30.0
Hydro,43.1139,-71.894,1.2
Hydro,43.8525,-70.7969,10.5
Hydro,35.1509,-84.1775,165.6
Hydro,44.3629,-85.82,17.0
Hydro,46.5628,-87.5686,3.4
Hydro,37.5035,-79.3006,1.8
Hydro,45.2236,-91.1272,33.9
Hydro,34.5275,-82.375,4.0
Hydro,44.2965,-75.3361,1.0
Biomass,44.115,-88.2172,1.2
Biomass,44.054,-88.085,1.0
Hydro,33.2553,-87.4495,46.9
Hydro,46.9915,-112.0047,38.4
Hydro,39.8272,-76.3318,247.3
Biomass,44.4356,-93.9064,8.0
Hydro,43.1017,-71.4657,1.6
Hydro,36.0155,-114.738,1039.4
Hydro,36.0155,-114.738,1039.4
Biomass,37.2914,-77.2816,47.6
Hydro,33.5907,-111.344,129.5
Hydro,43.9041,-116.2442,9.4
Biomass,27.9389,-82.4389,2.5
Hydro,43.2958,-73.5956,44.0
Hydro,60.6128,-145.6794,1.2
Hydro,48.3415,-114.0144,428.0
Hydro,44.0703,-73.1961,5.7
Hydro,43.1709,-78.6916,3.0
Hydro,41.7437,-111.7832,6.6
Hydro,41.7464,-111.746,1.4
Hydro,44.563,-69.6192,15.4
Hydro,41.9711,-85.5381,2.2
Hydro,39.2056,-111.3344,2.8
Biomass,33.9254,-118.4298,33.0
Biomass,44.0569,-122.9555,65.0
Hydro,46.2498,-118.8798,603.0
Hydro,42.161,-72.5076,3.7
Hydro,39.0788,-122.5356,2.9
Hydro,43.061,-74.7643,6.0
Hydro,30.7316,-98.3854,15.0
Biomass,34.2528,-85.3275,70.4
Hydro,40.401,-121.9655,7.6
Hydro,48.6081,-93.4043,14.2
Biomass,30.2178,-93.7422,48.0
Biomass,35.212,-77.1144,38.1
Biomass,33.8872,-80.6397,109.6
Hydro,44.5037,-70.221,3.1
Hydro,44.4705,-70.1873,9.2
Biomass,30.5966,-87.3264,82.8
Biomass,32.4187,-86.4718,89.8
Biomass,31.9033,-93.1739,78.8
Biomass,34.3533,-78.2137,51.5
Hydro,44.5034,-70.2491,6.6
Biomass,32.1004,-81.1242,154.0
Biomass,33.2553,-94.0696,65.0
Biomass,33.9961,-95.1114,68.0
Biomass,32.5292,-90.7742,50.5
Hydro,42.1634,-72.8275,2.8
Biomass,31.7416,-81.4079,14.5
Hydro,42.07,-90.6977,1.2
Hydro,41.933,-122.4368,18.0
Hydro,35.6439,-118.4822,11.8
Hydro,44.4183,-111.396,4.8
Hydro,35.7716,-82.6183,1.2
Hydro,36.1564,-86.6186,28.0
Hydro,37.1479,-119.2567,199.8
Hydro,33.6602,-82.1961,361.9
Hydro,30.7086,-84.8639,43.5
Hydro,43.1106,-71.9489,3.2
Hydro,40.9923,-121.9752,168.6
Hydro,46.5716,-87.4105,3.2
Hydro,43.3121,-75.109,9.0
Hydro,38.834,-120.5318,161.6
Hydro,33.2444,-79.9909,145.2
Hydro,40.9594,-100.3979,21.6
Biomass,31.6593,-81.8439,69.5
Hydro,45.051,-91.274,59.8
Hydro,34.9594,-82.9147,774.0
Hydro,42.0936,-122.0703,98.7
Hydro,45.7164,-120.6941,2160.0
Hydro,36.5994,-78.3005,296.8
Hydro,40.6936,-99.8178,21.6
Hydro,40.6839,-99.7447,22.5
Hydro,45.2875,-88.1603,3.4
Biomass,41.4915,-78.6758,54.0
Hydro,42.9204,-73.5089,4.0
Hydro,32.3242,-86.7843,82.0
Hydro,38.8503,-120.3819,10.0
Hydro,32.6189,-86.2548,100.0
Hydro,35.6547,-79.0683,4.4
Hydro,40.5966,-111.4236,13.0
Hydro,40.6469,-122.627,154.4
Hydro,44.1427,-121.2697,5.0
Hydro,20.8886,-156.3569,4.5
Biomass,34.0325,-117.6089,1.0
Hydro,21.9361,-159.5286,2.0
Hydro,44.0117,-75.7967,6.0
Hydro,39.5589,-121.2961,1.1
Hydro,41.1128,-87.8681,1.2
Hydro,38.974,-95.2351,7.0
Biomass,36.4769,-77.6414,28.3
Hydro,59.4072,-135.3408,3.0
Hydro,44.2746,-88.3191,4.8
Biomass,44.2826,-88.2534,44.6
Hydro,36.6994,-96.9278,37.0
Hydro,36.4651,-118.862,2.3
Hydro,36.4613,-118.8799,1.8
Hydro,36.4861,-118.8356,4.8
Hydro,40.7035,-99.1008,1.5
Hydro,40.0941,-123.509,4.9
Hydro,39.5318,-121.4912,10.0
Hydro,44.7053,-73.5967,12.4
Hydro,37.0131,-88.2692,218.6
Biomass,37.8948,-86.6854,88.0
Hydro,40.3965,-91.3719,124.8
Hydro,34.7981,-82.8872,157.6
Hydro,37.0925,-119.5528,22.6
Hydro,37.0718,-119.558,139.5
Hydro,35.4407,-118.7965,9.5
Hydro,35.4603,-118.7796,26.4
Hydro,35.7762,-118.4362,40.3
Hydro,40.6119,-122.4464,117.0
Hydro,55.3446,-131.6334,4.2
Biomass,43.6319,-112.2797,1.8
Hydro,36.1508,-96.2517,70.0
Hydro,40.6778,-121.8733,1.5
Hydro,43.6258,-89.7808,9.7
Hydro,44.2769,-88.3344,2.1
Hydro,33.4852,-81.9912,2.2
Hydro,43.9173,-75.6338,1.6
Hydro,36.8882,-119.1588,48.6
Hydro,45.808,-88.1251,7.2
Hydro,41.2114,-101.6681,50.0
Hydro,41.3686,-73.0856,2.3
Biomass,42.2219,-89.0933,3.0
Hydro,45.392,-84.3333,1.8
Hydro,46.7266,-92.4486,2.4
Hydro,48.6802,-121.7233,12.0
Hydro,42.1743,-106.8805,36.0
Hydro,43.6142,-75.3327,1.0
Hydro,42.9457,-114.7957,1.3
Hydro,45.8883,-91.0769,3.4
Hydro,37.6697,-120.4436,4.5
Hydro,46.8328,-122.3196,64.0
Hydro,43.849,-73.4207,3.8
Hydro,43.8439,-73.4312,5.2
Hydro,44.5975,-122.6854,1.0
Hydro,45.4644,-91.0836,3.4
Biomass,38.3689,-122.7658,4.4
Hydro,39.4625,-119.0667,1.8
Hydro,31.8477,-83.942,17.2
Hydro,40.4936,-111.3125,1.5
Hydro,58.2325,-134.0533,14.3
Hydro,33.0586,-117.1194,42.0
Hydro,35.4259,-82.184,3.6
Hydro,39.7203,-79.8561,51.2
Hydro,33.8553,-117.4537,4.9
Hydro,39.1972,-123.1856,3.5
Hydro,42.6033,-111.7053,1.7
Hydro,42.6474,-114.8903,2.4
Hydro,36.9614,-84.27,70.0
Hydro,42.6994,-71.1653,14.8
Hydro,32.9633,-86.5187,177.0
Hydro,44.1011,-122.6892,15.9
Biomass,31.2434,-89.0456,50.4
Hydro,35.4845,-94.3929,1.3
Hydro,37.0933,-79.4025,40.0
Hydro,43.3558,-122.2494,32.0
Hydro,43.2806,-122.4025,38.5
Hydro,33.9406,-87.1077,181.0
Hydro,43.143,-79.022,240.0
Hydro,33.0685,-96.9638,2.8
Hydro,48.4098,-115.3143,525.0
Hydro,43.5241,-75.9703,8.0
Hydro,47.4706,-123.1153,1.4
Hydro,39.6988,-121.571,2.0
Hydro,44.2799,-88.2556,3.3
Hydro,40.585,-111.8006,4.8
Hydro,45.975,-94.3691,4.6
Hydro,47.8217,-117.9167,43.2
Hydro,43.0403,-74.8506,13.0
Hydro,46.5838,-118.0273,810.0
Hydro,42.6296,-114.6616,1.5
Hydro,45.7736,-87.9894,9.0
Hydro,43.4252,-114.0256,2.8
Hydro,33.3208,-83.8419,14.4
Hydro,43.4732,-71.5336,1.2
Hydro,34.7792,-81.4561,18.0
Hydro,41.5697,-88.0789,16.0
Hydro,35.6184,-79.0912,1.2
Hydro,44.5467,-69.6292,7.2
Hydro,33.4259,-86.3375,128.1
Hydro,38.1944,-81.3706,14.4
Hydro,47.8344,-117.8361,70.0
Hydro,43.9808,-75.6247,3.3
Biomass,46.1039,-122.9184,45.0
Hydro,43.9153,-122.7531,120.0
Hydro,35.7575,-81.0894,25.8
Hydro,38.9827,-120.3245,74.1
Hydro,42.6717,-122.6772,49.0
Hydro,40.7576,-121.4145,1.1
Hydro,44.4631,-83.7208,4.0
Hydro,42.4771,-114.3801,2.8
Hydro,48.5478,-121.7407,111.2
Hydro,43.8844,-75.4306,1.0
Hydro,46.6595,-117.4294,810.0
Hydro,42.8658,-114.9062,13.5
Hydro,44.0249,-73.1768,2.4
Hydro,39.1937,-108.0441,5.6
Hydro,46.5635,-118.5397,810.0
Hydro,43.4687,-112.0625,8.0
Hydro,43.4684,-112.0626,3.0
Hydro,42.8416,-114.9036,60.0
Hydro,44.6694,-73.5075,6.7
Hydro,36.1357,-118.7889,2.6
Hydro,43.3743,-72.3476,1.2
Hydro,43.528,-116.0583,101.2
Hydro,43.8942,-86.4447,1978.8
Hydro,38.0427,-119.172,3.0
Hydro,38.6767,-78.4989,1.6
Hydro,43.6186,-75.3586,5.6
Hydro,43.6189,-75.3055,3.0
Biomass,31.5461,-84.0675,1.9
Biomass,42.8869,-87.8422,5.1
Hydro,44.8773,-74.3063,1.0
Hydro,45.4879,-111.6338,8.8
Hydro,43.2547,-114.3569,9.0
Hydro,40.9211,-79.2817,6.0
Hydro,47.6164,-119.2992,26.8
Hydro,37.2203,-119.338,190.0
Hydro,38.8556,-104.9331,5.6
Biomass,32.1575,-93.5562,172.0
Hydro,39.2559,-111.6215,1.2
Hydro,39.2559,-111.6215,1.6
Hydro,30.5553,-98.2576,39.6
Hydro,42.6366,-114.5578,1.2
Hydro,36.2317,-95.1822,128.4
Hydro,38.7795,-84.964,69.1
Biomass,34.605,-79.785,51.4
Hydro,38.2526,-81.5695,14.4
Hydro,42.626,-112.1493,1.6
Hydro,35.7025,-82.7106,5.0
Hydro,30.3899,-97.9073,108.0
Hydro,44.3606,-72.3356,5.0
Hydro,32.6804,-85.9114,210.6
Hydro,36.6641,-79.8836,1.3
Hydro,40.3441,-105.5343,8.1
Hydro,43.6334,-72.3172,1.5
Hydro,46.5035,-122.5885,162.0
Hydro,46.5717,-87.4764,8.0
