transformer_id,bus0,bus1,voltage_bus0,voltage_bus1,s_nom,geometry
way/701397734-220-400,way/701397734-220,way/701397734-400,220,400,3575,'LINESTRING (-6.54361235907435 42.04733932035509, -6.543413392522697 42.04756758812372)'
way/701436399-220-400,way/701436399-220,way/701436399-400,220,400,5363,'LINESTRING (-0.2608230161683117 53.65663129323381, -0.2605508841834056 53.65684661866778)'
way/71500123-220-380,way/71500123-220,way/71500123-380,220,380,6793,'LINESTRING (9.378873087203484 46.811139511097466, 9.379148514658683 46.81133209927652)'
way/71796402-220-400,way/71796402-220,way/71796402-400,220,400,1788,'LINESTRING (2.047572931432722 41.554985835893966, 2.0478005221835294 41.55519653793064)'
way/71933077-225-400,way/71933077-225,way/71933077-400,225,400,3575,'LINESTRING (3.2702395458489373 45.813359539899416, 3.2704876665054683 45.81356701391613)'
way/71933086-225-400,way/71933086-225,way/71933086-400,225,400,14300,'LINESTRING (3.2950176319806608 46.272955404194384, 3.295267833704498 46.27316278697529)'
way/72466334-220-380,way/72466334-220,way/72466334-380,220,380,8491,'LINESTRING (10.351191775875526 46.050341452882016, 10.351466770783066 46.05053163042619)'
way/727126693-220-500,way/727126693-220,way/727126693-500,220,500,4469,'LINESTRING (38.06202802476979 48.97390507649618, 38.062407038714774 48.97400842302986)'
way/727225348-220-380,way/727225348-220,way/727225348-380,220,380,5095,'LINESTRING (10.873703610980469 47.244152315646566, 10.873986769322642 47.24434100214673)'
way/729485840-220-400,way/729485840-220,way/729485840-400,220,400,1788,'LINESTRING (-0.8970190267501187 37.963329382893114, -0.8968116295775567 37.96354703911795)'
way/732759449-220-330,way/732759449-220,way/732759449-330,220,330,3319,'LINESTRING (37.76357710768924 48.87370730163136, 37.76395455500164 48.87381176046738)'
way/73511619-220-400,way/73511619-220,way/73511619-400,220,400,3575,'LINESTRING (-6.862185961214547 42.03349367435272, -6.8619881948412145 42.0337225382017)'
way/74384031-220-400,way/74384031-220,way/74384031-400,220,400,14300,'LINESTRING (-4.936666716795378 41.789396896758, -4.936462619093027 41.789622129920865)'
way/75378894-220-380,way/75378894-220,way/75378894-380,220,380,3397,'LINESTRING (8.983151848067319 45.65218443883616, 8.983420041467683 45.65237815596196)'
way/75606778-220-400,way/75606778-220,way/75606778-400,220,400,7150,'LINESTRING (1.8295132365372069 41.523390180272486, 1.8297399900438254 41.52360137126103)'
way/75902880-220-400,way/75902880-220,way/75902880-400,220,400,5363,'LINESTRING (-4.745784933675504 36.89499189437975, -4.7455920307303305 36.895217536078526)'
way/761507281-225-400,way/761507281-225,way/761507281-400,225,400,5363,'LINESTRING (6.05527188359571 46.250752073583214, 6.0555323486868655 46.25095295760237)'
way/76705565-220-380,way/76705565-220,way/76705565-380,220,380,6793,'LINESTRING (12.530644664625733 41.71984840829187, 12.530906403246988 41.72003359064888)'
way/772234863-220-380,way/772234863-220,way/772234863-380,220,380,5095,'LINESTRING (9.452699780252415 45.65639315859421, 9.452969647002002 45.65658568534083)'
way/77654729-220-400,way/77654729-220,way/77654729-400,220,400,1788,'LINESTRING (-0.2361865103817899 39.64164949519773, -0.235907165680082 39.6417402921115)'
way/783483874-220-400,way/783483874-220,way/783483874-400,220,400,3575,'LINESTRING (21.97671390321216 48.555379943588704, 21.977043562675377 48.55553699499768)'
way/785730495-275-400,way/785730495-275,way/785730495-400,275,400,5363,'LINESTRING (-1.0890531857015255 53.57850933770249, -1.0887856535313167 53.57872644684885)'
way/788298548-225-400,way/788298548-225,way/788298548-400,225,400,14300,'LINESTRING (1.7411652408796165 48.93288470643471, 1.741421426643681 48.93309549728021)'
way/79866837-225-400,way/79866837-225,way/79866837-400,225,400,17875,'LINESTRING (2.8666719881804403 48.389217620341064, 2.8669302148224567 48.389425873263015)'
way/802058337-220-225,way/802058337-220,way/802058337-225,220,225,1967,'LINESTRING (7.209400949620384 46.15852172448291, 7.209665220217243 46.158719807210154)'
way/80517630-220-380,way/80517630-220,way/80517630-380,220,380,5095,'LINESTRING (12.542512586753759 42.00438288530185, 12.542775606681746 42.00456798058728)'
way/81228088-225-400,way/81228088-225,way/81228088-400,225,400,3575,'LINESTRING (3.7408226428461546 47.88640546148069, 3.7410819754641675 47.8866117175731)'
way/81540198-220-380,way/81540198-220,way/81540198-380,220,380,3397,'LINESTRING (13.081722173669803 48.256428168531805, 13.082019145668124 48.25661087436612)'
way/81638061-220-225,way/81638061-220,way/81638061-225,220,225,3017,'LINESTRING (7.572328408106124 48.01874473173885, 7.572603407126638 48.01894176398126)'
way/81641090-225-380,way/81641090-225,way/81641090-380,225,380,4022,'LINESTRING (6.2767406073421395 49.197768356847185, 6.277004859079894 49.197611732368834)'
way/81641090-225-400,way/81641090-225,way/81641090-400,225,400,17875,'LINESTRING (6.2767406073421395 49.197768356847185, 6.2770799072223324 49.197840161257545)'
way/81641090-380-400,way/81641090-380,way/81641090-400,380,400,17875,'LINESTRING (6.277004859079894 49.197611732368834, 6.2770799072223324 49.197840161257545)'
way/81665271-225-400,way/81665271-225,way/81665271-400,225,400,12513,'LINESTRING (6.097438272403177 48.85719590048979, 6.097711942085876 48.857396507965184)'
way/81758476-225-400,way/81758476-225,way/81758476-400,225,400,3575,'LINESTRING (6.326287058907928 48.35369538253833, 6.326558973797743 48.35389545929984)'
way/82078641-220-380,way/82078641-220,way/82078641-380,220,380,6793,'LINESTRING (11.143387108245815 45.05857215803879, 11.14365986383947 45.058760409472974)'
way/82306874-225-400,way/82306874-225,way/82306874-400,225,400,3575,'LINESTRING (2.21425633905029 45.24495927360712, 2.21449814627721 45.24516919221435)'
way/823662702-225-400,way/823662702-225,way/823662702-400,225,400,14300,'LINESTRING (5.25893653494185 45.794998013858624, 5.259191969665007 45.795200844293994)'
way/823662705-225-400,way/823662705-225,way/823662705-400,225,400,14300,'LINESTRING (4.714900855020919 44.32954147585733, 4.71514801297547 44.32974573598656)'
way/82741307-225-400,way/82741307-225,way/82741307-400,225,400,12513,'LINESTRING (2.4324242947292594 49.034071366124905, 2.432683867005983 49.034280591882954)'
way/82762493-220-380,way/82762493-220,way/82762493-380,220,380,10189,'LINESTRING (11.816486390872315 42.13579574786606, 11.816747752615477 42.13598272186011)'
way/82767145-220-380,way/82767145-220,way/82767145-380,220,380,10189,'LINESTRING (11.763427952283935 42.12511896048068, 11.76368910314849 42.125306074841625)'
way/82773910-220-380,way/82773910-220,way/82773910-380,220,380,3397,'LINESTRING (6.7730096290423445 49.29111278960786, 6.773272788999674 49.29095499932569)'
way/82773910-220-400,way/82773910-220,way/82773910-400,220,400,1788,'LINESTRING (6.7730096290423445 49.29111278960786, 6.77335027184804 49.29118309617939)'
way/82773910-380-400,way/82773910-380,way/82773910-400,380,400,3397,'LINESTRING (6.773272788999674 49.29095499932569, 6.77335027184804 49.29118309617939)'
way/82805188-225-400,way/82805188-225,way/82805188-400,225,400,5363,'LINESTRING (4.240419218037234 49.20141613705997, 4.2406871487937705 49.20162117296027)'
way/829116805-220-380,way/829116805-220,way/829116805-380,220,380,6793,'LINESTRING (8.402753251594165 53.23674860917802, 8.403063805184903 53.23694337409837)'
way/82949228-225-400,way/82949228-225,way/82949228-400,225,400,12513,'LINESTRING (4.625102323096301 49.905467557363416, 4.6253756061175535 49.90567166571474)'
way/82967739-225-400,way/82967739-225,way/82967739-400,225,400,10725,'LINESTRING (3.290589133043138 50.29635948795328, 3.290858847723131 50.29656672287298)'
way/830770515-300-420,way/830770515-300,way/830770515-420,300,420,4022,'LINESTRING (5.7629323667755745 58.79004518732627, 5.76327512798951 58.79024693059147)'
way/83293593-225-400,way/83293593-225,way/83293593-400,225,400,14300,'LINESTRING (5.804483942239973 46.05579066960302, 5.804742574524432 46.055992174023935)'
way/83726363-225-400,way/83726363-225,way/83726363-400,225,400,7150,'LINESTRING (2.6881814123170886 44.777271709154846, 2.6884230903864705 44.77748059864461)'
way/84153220-225-400,way/84153220-225,way/84153220-400,225,400,8938,'LINESTRING (5.466332237496243 45.756054286980614, 5.466588259280046 45.756256627229156)'
way/84182609-225-400,way/84182609-225,way/84182609-400,225,400,14300,'LINESTRING (6.028855442708955 45.47059455880209, 6.0291122281067855 45.47079557881387)'
way/84452130-225-400,way/84452130-225,way/84452130-400,225,400,7150,'LINESTRING (4.689801917486795 45.818680966389365, 4.690055356109825 45.81888514065668)'
way/84476231-225-400,way/84476231-225,way/84476231-400,225,400,5363,'LINESTRING (4.719188698336035 45.54274046666786, 4.719441029598709 45.54294459602326)'
way/84603564-225-400,way/84603564-225,way/84603564-400,225,400,3575,'LINESTRING (4.927844311785014 45.01910900364772, 4.928095133406697 45.019312691051205)'
way/84696559-220-380,way/84696559-220,way/84696559-380,220,380,8491,'LINESTRING (14.382508684969745 41.00714510498823, 14.382772833251291 41.0073255029649)'
way/85047359-225-400,way/85047359-225,way/85047359-400,225,400,21450,'LINESTRING (2.2590623681441193 49.21695002750823, 2.259322115225041 49.217159643429035)'
way/85196861-220-380,way/85196861-220,way/85196861-380,220,380,5095,'LINESTRING (14.982935354352062 40.64472166834269, 14.983199664234464 40.64490052421274)'
way/85198005-225-400,way/85198005-225,way/85198005-400,225,400,3575,'LINESTRING (1.9130495472143443 50.92097604013735, 1.9133165724957653 50.92118643253908)'
way/85203486-225-400,way/85203486-225,way/85203486-400,225,400,16088,'LINESTRING (2.1603076493136095 50.94901329380968, 2.1605759284725687 50.94922312554735)'
way/85273680-225-400,way/85273680-225,way/85273680-400,225,400,7150,'LINESTRING (2.938028677029149 49.65753472111965, 2.938293518706421 49.65774277785655)'
way/85523877-220-380,way/85523877-220,way/85523877-380,220,380,6793,'LINESTRING (10.081987407091887 48.26594248166683, 10.082273317568083 48.266133129152394)'
way/85605950-225-400,way/85605950-225,way/85605950-400,225,400,12513,'LINESTRING (3.0820942198425207 50.52463699854126, 3.082364263073925 50.52484471515039)'
way/85605959-225-400,way/85605959-225,way/85605959-400,225,400,3575,'LINESTRING (2.8936319636396632 50.6442175474878, 2.8939018318735017 50.64442569896525)'
way/85817084-220-400,way/85817084-220,way/85817084-400,220,400,12513,'LINESTRING (-4.5561281474458895 42.07164121386221, -4.555921910166008 42.071865672541236)'
way/85821243-225-400,way/85821243-225,way/85821243-400,225,400,7150,'LINESTRING (1.930080598286157 49.28782929007508, 1.9303393057680047 49.288039649083665)'
way/85827397-225-400,way/85827397-225,way/85827397-400,225,400,14300,'LINESTRING (0.7352739377245525 49.34334513326002, 0.7355278220838153 49.34355815592966)'
way/85827398-225-400,way/85827398-225,way/85827398-400,225,400,3575,'LINESTRING (1.0092341270475 49.4831978249662, 1.0094898601658422 49.48341024075457)'
way/85877326-225-400,way/85877326-225,way/85877326-400,225,400,7150,'LINESTRING (-1.2603041293122101 48.56356801723125, -1.2600623186195155 48.5637853579792)'
way/85895367-225-400,way/85895367-225,way/85895367-400,225,400,7150,'LINESTRING (-0.2650811750423358 49.10737409649934, -0.264752861888197 49.10746530460309)'
way/859708761-400-750,way/859708761-400,way/859708761-750,400,750,5404,'LINESTRING (22.16718034686189 48.14568980368314, 22.16750778432651 48.145846356220815)'
way/85995894-225-400,way/85995894-225,way/85995894-400,225,400,12513,'LINESTRING (-1.5569437256728835 48.09268898437532, -1.5567051691087717 48.09290695859272)'
way/86023818-225-400,way/86023818-225,way/86023818-400,225,400,2514,'LINESTRING (-2.8780314855958484 48.42980672233115, -2.877797163695373 48.43002742685047)'
way/86071326-275-400,way/86071326-275,way/86071326-400,275,400,3687,'LINESTRING (-4.37726253644067 55.92984947384184, -4.376998787552509 55.930073604231474)'
way/86131984-225-400,way/86131984-225,way/86131984-400,225,400,7150,'LINESTRING (0.2403678794002374 47.88600656443787, 0.2406130358800771 47.88622070117215)'
way/86260748-225-400,way/86260748-225,way/86260748-400,225,400,8938,'LINESTRING (1.8555804135273382 48.10676981999083, 1.8558331820545788 48.10698037697393)'
way/86342772-225-400,way/86342772-225,way/86342772-400,225,400,16088,'LINESTRING (2.533972355407075 47.74695339743504, 2.5342262079100726 47.74716243521958)'
way/86512030-220-400,way/86512030-220,way/86512030-400,220,400,5363,'LINESTRING (-2.263794639678833 42.347469738354604, -2.2635793924108003 42.347689568751754)'
way/87177559-220-380,way/87177559-220,way/87177559-380,220,380,6793,'LINESTRING (5.809119561915844 52.617026927522765, 5.809414167325744 52.61722817365654)'
way/87204522-275-400,way/87204522-275,way/87204522-400,275,400,8938,'LINESTRING (-1.6520423562600344 52.774687549859216, -1.6517820699399348 52.77490580595794)'
way/87354306-220-380,way/87354306-220,way/87354306-380,220,380,10189,'LINESTRING (6.189877428777448 52.529785690313105, 6.190173187962263 52.529986002303126)'
way/87529551-380-400,way/87529551-380,way/87529551-400,380,400,3397,'LINESTRING (3.469108901506745 50.78246467718732, 3.469382048315262 50.78267149514267)'
way/87653464-220-380,way/87653464-220,way/87653464-380,220,380,5095,'LINESTRING (7.751666640889463 48.096436687836736, 7.751920362778079 48.09627650732954)'
way/87653464-220-400,way/87653464-220,way/87653464-400,220,400,1788,'LINESTRING (7.751666640889463 48.096436687836736, 7.75200057832894 48.0965040328803)'
way/87653464-380-400,way/87653464-380,way/87653464-400,380,400,5095,'LINESTRING (7.751920362778079 48.09627650732954, 7.75200057832894 48.0965040328803)'
way/87722999-220-380,way/87722999-220,way/87722999-380,220,380,1699,'LINESTRING (9.343388479554688 53.85167219954724, 9.343707796289781 53.85186453870884)'
way/88144450-220-400,way/88144450-220,way/88144450-400,220,400,2458,'LINESTRING (-6.688169253209773 53.15427860487502, -6.687932504490709 53.154506933719475)'
way/88373135-380-400,way/88373135-380,way/88373135-400,380,400,1788,'LINESTRING (5.055440640159105 50.2604311619853, 5.055717702670478 50.2606342370821)'
way/884174267-275-400,way/884174267-275,way/884174267-400,275,400,3687,'LINESTRING (-2.9087453651279014 51.56472738655421, -2.9084973079596548 51.56494819858899)'
way/88760627-220-400,way/88760627-220,way/88760627-400,220,400,1788,'LINESTRING (-2.2528642344162133 42.41745274367196, -2.2526487336311987 42.41767254369099)'
way/88799384-220-380,way/88799384-220,way/88799384-380,220,380,5095,'LINESTRING (5.843257007796369 50.37547914547567, 5.843538053083439 50.375680318116096)'
way/88916034-220-380,way/88916034-220,way/88916034-380,220,380,15283,'LINESTRING (7.9563718028434 47.594058095133995, 7.956646031605341 47.5942542022786)'
way/89022080-225-400,way/89022080-225,way/89022080-400,225,400,7150,'LINESTRING (1.7626222548730297 48.971289691293464, 1.762878715417428 48.971500433138125)'
way/89043564-220-380,way/89043564-220,way/89043564-380,220,380,1699,'LINESTRING (7.98496782491282 50.841942714439, 7.985260650501817 50.84213857296622)'
way/895564309-220-400,way/895564309-220,way/895564309-400,220,400,3575,'LINESTRING (-0.2266077760906095 52.94474274825675, -0.2263395820250131 52.94495795675022)'
way/89573357-275-400,way/89573357-275,way/89573357-400,275,400,3575,'LINESTRING (-3.9470154085044395 52.92694327077199, -3.946765740113734 52.92716626149434)'
way/89817617-220-400,way/89817617-220,way/89817617-400,220,400,5363,'LINESTRING (14.563904567364178 45.31618459534974, 14.564190054501607 45.31636366839107)'
way/89820062-220-400,way/89820062-220,way/89820062-400,220,400,7150,'LINESTRING (16.162583761408865 45.87599739321187, 16.162877551551272 45.87617194257123)'
way/89827347-220-400,way/89827347-220,way/89827347-400,220,400,5363,'LINESTRING (17.769573186391867 43.303025789031004, 17.769858195754946 43.3031963063133)'
way/90547674-275-400,way/90547674-275,way/90547674-400,275,400,4609,'LINESTRING (-1.2666521752602784 53.75624844300368, -1.2663845194970273 53.75646594407604)'
way/90842395-225-400,way/90842395-225,way/90842395-400,225,400,3575,'LINESTRING (7.191472770661606 43.80299915812447, 7.1917263201567625 43.80319755169996)'
way/91854336-220-380,way/91854336-220,way/91854336-380,220,380,3397,'LINESTRING (6.723621853009477 51.355554889408545, 6.723912502203759 51.35575388739563)'
way/91955171-275-400,way/91955171-275,way/91955171-400,275,400,3575,'LINESTRING (-1.743259312090314 54.9776339781386, -1.7429869041026962 54.9778525930585)'
way/919706969-220-380,way/919706969-220,way/919706969-380,220,380,5095,'LINESTRING (3.7267216778606396 51.43254739714138, 3.7269996464249497 51.43275361538047)'
way/92419253-275-400,way/92419253-275,way/92419253-400,275,400,5363,'LINESTRING (-2.121051353579297 53.268530097656, -2.1207907262969052 53.268749369966834)'
way/92458761-275-400,way/92458761-275,way/92458761-400,275,400,5363,'LINESTRING (-2.209156721368534 52.556207712117384, -2.2089003207258866 52.556427125109764)'
way/92529432-275-400,way/92529432-275,way/92529432-400,275,400,12513,'LINESTRING (-2.379442977226982 53.425898875476406, -2.3791827939912915 53.42611869761402)'
way/931793946-220-400,way/931793946-220,way/931793946-400,220,400,3575,'LINESTRING (-4.776921853181304 37.25481609501159, -4.776728265749635 37.255041726345084)'
way/93189928-225-400,way/93189928-225,way/93189928-400,225,400,7150,'LINESTRING (6.022173941450584 43.27626935955813, 6.022421322259295 43.276470649020624)'
way/93860115-220-380,way/93860115-220,way/93860115-380,220,380,5095,'LINESTRING (14.230042284885775 41.03530090603604, 14.230306110367499 41.03548170840439)'
way/94004582-220-400,way/94004582-220,way/94004582-400,220,400,10725,'LINESTRING (-2.8909151934907187 54.03231995062708, -2.8906542951356453 54.032540877565616)'
way/940636813-220-380,way/940636813-220,way/940636813-380,220,380,1699,'LINESTRING (13.49555367987514 52.59014632052963, 13.495881495869881 52.59032754225207)'
way/942448206-220-380,way/942448206-220,way/942448206-380,220,380,8491,'LINESTRING (13.709592676737925 52.53984545831394, 13.709920996507183 52.540026090264135)'
way/942640207-220-380,way/942640207-220,way/942640207-380,220,380,10189,'LINESTRING (6.8682383347438 53.43758273331157, 6.86857117953898 53.437400544365346)'
way/943135226-220-380,way/943135226-220,way/943135226-380,220,380,15283,'LINESTRING (12.814833489612809 50.857843796309574, 12.81514608044342 50.8580269913548)'
way/943595603-220-380,way/943595603-220,way/943595603-380,220,380,1967,'LINESTRING (14.681313949498994 46.668364915716744, 14.681607278941732 46.66854345649989)'
way/94530230-275-400,way/94530230-275,way/94530230-400,275,400,5363,'LINESTRING (0.3898563459215954 51.45995983213771, 0.3901193359165864 51.4601736325286)'
way/952004951-220-380,way/952004951-220,way/952004951-380,220,380,3397,'LINESTRING (9.852727213125698 51.64925148282426, 9.853033083073045 51.64944252668229)'
way/953757608-220-380,way/953757608-220,way/953757608-380,220,380,5095,'LINESTRING (10.251415598563158 52.16931629154818, 10.25172671724765 52.169506276137135)'
way/95434457-220-380,way/95434457-220,way/95434457-380,220,380,1699,'LINESTRING (6.612215943020854 51.03584213803568, 6.6125041544870875 51.036041415896925)'
way/955268863-220-380,way/955268863-220,way/955268863-380,220,380,6793,'LINESTRING (9.251673023303189 53.11481118614931, 9.251986499477157 53.11500376425266)'
way/95749833-275-400,way/95749833-275,way/95749833-400,275,400,7150,'LINESTRING (-3.300621406470803 51.635646191020875, -3.3003748822682115 51.63586780587152)'
way/957746797-220-380,way/957746797-220,way/957746797-380,220,380,8491,'LINESTRING (8.659221373611713 51.999513088957364, 8.65952451283072 51.99970720672347)'
way/96107758-275-400,way/96107758-275,way/96107758-400,275,400,7150,'LINESTRING (-1.9729298548661913 52.2508892310698, -1.9726738865018782 52.25110813442906)'
way/96190189-220-380,way/96190189-220,way/96190189-380,220,380,1699,'LINESTRING (13.556312883227962 42.537800172015686, 13.556581412341025 42.5379824707215)'
way/96616299-220-380,way/96616299-220,way/96616299-380,220,380,1699,'LINESTRING (16.800112132769687 48.60573708205375, 16.800424588649054 48.60590940382909)'
way/96747435-220-400,way/96747435-220,way/96747435-400,220,400,5363,'LINESTRING (13.968776790777346 45.691177840920645, 13.969062312231003 45.69135847831617)'
way/96905262-275-400,way/96905262-275,way/96905262-400,275,400,3575,'LINESTRING (-3.036220121280338 55.908441137722825, -3.035949017267532 55.908662548713494)'
way/96974919-220-400,way/96974919-220,way/96974919-400,220,400,5363,'LINESTRING (24.769961866461163 42.113069965241486, 24.77026030259879 42.113220073992935)'
way/969811258-220-380,way/969811258-220,way/969811258-380,220,380,3397,'LINESTRING (8.837487489454077 46.44140479554256, 8.837729865428164 46.44124196740788)'
way/969819301-220-380,way/969819301-220,way/969819301-380,220,380,1699,'LINESTRING (8.040918018352007 46.3509103639326, 8.041186253055935 46.35110637018335)'
way/97256377-275-400,way/97256377-275,way/97256377-400,275,400,3575,'LINESTRING (-2.3580077136686484 53.53760103348132, -2.3577468118110496 53.53782081895845)'
way/97286424-220-400,way/97286424-220,way/97286424-400,220,400,3575,'LINESTRING (-5.218773086998447 36.44404086878306, -5.218582598768345 36.44426751710268)'
way/97343458-220-330,way/97343458-220,way/97343458-330,220,330,4425,'LINESTRING (34.36639800512728 45.699587718463, 34.36674295814029 45.699705331105044)'
way/97402111-220-400,way/97402111-220,way/97402111-400,220,400,7150,'LINESTRING (22.831550039202043 45.9165135641355, 22.831864972422167 45.91666858183246)'
way/97825259-220-380,way/97825259-220,way/97825259-380,220,380,5095,'LINESTRING (9.236140766885168 48.92675682913526, 9.236427209071884 48.92694960294972)'
way/97937366-220-400,way/97937366-220,way/97937366-400,220,400,3575,'LINESTRING (-2.9424807680957548 37.216594289075694, -2.942281555166585 37.216816296696365)'
way/979801144-220-380,way/979801144-220,way/979801144-380,220,380,3397,'LINESTRING (7.011451856840451 52.177539995126075, 7.011748983501065 52.17773827249219)'
way/983523978-220-400,way/983523978-220,way/983523978-400,220,400,1788,'LINESTRING (-3.6719462894545956 40.51921285495616, -3.671741180885573 40.51943576611277)'
way/98526640-220-400,way/98526640-220,way/98526640-400,220,400,5363,'LINESTRING (10.138290533581845 56.27418358570753, 10.138633367066582 56.2743738788007)'
way/98648381-220-380,way/98648381-220,way/98648381-380,220,380,8491,'LINESTRING (8.232007768922763 47.55598877369629, 8.232282838201154 47.556184194035424)'
way/98890904-225-400,way/98890904-225,way/98890904-400,225,400,12513,'LINESTRING (2.677325513795469 43.24021161817391, 2.6775612274761365 43.24042069206017)'
way/98902899-220-380,way/98902899-220,way/98902899-380,220,380,6793,'LINESTRING (7.441650254072929 44.96962354139147, 7.441909810898197 44.96982117834455)'
way/99593626-220-400,way/99593626-220,way/99593626-400,220,400,7150,'LINESTRING (21.2893104120422 52.22688228651616, 21.28966582591984 52.22704081510988)'
way/99722046-225-400,way/99722046-225,way/99722046-400,225,400,14300,'LINESTRING (-0.1141712110057602 47.206983706128305, -0.113930394824857 47.20719863601106)'
way/99826025-220-380,way/99826025-220,way/99826025-380,220,380,5095,'LINESTRING (7.785443587366926 44.87546070934813, 7.785703920085001 44.87565750963268)'
