transformer_id,bus0,bus1,voltage_bus0,voltage_bus1,s_nom,geometry
way/170424447-220-400,way/170424447-220,way/170424447-400,220,400,12513,'LINESTRING (-6.097632999820094 37.63638476397022, -6.097442780543074 37.63661285361392)'
way/170424455-220-400,way/170424455-220,way/170424455-400,220,400,3575,'LINESTRING (-6.883024191483505 37.18463644624741, -6.882837407531264 37.18486609355513)'
way/170511092-220-400,way/170511092-220,way/170511092-400,220,400,7150,'LINESTRING (-5.013319801044355 41.506690035538426, -5.013116734526011 41.50691545146927)'
way/170946426-220-400,way/170946426-220,way/170946426-400,220,400,5363,'LINESTRING (-3.7262164283496886 37.26773000941097, -3.726019527774908 37.26795357479999)'
way/170968145-220-400,way/170968145-220,way/170968145-400,220,400,1788,'LINESTRING (-4.605213573543524 36.75077703144254, -4.605020545844632 36.751002428537234)'
way/171256169-220-400,way/171256169-220,way/171256169-400,220,400,5363,'LINESTRING (-0.7227373518899051 38.718882235386545, -0.7225273958372208 38.71909938712275)'
way/172507826-330-750,way/172507826-330,way/172507826-750,330,750,10808,'LINESTRING (37.425475114015946 47.32296842758215, 37.42583934157081 47.323074704787636)'
way/173582810-220-400,way/173582810-220,way/173582810-400,220,400,7150,'LINESTRING (21.455611053662846 51.66232708480288, 21.45596239906139 51.66248518725997)'
way/175406958-220-400,way/175406958-220,way/175406958-400,220,400,3575,'LINESTRING (16.09560510987611 54.12656592444435, 16.09595625676018 54.1267397172645)'
way/177392130-220-400,way/177392130-220,way/177392130-400,220,400,1788,'LINESTRING (6.026352895105333 46.191060824589286, 6.0266270602548335 46.191071029122945)'
way/178294745-220-400,way/178294745-220,way/178294745-400,220,400,3575,'LINESTRING (2.282163272325909 41.95694797286944, 2.2823930258085707 41.95715809605537)'
way/178838661-220-400,way/178838661-220,way/178838661-400,220,400,1788,'LINESTRING (16.7100760177372 54.024054311061576, 16.710428850415994 54.0242263304575)'
way/179121616-220-400,way/179121616-220,way/179121616-400,220,400,3575,'LINESTRING (-8.268997224241003 53.134204390204864, -8.268768819692522 53.1344356238187)'
way/179260933-225-400,way/179260933-225,way/179260933-400,225,400,16088,'LINESTRING (4.686792081762089 47.32520520815275, 4.687052443881729 47.325409278225415)'
way/179323117-220-400,way/179323117-220,way/179323117-400,220,400,7150,'LINESTRING (24.16526447800824 43.2634559060455, 24.16556758540973 43.263607535331964)'
way/180542657-220-400,way/180542657-220,way/180542657-400,220,400,1967,'LINESTRING (16.075384778125137 51.496296546358096, 16.075714698472346 51.49647059835987)'
way/181125039-220-380,way/181125039-220,way/181125039-380,220,380,1699,'LINESTRING (11.593616339212472 44.85811449927622, 11.593889622685587 44.858301602886726)'
way/181664117-220-400,way/181664117-220,way/181664117-400,220,400,3575,'LINESTRING (-5.759155696551979 37.557034941591276, -5.758964563433321 37.557262404168384)'
way/181906370-220-400,way/181906370-220,way/181906370-400,220,400,5363,'LINESTRING (-1.6675270770912511 42.097320721376455, -1.6673104890513437 42.09753934942476)'
way/181912569-220-400,way/181912569-220,way/181912569-400,220,400,1788,'LINESTRING (-1.6546789777192177 42.66940056566765, -1.6544605544051338 42.669619101352474)'
way/182655738-220-400,way/182655738-220,way/182655738-400,220,400,5363,'LINESTRING (23.22019324960117 47.70869263962278, 23.220521037894315 47.70884605568264)'
way/18629425-220-380,way/18629425-220,way/18629425-380,220,380,8491,'LINESTRING (11.368981916800742 48.2913480881823, 11.369272792212438 48.29153536930704)'
way/187832596-220-400,way/187832596-220,way/187832596-400,220,400,10725,'LINESTRING (15.240457754402032 63.23525925683693, 15.240910261561648 63.235435624326406)'
way/188144496-225-400,way/188144496-225,way/188144496-400,225,400,4022,'LINESTRING (2.5754696023516646 48.97603405717095, 2.5757294858961264 48.976242958323404)'
way/188276460-220-380,way/188276460-220,way/188276460-380,220,380,1699,'LINESTRING (6.672184572203026 50.99137102948918, 6.672472769831356 50.99157016017998)'
way/189501431-220-400,way/189501431-220,way/189501431-400,220,400,7150,'LINESTRING (19.805711277370108 49.974785420539604, 19.806043724930174 49.97494876941905)'
way/190110739-220-400,way/190110739-220,way/190110739-400,220,400,1788,'LINESTRING (-5.898183804758818 43.57450924200011, -5.897978306180818 43.57473613864022)'
way/191485195-220-400,way/191485195-220,way/191485195-400,220,400,5363,'LINESTRING (-6.566136917288619 42.61392778441411, -6.56593655984069 42.614156033143026)'
way/192677427-220-380,way/192677427-220,way/192677427-380,220,380,3441,'LINESTRING (8.974160876549057 47.220028502558506, 8.974436952089663 47.22022208027688)'
way/193292042-225-400,way/193292042-225,way/193292042-400,225,400,1788,'LINESTRING (7.089283158824346 48.76712980451649, 7.089560291911758 48.76732798673284)'
way/193617444-275-400,way/193617444-275,way/193617444-400,275,400,3575,'LINESTRING (-1.2829736279317232 53.71777657439959, -1.2827062753616534 53.71799410753945)'
way/194903381-220-400,way/194903381-220,way/194903381-400,220,400,1788,'LINESTRING (23.43917594311694 51.15824868911751, 23.439530165761372 51.15840073090456)'
way/196202213-220-400,way/196202213-220,way/196202213-400,220,400,7150,'LINESTRING (-2.272961335343819 43.0606285775231, -2.272743900962132 43.06084834970704)'
way/196207063-220-400,way/196207063-220,way/196207063-400,220,400,3575,'LINESTRING (-1.9686357143264024 43.25972337596844, -1.968416535055186 43.25994250076825)'
way/196215046-220-400,way/196215046-220,way/196215046-400,220,400,7150,'LINESTRING (-2.8807357101589783 43.34958924773773, -2.880519588414829 43.34981023252494)'
way/196654321-220-400,way/196654321-220,way/196654321-400,220,400,7150,'LINESTRING (24.194789203738175 45.785324688803925, 24.195107351484477 45.78547554969129)'
way/196672665-220-400,way/196672665-220,way/196672665-400,220,400,7150,'LINESTRING (27.852781279265788 45.22280137910399, 27.853106187107734 45.22294084645216)'
way/197827799-220-400,way/197827799-220,way/197827799-400,220,400,3575,'LINESTRING (13.801273122783586 50.58299746180153, 13.801587698600994 50.58317797675814)'
way/198777633-220-400,way/198777633-220,way/198777633-400,220,400,7150,'LINESTRING (24.394048390773126 44.450750300840916, 24.394358967201693 44.4509008962598)'
way/199098050-220-400,way/199098050-220,way/199098050-400,220,400,2458,'LINESTRING (20.414702726123267 50.89970891903441, 20.415044276284092 50.89987030091632)'
way/199098053-220-400,way/199098053-220,way/199098053-400,220,400,7150,'LINESTRING (21.329216800872093 50.4413847402263, 21.329558058968725 50.441543422843075)'
way/199229562-225-400,way/199229562-225,way/199229562-400,225,400,3575,'LINESTRING (6.056868171301725 45.86507359134468, 6.0571268533072455 45.865274506156865)'
way/199304820-220-330,way/199304820-220,way/199304820-330,220,330,2213,'LINESTRING (24.03141281345289 49.743879336556404, 24.031757871311175 49.74402979682123)'
way/199657972-220-400,way/199657972-220,way/199657972-400,220,400,8938,'LINESTRING (23.256743848416434 44.97094646171324, 23.2570542699256 44.97110041386843)'
way/200511209-275-400,way/200511209-275,way/200511209-400,275,400,2766,'LINESTRING (-1.4048160132977856 54.80490997118325, -1.404542869993434 54.80512785148831)'
way/200516868-220-400,way/200516868-220,way/200516868-400,220,400,5363,'LINESTRING (27.575932312379194 43.334235061448496, 27.576244942557587 43.334376001515864)'
way/200772307-220-236,way/200772307-220,way/200772307-236,220,236,528,'LINESTRING (13.387402977319107 63.38973100352743, 13.387749089199 63.38955757546023)'
way/200772307-220-400,way/200772307-220,way/200772307-400,220,400,3575,'LINESTRING (13.387402977319107 63.38973100352743, 13.38790872616559 63.389780633710515)'
way/200772307-236-400,way/200772307-236,way/200772307-400,236,400,3575,'LINESTRING (13.387749089199 63.38955757546023, 13.38790872616559 63.389780633710515)'
way/202891403-220-400,way/202891403-220,way/202891403-400,220,400,8938,'LINESTRING (-3.0311169110021066 43.21872480485869, -3.0309017519188997 43.21894610708544)'
way/202948507-220-400,way/202948507-220,way/202948507-400,220,400,1788,'LINESTRING (26.244144273913665 47.61903928786512, 26.24448067104674 47.61918324032423)'
way/203251480-220-330,way/203251480-220,way/203251480-330,220,330,1107,'LINESTRING (24.193642702979737 50.70549930199978, 24.193995826083064 50.705649058593025)'
way/203815422-220-400,way/203815422-220,way/203815422-400,220,400,7150,'LINESTRING (22.62363215850621 48.415474719329204, 22.623962936004443 48.4156298202458)'
way/205384220-220-400,way/205384220-220,way/205384220-400,220,400,3575,'LINESTRING (24.895560104831823 44.762414272853086, 24.895873958218857 44.76256322893842)'
way/206538656-300-420,way/206538656-300,way/206538656-420,300,420,5631,'LINESTRING (9.543963792055218 59.27247517968105, 9.544332509392458 59.27266723104603)'
way/206628449-300-420,way/206628449-300,way/206628449-420,300,420,3754,'LINESTRING (9.595714892524091 59.040960572815614, 9.596081463920276 59.0411524672579)'
way/207056075-220-330,way/207056075-220,way/207056075-330,220,330,2213,'LINESTRING (24.716249502428486 51.19150430181645, 24.7166083524657 51.191652308042926)'
way/207248812-220-380,way/207248812-220,way/207248812-380,220,380,1967,'LINESTRING (8.623062961829858 49.3564846936787, 8.623349481095335 49.356679002773895)'
way/207339053-220-400,way/207339053-220,way/207339053-400,220,400,3575,'LINESTRING (-9.42182674037119 52.61042625146599, -9.421494022845236 52.61054389443042)'
way/207993342-220-380,way/207993342-220,way/207993342-380,220,380,8491,'LINESTRING (9.467101253739235 46.704671298611736, 9.46737645038179 46.70486367263559)'
way/208263464-220-400,way/208263464-220,way/208263464-400,220,400,2458,'LINESTRING (21.92130461615019 45.34519851767557, 21.92161334362396 45.34535642809356)'
way/209067387-220-400,way/209067387-220,way/209067387-400,220,400,1788,'LINESTRING (25.997738517086187 44.88068665462837, 25.998056175920087 44.88083212815097)'
way/209175136-220-400,way/209175136-220,way/209175136-400,220,400,7150,'LINESTRING (17.24310297566829 59.73476651853437, 17.243517763644597 59.73493678074767)'
way/209879378-330-750,way/209879378-330,way/209879378-750,330,750,16212,'LINESTRING (35.5095474411343 47.99940848377082, 35.50991221480879 47.99952127265807)'
way/210389707-225-400,way/210389707-225,way/210389707-400,225,400,7150,'LINESTRING (-3.303104037515464 47.8805897142913, -3.302873718540569 47.88081129143096)'
way/210568055-220-380,way/210568055-220,way/210568055-380,220,380,3397,'LINESTRING (9.042798783564814 46.751315983062604, 9.04307267917682 46.75150943150697)'
way/210831971-220-400,way/210831971-220,way/210831971-400,220,400,3575,'LINESTRING (24.636707780898526 45.32697876799379, 24.63702435064471 45.327128376912206)'
way/211101137-330-750,way/211101137-330,way/211101137-750,330,750,5404,'LINESTRING (33.76936695360983 50.690354359809554, 33.769749503623956 50.69047230746543)'
way/212722603-220-380,way/212722603-220,way/212722603-380,220,380,1967,'LINESTRING (7.557798354135443 46.28703669094423, 7.558120743344406 46.287104640458736)'
way/212779654-275-400,way/212779654-275,way/212779654-400,275,400,3575,'LINESTRING (-3.92924228726503 55.76424291129104, -3.928977016985814 55.76446612430813)'
way/214483816-225-400,way/214483816-225,way/214483816-400,225,400,3575,'LINESTRING (7.519114898973201 48.356631449820966, 7.519391496025331 48.356828591641374)'
way/219508915-330-500,way/219508915-330,way/219508915-500,330,500,6704,'LINESTRING (38.089672392011956 48.558497142885265, 38.08981532779469 48.55828372347735)'
way/219508915-330-750,way/219508915-330,way/219508915-750,330,750,10808,'LINESTRING (38.089672392011956 48.558497142885265, 38.090025586859525 48.55846799112685)'
way/219508915-500-750,way/219508915-500,way/219508915-750,500,750,10808,'LINESTRING (38.08981532779469 48.55828372347735, 38.090025586859525 48.55846799112685)'
way/222895334-220-400,way/222895334-220,way/222895334-400,220,400,1788,'LINESTRING (-3.3444206059759902 39.04473702337341, -3.344218225222077 39.04495950694393)'
way/223383886-220-400,way/223383886-220,way/223383886-400,220,400,1788,'LINESTRING (18.037208692238973 59.41285647198323, 18.037623445946032 59.413024343035254)'
way/224885245-400-750,way/224885245-400,way/224885245-750,400,750,8938,'LINESTRING (28.464030274292508 45.2543368853099, 28.464357040619653 45.25447436970778)'
way/225210595-225-400,way/225210595-225,way/225210595-400,225,400,7150,'LINESTRING (5.791739381751857 49.482935391586274, 5.792015199534819 49.48313671468266)'
way/226363063-220-400,way/226363063-220,way/226363063-400,220,400,5363,'LINESTRING (-2.625847356142859 40.703171715876806, -2.6256381788291483 40.7033924950935)'
way/22720647-220-380,way/22720647-220,way/22720647-380,220,380,6793,'LINESTRING (9.983898064491934 53.74138374276608, 9.984219444773395 53.74157440569113)'
way/22761692-220-380,way/22761692-220,way/22761692-380,220,380,3397,'LINESTRING (6.934775126063534 51.03343921283143, 6.935064698368453 51.033637693113306)'
way/22761839-220-380,way/22761839-220,way/22761839-380,220,380,6793,'LINESTRING (6.9658132657507625 51.06985375299647, 6.966103193109546 51.070052155595484)'
way/22765517-220-380,way/22765517-220,way/22765517-380,220,380,3397,'LINESTRING (6.842506636148699 50.86343916245955, 6.842794783285235 50.86363787473936)'
way/22766160-220-380,way/22766160-220,way/22766160-380,220,380,8491,'LINESTRING (6.972467242058264 50.79556424087326, 6.972755528844659 50.79576263275344)'
way/22767509-220-380,way/22767509-220,way/22767509-380,220,380,3397,'LINESTRING (7.190814755258277 50.79946372342493, 7.19110398660989 50.79966157282318)'
way/228718321-220-400,way/228718321-220,way/228718321-400,220,400,7150,'LINESTRING (22.538710919155932 44.67233309861895, 22.539017489965122 44.672489308555896)'
way/229597405-225-400,way/229597405-225,way/229597405-400,225,400,1788,'LINESTRING (6.001432650299354 45.38458102052505, 6.001688950081323 45.38478211502074)'
way/22973070-220-380,way/22973070-220,way/22973070-380,220,380,5095,'LINESTRING (13.524068399750487 52.53559308428179, 13.524395920363094 52.535774230084066)'
way/22975329-275-400,way/22975329-275,way/22975329-400,275,400,3687,'LINESTRING (-0.0116169427194316 51.71403166751221, -0.0113544671514259 51.71424635460757)'
way/229806970-300-420,way/229806970-300,way/229806970-420,300,420,3754,'LINESTRING (11.502596752192956 63.75285827072675, 11.503033934039927 63.753045459315146)'
way/23022100-220-380,way/23022100-220,way/23022100-380,220,380,8491,'LINESTRING (7.023072417794302 51.62557304926317, 7.023366051180674 51.62577130132413)'
way/23084554-220-380,way/23084554-220,way/23084554-380,220,380,3397,'LINESTRING (6.804405884566871 50.966148285378125, 6.8046944921788635 50.96634708983406)'
way/23164132-275-400,way/23164132-275,way/23164132-400,275,400,7150,'LINESTRING (-2.9474152394787794 53.26739660705132, -2.947158775578948 53.26761759210352)'
way/23164256-275-400,way/23164256-275,way/23164256-400,275,400,5363,'LINESTRING (-2.71650599290348 53.30923426691855, -2.716248140828032 53.30945477944592)'
way/23232738-275-400,way/23232738-275,way/23232738-400,275,400,3687,'LINESTRING (-0.4984604430238244 51.5433526720148, -0.4982011331212757 51.54356841031178)'
way/23284340-220-380,way/23284340-220,way/23284340-380,220,380,5095,'LINESTRING (8.77205198412641 49.97440051774811, 8.772342749335769 49.974594415153184)'
way/23286313-225-400,way/23286313-225,way/23286313-400,225,400,10725,'LINESTRING (2.257661591076416 47.101609500617755, 2.2579114242552967 47.10181919588984)'
way/23287448-225-400,way/23287448-225,way/23287448-400,225,400,12513,'LINESTRING (2.228427621439901 48.67486639137942, 2.228684598512341 48.67507608942417)'
way/23299362-275-400,way/23299362-275,way/23299362-400,275,400,3687,'LINESTRING (-0.1276972565473268 51.37316492678481, -0.1274371096384897 51.37337985661656)'
way/23299657-275-400,way/23299657-275,way/23299657-400,275,400,5363,'LINESTRING (-0.0038867938658633 51.35178004335303, -0.0036261868778072 51.351994702988286)'
way/23380800-220-380,way/23380800-220,way/23380800-380,220,380,3397,'LINESTRING (6.6170564855558744 51.47573851718446, 6.617347419706488 51.47593777712947)'
way/234876695-220-400,way/234876695-220,way/234876695-400,220,400,3575,'LINESTRING (24.182832308179048 46.46610407089003, 24.18315477017348 46.46625479877288)'
way/234983117-220-380,way/234983117-220,way/234983117-380,220,380,3397,'LINESTRING (7.2493006931109605 46.18537024748695, 7.24956523802473 46.18556822956354)'
way/235370803-225-400,way/235370803-225,way/235370803-400,225,400,16088,'LINESTRING (-0.4355024464950702 45.06790519060663, -0.4352712979025001 45.068120934567546)'
way/23575521-220-400,way/23575521-220,way/23575521-400,220,400,5363,'LINESTRING (26.15838458346694 44.40213581129844, 26.15869976785358 44.40228091663549)'
way/236110936-220-400,way/236110936-220,way/236110936-400,220,400,5363,'LINESTRING (19.612284320573625 45.01613117595065, 19.612584150313094 45.01629601123313)'
way/23641079-220-380,way/23641079-220,way/23641079-380,220,380,1699,'LINESTRING (8.537073862147682 50.07798781871916, 8.537364299753508 50.078182308932)'
way/238640596-220-400,way/238640596-220,way/238640596-400,220,400,3575,'LINESTRING (16.871240494031564 53.079292796474164, 16.871585988512866 53.07946441766993)'
way/239560640-220-400,way/239560640-220,way/239560640-400,220,400,7150,'LINESTRING (18.975928269504244 49.09064333769381, 18.976251556905456 49.09080928186363)'
way/239947121-220-400,way/239947121-220,way/239947121-400,220,400,3575,'LINESTRING (20.963040623901122 44.596557987284704, 20.963342129389776 44.596718937658466)'
way/239998425-220-400,way/239998425-220,way/239998425-400,220,400,5363,'LINESTRING (20.587381835624797 44.7359473045832, 20.58768301648432 44.73610933546961)'
way/24020441-225-400,way/24020441-225,way/24020441-400,225,400,5531,'LINESTRING (4.975418075421235 45.67424510376249, 4.975671927922964 45.67444861698703)'
way/24025291-225-400,way/24025291-225,way/24025291-400,225,400,5363,'LINESTRING (5.021751595112476 45.83817629206141, 5.022006348681228 45.83837968120733)'
way/241189382-225-400,way/241189382-225,way/241189382-400,225,400,3575,'LINESTRING (5.017898691856176 43.82711799120961, 5.0181448567875355 43.827321596069424)'
way/241842600-220-400,way/241842600-220,way/241842600-400,220,400,5363,'LINESTRING (19.316476370513804 50.75995074706095, 19.316812900443917 50.76011543774873)'
way/24253250-220-380,way/24253250-220,way/24253250-380,220,380,3397,'LINESTRING (16.37808969582394 48.357801286968346, 16.378315843688522 48.35762244690716)'
way/24253250-220-400,way/24253250-220,way/24253250-400,220,400,1967,'LINESTRING (16.37808969582394 48.357801286968346, 16.378434804158555 48.35784203464931)'
way/24253250-380-400,way/24253250-380,way/24253250-400,380,400,3397,'LINESTRING (16.378315843688522 48.35762244690716, 16.378434804158555 48.35784203464931)'
way/24262656-220-380,way/24262656-220,way/24262656-380,220,380,10189,'LINESTRING (10.366159986451981 52.28434370777686, 10.366472399930494 52.28453338731808)'
way/24462426-220-380,way/24462426-220,way/24462426-380,220,380,6793,'LINESTRING (6.680644971696814 51.646227074294856, 6.680937247547373 51.6464261755393)'
way/24478889-220-380,way/24478889-220,way/24478889-380,220,380,3397,'LINESTRING (6.7150516220873655 51.526708540160854, 6.715343298608222 51.52690755738263)'
way/24479003-220-380,way/24479003-220,way/24479003-380,220,380,3397,'LINESTRING (6.682961103611969 51.57554597287283, 6.683252946265152 51.57574506899593)'
way/24479984-220-380,way/24479984-220,way/24479984-380,220,380,3397,'LINESTRING (6.656590008261609 51.37942407528882, 6.656880516002925 51.37962323866013)'
way/245190169-220-400,way/245190169-220,way/245190169-400,220,400,3575,'LINESTRING (18.333137433557468 42.67719632995537, 18.33342093302511 42.67736538451529)'
way/24636044-220-400,way/24636044-220,way/24636044-400,220,400,7150,'LINESTRING (-9.137180704112891 38.88885061541769, -9.13699797530287 38.889084038134065)'
way/24667346-220-380,way/24667346-220,way/24667346-380,220,380,3397,'LINESTRING (7.5058358049378455 51.40150823482382, 7.50613010202603 51.4017052846354)'
way/24705761-220-380,way/24705761-220,way/24705761-380,220,380,8491,'LINESTRING (10.843144210108282 49.38042772717735, 10.84343956479682 49.38061630102991)'
way/24799890-220-380,way/24799890-220,way/24799890-380,220,380,3397,'LINESTRING (6.625765506960805 51.260470714144404, 6.626055148263492 51.2606699551488)'
way/24839976-220-380,way/24839976-220,way/24839976-380,220,380,13585,'LINESTRING (6.700130187899264 51.008631475083796, 6.700418609395516 51.00883053646955)'
way/24849819-225-400,way/24849819-225,way/24849819-400,225,400,12513,'LINESTRING (2.319654012194573 48.55126393923336, 2.3199107736153772 48.551473434025475)'
way/24921206-220-380,way/24921206-220,way/24921206-380,220,380,3441,'LINESTRING (6.925760167709982 51.49887693342316, 6.9260525821802315 51.49907542876908)'
way/24976300-220-380,way/24976300-220,way/24976300-380,220,380,3397,'LINESTRING (13.103017554754276 48.666731652347416, 13.103317088821612 48.66691425654112)'
way/251239544-220-400,way/251239544-220,way/251239544-400,220,400,7150,'LINESTRING (20.741760231046626 52.226957060844626, 20.742113623332777 52.22711726177133)'
way/252028146-220-400,way/252028146-220,way/252028146-400,220,400,3575,'LINESTRING (20.146562118749333 47.20544044978213, 20.14687682360061 47.20560326555398)'
way/25306752-220-380,way/25306752-220,way/25306752-380,220,380,5095,'LINESTRING (9.42482717258167 48.064409528737826, 9.425109477238074 48.064601884652255)'
way/254158424-220-400,way/254158424-220,way/254158424-400,220,400,1788,'LINESTRING (-6.569719535516883 53.474590443711506, -6.569480676714955 53.47481857516463)'
way/25422135-220-400,way/25422135-220,way/25422135-400,220,400,12513,'LINESTRING (1.0615984126297 52.07118579191515, 1.0618678452808807 52.07139812264317)'
way/254235846-220-400,way/254235846-220,way/254235846-400,220,400,3575,'LINESTRING (21.451522058613605 50.93877593819144, 21.45186759684833 50.93893416650288)'
way/254938713-220-400,way/254938713-220,way/254938713-400,220,400,5363,'LINESTRING (17.1687594727716 52.281048847504685, 17.16909968992713 52.281219674805655)'
way/255284259-220-400,way/255284259-220,way/255284259-400,220,400,3575,'LINESTRING (18.23382697092811 52.3052255624166, 18.234171518416865 52.305393268850565)'
way/255293400-220-400,way/255293400-220,way/255293400-400,220,400,3575,'LINESTRING (17.877449425027482 53.08866175236656, 17.877799023970173 53.088830430636705)'
way/255973806-220-400,way/255973806-220,way/255973806-400,220,400,7150,'LINESTRING (21.55640649127938 52.26963231211375, 21.556763246192247 52.26979001457821)'
way/256339597-330-400,way/256339597-330,way/256339597-400,330,400,3319,'LINESTRING (23.965231012400178 54.43850525410593, 23.96561652175664 54.438655086731714)'
way/25786404-220-380,way/25786404-220,way/25786404-380,220,380,6793,'LINESTRING (9.195241647056314 48.91308701256097, 9.195527851851415 48.91327989193561)'
way/25943440-220-380,way/25943440-220,way/25943440-380,220,380,5095,'LINESTRING (8.702067695352271 51.7362555889429, 8.702369269253087 51.73644960230466)'
way/260211728-225-380,way/260211728-225,way/260211728-380,225,380,3397,'LINESTRING (6.949838605733583 46.05089610008964, 6.949912590051687 46.051124415887045)'
way/260986936-220-400,way/260986936-220,way/260986936-400,220,400,8938,'LINESTRING (14.918095535967925 59.028572650383886, 14.918490069231604 59.02874975308746)'
way/261447466-220-400,way/261447466-220,way/261447466-400,220,400,1788,'LINESTRING (18.099574737292166 59.18254425036018, 18.099986969409283 59.18271193580246)'
way/26245195-220-380,way/26245195-220,way/26245195-380,220,380,10189,'LINESTRING (11.867261281617413 48.20669868489758, 11.867553509098414 48.20688465422294)'
way/26376870-225-400,way/26376870-225,way/26376870-400,225,400,7150,'LINESTRING (3.7161157562888865 43.632515221191085, 3.7163565996825945 43.632721880742444)'
way/264102298-275-400,way/264102298-275,way/264102298-400,275,400,3575,'LINESTRING (0.947372476489715 50.91460156610304, 0.9476351382877737 50.91481412340657)'
way/264275258-220-275,way/264275258-220,way/264275258-275,220,275,1844,'LINESTRING (-6.565873230637978 53.96725467084371, -6.56563199544333 53.96748283731559)'
way/26472665-220-380,way/26472665-220,way/26472665-380,220,380,16982,'LINESTRING (11.638988850697912 52.26887673668873, 11.639306541498968 52.26906303197098)'
way/26931725-220-400,way/26931725-220,way/26931725-400,220,400,7150,'LINESTRING (12.320364726748329 55.63228243120627, 12.320712314012543 55.632466813963745)'
way/269527797-220-330,way/269527797-220,way/269527797-330,220,330,3319,'LINESTRING (33.38353583824885 46.75316389412747, 33.383885807583766 46.753284497323406)'
way/27149550-220-380,way/27149550-220,way/27149550-380,220,380,3397,'LINESTRING (12.941900134046664 52.56383005508657, 12.942225448309557 52.56401280219487)'
way/27163121-275-400,way/27163121-275,way/27163121-400,275,400,3575,'LINESTRING (-3.1656311405912563 55.89140646911192, -3.165360859510898 55.891628144089125)'
way/27259817-225-400,way/27259817-225,way/27259817-400,225,400,7150,'LINESTRING (5.342704711360817 43.446747206480545, 5.342950461873794 43.446950090857186)'
way/274630377-220-380,way/274630377-220,way/274630377-380,220,380,3397,'LINESTRING (9.387884903486869 51.640596774716734, 9.388188756547084 51.64078902587111)'
way/276291999-220-400,way/276291999-220,way/276291999-400,220,400,1788,'LINESTRING (16.35621445960639 50.85302919923811, 16.3565407215115 50.853202512907565)'
way/27668869-220-400,way/27668869-220,way/27668869-400,220,400,7150,'LINESTRING (-4.004902287678125 40.598098243752105, -4.004698109379068 40.59832180470331)'
way/27739871-220-380,way/27739871-220,way/27739871-380,220,380,6793,'LINESTRING (9.125111302889538 52.53816758798548, 9.125420138010448 52.538360499310926)'
way/27763479-220-380,way/27763479-220,way/27763479-380,220,380,3397,'LINESTRING (14.473584703263382 48.12483740683925, 14.473885895163523 48.12501632328707)'
way/27795895-220-380,way/27795895-220,way/27795895-380,220,380,6793,'LINESTRING (16.422163654910133 48.12524732597688, 16.42247171412504 48.12542079089842)'
way/27849030-220-400,way/27849030-220,way/27849030-400,220,400,10725,'LINESTRING (16.69874652226383 49.10984433498707, 16.69906193443572 49.11001687740626)'
way/278968688-220-400,way/278968688-220,way/278968688-400,220,400,5363,'LINESTRING (16.788812457713824 63.54384671692894, 16.789279109478393 63.54401846804276)'
way/279194469-220-400,way/279194469-220,way/279194469-400,220,400,2458,'LINESTRING (16.780701364323672 63.63318065548207, 16.781169429359956 63.63335243662502)'
way/27919734-220-380,way/27919734-220,way/27919734-380,220,380,8491,'LINESTRING (6.709604174533747 51.09083205836205, 6.709893136761512 51.091031094917184)'
way/27936937-220-400,way/27936937-220,way/27936937-400,220,400,10725,'LINESTRING (-3.4430156607329696 40.255994447202625, -3.4428104747812154 40.25621693917668)'
way/27949649-220-400,way/27949649-220,way/27949649-400,220,400,3575,'LINESTRING (-3.8752290992204927 40.25982111661248, -3.8750253678330373 40.26004446888979)'
way/280317944-220-400,way/280317944-220,way/280317944-400,220,400,3575,'LINESTRING (-3.4742660582172946 53.249877108492335, -3.4740123517069765 53.25009916771939)'
way/28099187-220-380,way/28099187-220,way/28099187-380,220,380,1699,'LINESTRING (13.331695891415668 50.347336693749675, 13.331942131777906 50.347164224492005)'
way/28099187-220-400,way/28099187-220,way/28099187-400,220,400,16088,'LINESTRING (13.331695891415668 50.347336693749675, 13.332052382401903 50.34738682718137)'
way/28099187-380-400,way/28099187-380,way/28099187-400,380,400,16088,'LINESTRING (13.331942131777906 50.347164224492005, 13.332052382401903 50.34738682718137)'
way/281014574-220-400,way/281014574-220,way/281014574-400,220,400,3575,'LINESTRING (19.819794313500672 42.101336551952734, 19.820079186662163 42.101501467354524)'
way/281804158-220-380,way/281804158-220,way/281804158-380,220,380,3397,'LINESTRING (9.21277587292742 46.340257020596965, 9.213048291249896 46.34045008010711)'
way/28276448-220-400,way/28276448-220,way/28276448-400,220,400,5363,'LINESTRING (17.852472675227766 59.68863463156814, 17.85288994886407 59.688803059049775)'
way/28308003-220-400,way/28308003-220,way/28308003-400,220,400,7150,'LINESTRING (-3.596069806389134 40.56561583089582, -3.5958643145443245 40.5658385842753)'
way/28349754-220-400,way/28349754-220,way/28349754-400,220,400,12513,'LINESTRING (13.69529595880585 50.39593223306167, 13.695608852109107 50.39611305569856)'
way/28451913-330-750,way/28451913-330,way/28451913-750,330,750,5404,'LINESTRING (30.098658451664715 51.38252963475245, 30.099036334370183 51.3826599659855)'
way/28468576-220-400,way/28468576-220,way/28468576-400,220,400,7150,'LINESTRING (14.768465584903696 50.1429329383064, 14.76878085900705 50.143110810730846)'
way/28475691-220-400,way/28475691-220,way/28475691-400,220,400,5363,'LINESTRING (15.112314938641282 50.657650671302854, 15.11263507739753 50.65782753075957)'
